timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
1244961516,1686685077799558,371025530,-763884625,-3273,-39043,0.208,0.6492525,0.64400005,0.822,0.61,0.87,102,13,0.014,0.013,0.006,-0.045,0.45116147,0,4,1,19
1245164666,1686685077999559,371025530,-763884622,-3263,-39033,0.224,0.6492619,0.643,0.82000005,0.61,0.87,102,13,0.034,-0.007,-0.034,-0.026,0.45116147,0,4,1,19
1245365749,1686685078199557,371025529,-763884620,-3248,-39018,0.23400001,0.64927185,0.642,0.81900007,0.61,0.87,102,13,0.034,0.034,0.003,0.041,0.45116147,0,4,1,19
1245560485,1686685078399557,371025528,-763884617,-3229,-38999,0.23900001,0.649282,0.642,0.81700003,0.61,0.87,102,13,0.041,0.017,0.037,0.061000004,0.45116147,0,4,1,19
1245777139,1686685078599557,371025526,-763884615,-3215,-38985,0.177,0.6492895,0.64100003,0.81600004,0.61,0.87,101,12,0.024,-0.018000001,-0.016,0.0050000004,0.45116147,0,4,1,19
1245961527,1686685078799557,371025525,-763884613,-3216,-38986,0.21800001,0.64929855,0.64100003,0.81500006,0.61,0.87,101,12,0.020000001,0.008,-0.018000001,0.116000004,0.45116147,0,4,1,19
1246164481,1686685078999558,371025524,-763884621,-3085,-38855,0.23900001,0.29223442,0.642,0.81700003,0.61,0.87,101,12,0.768,0.143,-0.754,-0.57100004,5.20879,0,4,1,19
1246361641,1686685079199557,371025524,-763884634,-2819,-38589,0.23600002,0.2837617,0.64100003,0.814,0.61,0.87,101,12,0.749,0.37100002,-0.65000004,-1.388,5.2201505,0,4,1,19
1246565514,1686685079399557,371025527,-763884645,-2550,-38320,0.215,0.22490329,0.63900006,0.809,0.61,0.87,101,12,0.89100003,0.441,-0.77500004,-1.187,5.22578,0,4,1,19
1246765527,1686685079599557,371025532,-763884660,-2350,-38120,0.22200002,0.18994173,0.637,0.809,0.61,0.87,101,10,1.0380001,0.563,-0.87200004,-1.284,5.260735,0,4,1,19
1246960710,1686685079799557,371025534,-763884675,-2098,-37868,0.215,0.22625539,0.634,0.80600005,0.61,0.87,101,10,0.883,0.312,-0.82600003,-1.19,5.1831264,0,4,1,19
1247173496,1686685079999558,371025536,-763884691,-1887,-37657,0.22500001,0.2343916,0.632,0.80500007,0.61,0.87,101,10,0.84700006,0.28800002,-0.79600006,-1.054,5.123263,0,4,1,19
1247364653,1686685080199557,371025535,-763884704,-1723,-37493,0.22600001,0.298164,0.63000005,0.80200005,0.61,0.87,101,10,0.68600005,0.19000001,-0.66,-1.0960001,5.073275,0,4,1,19
1247565778,1686685080399557,371025535,-763884714,-1575,-37345,0.23200001,0.38093904,0.628,0.80300003,0.61,0.87,101,10,0.52000004,0.15400001,-0.497,-1.049,5.04998,0,4,1,19
1247764915,1686685080599557,371025531,-763884722,-1356,-37126,0.23400001,0.54089725,0.62700003,0.80300003,0.61,0.87,101,10,0.37,0.001,-0.37,-1.121,4.9385448,0,4,1,19
1247961492,1686685080799557,371025528,-763884725,-1179,-36949,0.238,0.5409484,0.625,0.80200005,0.61,0.87,101,10,0.097,0.025,-0.094000004,-1.0020001,4.9385448,0,4,1,19
1248161492,1686685080999558,371025524,-763884725,-1026,-36796,0.23600002,0.5409943,0.623,0.8,0.61,0.87,101,10,0.112,0.030000001,-0.108,-0.90000004,4.9385448,0,4,1,19
1248365573,1686685081199557,371025522,-763884722,-928,-36698,0.21400002,0.54103774,0.62100005,0.79800004,0.61,0.87,101,10,0.19900002,0.18200001,0.082,-0.83300006,4.9385448,0,4,1,19
1248564787,1686685081399557,371025521,-763884719,-746,-36516,0.22100002,0.54108435,0.62,0.79700005,0.61,0.87,101,10,0.096,0.05,0.081,-0.91600007,4.9385448,0,4,1,19
1248760786,1686685081599557,371025520,-763884714,-587,-36357,0.21300001,0.64158386,0.61800003,0.79600006,0.61,0.87,101,10,0.29500002,0.21900001,0.19800001,-0.98,5.803081,0,4,1,19
1248961529,1686685081799557,371025521,-763884707,-408,-36178,0.22000001,0.76756364,0.61700004,0.79700005,0.61,0.87,101,10,0.277,-0.029000001,0.275,-0.86100006,0.4072853,0,4,1,19
1249165487,1686685081999558,371025522,-763884699,-263,-36033,0.21100001,0.59951586,0.61700004,0.79700005,0.61,0.87,101,10,0.35500002,0.13900001,0.32700002,-0.93600005,0.8806997,0,4,1,19
1249364013,1686685082199557,371025523,-763884693,-114,-35883,0.21800001,0.5995563,0.61700004,0.79700005,0.61,0.87,101,10,0.21100001,0.113000005,0.179,-0.86,0.8806997,0,4,1,19
1249556828,1686685082399557,371025524,-763884687,45,-35725,0.20300001,0.50447834,0.614,0.79300004,0.61,0.87,101,10,0.35000002,0.27400002,0.21800001,-0.9710001,0.75858516,0,4,1,19
