timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
1244755561,1244755561,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1244931633,1244931633,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1244975413,1244975413,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245015875,1245015875,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245059592,1245059592,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245103541,1245103541,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245127544,1245127544,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245171541,1245171541,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245219725,1245219725,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245267981,1245267981,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245311418,1245311418,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245351530,1245351530,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245391547,1245391547,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245439540,1245439540,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245487596,1245487596,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245511621,1245511621,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245551622,1245551622,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245599540,1245599540,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245639620,1245639620,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245683538,1245683538,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1245727540,1245727540,18,255,0,0,0,1510,1514,1408,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
