timestamp,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,mode_switch,return_switch,rattitude_switch,posctl_switch,loiter_switch,acro_switch,offboard_switch,kill_switch,arm_switch,transition_switch,gear_switch,mode_slot,data_source,stab_switch,man_switch
1244755561,-2.2088342e-18,0.0,0.62168676,-8.5806185e-16,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1244955566,2.0369511e-19,0.0,0.62168676,3.0596106e-16,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1245171541,-7.9773913e-19,0.0,0.62168676,-3.062378e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1245371542,1.0092114e-18,0.0,0.62168676,1.5484906e-16,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1245575669,-8.877383e-19,0.0,0.62168676,-1.7746357e-16,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1245767544,6.4269245e-19,0.0,0.62168676,1.4955306e-16,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1245955610,-3.9468137e-19,0.0,0.62168676,-1.0492552e-16,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1246175669,-1.8080488e-19,0.0,0.62168676,-5.8179775e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1246375654,5.706776e-20,0.0,0.62168676,2.6961371e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1246567624,1.0785512e-20,0.0,0.62168676,-7.14453e-18,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1246783633,4.036925e-20,0.0,0.62168676,4.002008e-18,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1246979573,-4.2854644e-20,0.0,0.62168676,-7.447293e-18,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1247175935,3.477968e-20,0.0,0.62168676,7.397799e-18,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1247395558,2.247308e-20,0.0,0.62168676,5.5721446e-18,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1247595584,-1.26528156e-20,0.0,0.62168676,-3.614493e-18,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1247803541,5.524745e-21,0.0,0.62168676,1.9592317e-18,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1247999423,-1.1355821e-21,0.0,0.62168676,-7.949234e-19,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1248191401,-1.0808534e-21,0.0,0.62168676,1.0108726e-19,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1248411608,-1.869423e-21,0.0,0.62168676,-2.5288361e-19,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1248607455,1.758317e-21,0.0,0.62168676,3.3414263e-19,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1248807613,-1.3311316e-21,0.0,0.62168676,-2.9898112e-19,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1249023589,-8.040741e-22,0.0,0.62168676,-2.0944863e-19,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1249219636,4.1893573e-22,0.0,0.62168676,1.2772449e-19,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1249423532,-1.5595836e-22,0.0,0.62168676,-6.3589354e-20,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1249619745,4.30807e-24,0.0,0.62168676,2.1124568e-20,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1251027837,-4.6305496e-24,0.0,0.62168676,-2.1879773e-21,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1252855423,-7.466987e-26,0.0,0.62168676,1.2810308e-23,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1253043732,-1.4336567e-25,0.0,0.62168676,-1.4852519e-23,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1253263630,-1.4799146e-25,0.0,0.62168676,-2.6738806e-23,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1253455538,1.1667918e-25,0.0,0.62168676,2.538462e-23,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1253675516,7.339124e-26,0.0,0.62168676,1.855734e-23,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1253871745,-4.01148e-26,0.0,0.62168676,-1.1746836e-23,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1254063606,1.6552722e-26,0.0,0.62168676,6.1655885e-24,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1254259636,-2.4110734e-27,0.0,0.62168676,-2.3344944e-24,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1254479660,4.8890506e-27,0.0,0.62168676,5.280196e-26,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1254675576,-6.637421e-27,0.0,0.62168676,-9.705717e-25,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1254883573,-5.850507e-27,0.0,0.62168676,-1.1697605e-24,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1255075527,4.2350518e-27,0.0,0.62168676,9.856165e-25,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1255271404,-2.6004143e-27,0.0,0.62168676,-6.9139295e-25,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1255479417,1.3078265e-27,0.0,0.62168676,4.1083297e-25,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1255675658,-4.463678e-28,0.0,0.62168676,-1.9659885e-25,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1255891534,7.133935e-29,0.0,0.62168676,-4.7010073e-26,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1256087673,-2.5694905e-28,0.0,0.62168676,-2.1758155e-26,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1256283839,2.8526807e-28,0.0,0.62168676,4.7998254e-26,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1256499844,2.2920333e-28,0.0,0.62168676,4.8760075e-26,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1256695627,-1.5608909e-28,0.0,0.62168676,-3.8146965e-26,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1256911544,-8.3355584e-29,0.0,0.62168676,-2.3815999e-26,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1257103538,3.638405e-29,0.0,0.62168676,1.2906676e-26,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1257319598,5.2240714e-30,0.0,0.62168676,4.5838153e-27,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1257511545,8.07965e-30,0.0,0.62168676,-3.1760263e-28,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1257715541,-1.2323856e-29,0.0,0.62168676,-1.6680741e-27,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1257927544,-1.1337365e-29,0.0,0.62168676,-2.204324e-27,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1258115604,8.4162115e-30,0.0,0.62168676,1.9198513e-27,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1258323541,-5.2977627e-30,0.0,0.62168676,-1.3801577e-27,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1258523613,2.7597135e-30,0.0,0.62168676,8.415004e-28,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1258719570,-1.0269057e-30,0.0,0.62168676,-4.1886294e-28,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1258919566,2.777331e-32,0.0,0.62168676,1.3905052e-28,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1259143606,-4.5327575e-31,0.0,0.62168676,-2.763821e-29,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1259327534,-5.401152e-31,0.0,0.62168676,-8.2927883e-29,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1259527560,4.7495774e-31,0.0,0.62168676,9.4971794e-29,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1259735565,3.28325e-31,0.0,0.62168676,7.755374e-29,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1259939538,-1.9776251e-31,0.0,0.62168676,-5.3419495e-29,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1260135701,9.665757e-32,0.0,0.62168676,3.1111864e-29,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1260351721,2.511693e-32,0.0,0.62168676,1.2942534e-29,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1260535588,-5.804659e-33,0.0,0.62168676,3.813049e-30,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1260751567,-2.1612926e-32,0.0,0.62168676,-2.146126e-30,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1260955552,2.2932815e-32,0.0,0.62168676,3.986762e-30,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1261159879,-1.860672e-32,0.0,0.62168676,-3.958652e-30,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1261359838,1.2670492e-32,0.0,0.62168676,3.096713e-30,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
1261563416,-7.284223e-33,0.0,0.62168676,-2.0449966e-30,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
