timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
1244311843,0.5235834,0.08232408,0.10770864
1670578135,0.47563216,0.08082349,0.103354014
1670782413,0.50138503,0.08751981,0.087010495
1670982619,0.47395745,0.08050265,0.089393444
1671182328,0.5088987,0.08534707,0.08403466
1671385796,0.48864636,0.083536424,0.09221689
