timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
1243353481,0.0,0.0,81.0,4.0,4.0,0.0,0.0,176,1,0,255,190,1,1
1271773754,0.0,0.0,1.0,2.57222,-1.0,0.0,0.0,178,1,1,1,1,0,0
1310021759,0.0,0.0,1.0,7.202216,-1.0,0.0,0.0,178,1,1,1,1,0,0
1594747739,0.0,0.0,1.0,2.57222,-1.0,0.0,0.0,178,1,1,1,1,0,0
1594867348,0.0,0.0,1.0,2.57222,0.0,0.0,0.0,178,1,1,1,5,0,1
1616758511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,178,1,1,1,5,0,1
1667582573,0.0,0.0,1.0,7.19,0.0,0.0,0.0,178,1,1,1,5,0,1
1668625562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31010,1,1,255,190,0,1
