timestamp,roll,pitch,yaw,thrust
1244930058,-0.21243696,-0.17033738,-0.0032269945,0.5100735
1244974003,-0.21378236,-0.17153509,-0.00321056,0.5191484
1245018050,-0.2158847,-0.17299394,-0.0032031655,0.52821356
1245061997,-0.2165874,-0.1738397,-0.0031806566,0.53754985
1245102003,-0.22507587,-0.18174125,-0.0033834076,0.54612726
1245146042,-0.22938846,-0.18418048,-0.003481261,0.5545719
1245186035,-0.18991226,-0.1825194,-0.003062162,0.56398046
1245230009,-0.233103,-0.15626438,-0.0022784346,0.5733408
1245274041,-0.27280083,-0.20018233,-0.0054056942,0.58122313
1245318016,-0.17621866,-0.1662913,-0.0025175246,0.59063095
1245362058,-0.15329659,-0.18314302,-0.0037957614,0.6004304
1245402069,-0.25214663,-0.21853149,-0.005978636,0.60929096
1245446043,-0.2247375,-0.16787909,-0.003566876,0.61789197
1245486015,-0.2214236,-0.20904905,-0.004314564,0.62684107
1245530064,-0.23732877,-0.20407772,-0.0040232693,0.63619435
1245570074,-0.24709588,-0.18636489,-0.00406531,0.6456893
1245614044,-0.22444355,-0.1963326,-0.004312089,0.65491897
1245658044,-0.20063902,-0.18425274,-0.003964373,0.66534066
1245701996,-0.20730269,-0.17436421,-0.0041267346,0.67501545
1245742054,-0.2163002,-0.19128664,-0.0046539064,0.6829756
1245786012,-0.1828919,-0.1853839,-0.0042617326,0.6910725
1245826078,-0.13231966,-0.13232721,-0.0021291955,0.6940378
1245870009,-0.00031257162,-0.013665001,0.0022136986,0.70050937
1245910040,0.22079593,0.07773052,0.004583837,0.6831776
1245954036,0.5361862,0.2311047,0.008711711,0.643615
1245994066,0.78111404,0.34947258,0.013557808,0.6046929
1246038009,0.834182,0.3244481,0.018324278,0.5852716
1246078043,0.7086735,0.1962013,0.017168501,0.564465
1246122038,0.504872,0.13650863,0.013654764,0.5386658
1246162099,0.5983734,0.20957278,0.009828238,0.51100427
1246206010,0.7583288,0.29557392,0.00085776334,0.49660033
1246246054,0.731254,0.2706072,-0.0050831256,0.49413088
1246290041,0.5522308,0.20867,-0.007694339,0.4900764
1246330067,0.49795336,0.17293364,-0.011118114,0.49279654
1246374006,0.5640178,0.23786934,-0.01703509,0.49250528
1246418033,0.5536649,0.20307475,-0.019305568,0.4968186
1246462000,0.501076,0.17148699,-0.021199144,0.49656588
1246501993,0.4704462,0.12998988,-0.022730926,0.4971233
1246542003,0.505559,0.15443955,-0.027729593,0.49603778
1246582052,0.50410473,0.16080736,-0.031797916,0.4965692
1246622044,0.43726552,0.09548705,-0.03229321,0.49851808
1246666070,0.4045667,0.087122224,-0.03610823,0.49722663
1246710009,0.37299323,0.11139423,-0.040801678,0.5002259
1246750031,0.36494946,0.10557851,-0.043989256,0.49743307
1246794046,0.30698663,0.031708736,-0.04279789,0.5001253
1246834086,0.29255152,0.060268827,-0.048232783,0.49613667
1246878005,0.28057197,0.06217099,-0.05158581,0.49721363
1246918037,0.25110027,0.026504887,-0.05198484,0.49869752
1246962064,0.21470357,-0.0037370855,-0.052895762,0.49912745
1247002080,0.22282803,-0.0022196297,-0.05506252,0.50120467
1247046005,0.19666852,-0.02090022,-0.055577274,0.50221884
1247086037,0.18648164,-0.058237456,-0.053915605,0.50280327
1247130042,0.18852957,-0.06711531,-0.0539445,0.5020718
1247170065,0.16232313,-0.06507752,-0.05424332,0.5016594
1247213999,0.16291234,-0.064063326,-0.054131653,0.502074
1247254055,0.15472059,-0.060390905,-0.054422885,0.50025004
1247297995,0.15739442,-0.04318916,-0.054757908,0.50090283
1247338059,0.17032126,-0.04415647,-0.05427338,0.5014511
1247382003,0.1646755,-0.06623985,-0.052660868,0.5017328
1247422059,0.15789315,-0.08603612,-0.051314082,0.50239927
1247466012,0.17253084,-0.06824936,-0.052168094,0.500474
1247506061,0.20901051,-0.047878753,-0.052767776,0.4987174
1247549999,0.15749867,-0.06557972,-0.050276883,0.50113475
1247594012,0.15321253,-0.07063143,-0.049330927,0.5019255
1247638005,0.14622928,-0.07035142,-0.048063785,0.50325525
1247682032,0.13231446,-0.07152125,-0.04585368,0.5067494
1247722003,0.103051916,-0.06335672,-0.044710647,0.5096151
1247766019,0.09588958,-0.059373368,-0.04206915,0.5120838
1247806021,0.07389407,-0.07527712,-0.038178533,0.51691914
1247845999,0.08997467,-0.045543313,-0.03760194,0.5165491
1247890016,0.08478638,-0.039286576,-0.0353043,0.51863766
1247929996,0.07837522,-0.017053727,-0.034532927,0.5204845
1247974004,0.11030342,-0.002670889,-0.033772767,0.5190742
1248018001,0.0990041,0.017259382,-0.033530638,0.5188662
1248062000,0.095050216,0.0037663686,-0.032223076,0.5201934
1248101999,0.08631052,0.009488223,-0.031889446,0.518334
1248142004,0.089838505,0.021906262,-0.0320448,0.5175374
1248186040,0.07974658,0.017200377,-0.031333696,0.5182231
1248230000,0.08229142,0.037158407,-0.03221427,0.5162281
1248270035,0.10837114,0.045987528,-0.03321722,0.5184498
1248310004,0.087983206,0.049399298,-0.033416227,0.518552
1248354034,0.07586995,0.048860956,-0.03416709,0.51740474
1248398001,0.06786556,0.0487485,-0.03475645,0.5191237
1248438058,0.08793287,0.05946178,-0.03629686,0.51499856
1248478052,0.08262351,0.062026195,-0.03708372,0.5151641
1248518010,0.09652998,0.049243085,-0.03744646,0.516696
1248562021,0.09048514,0.05850678,-0.037931457,0.51597065
1248602009,0.10287672,0.058810826,-0.037862256,0.51583207
1248646049,0.10171668,0.07800928,-0.03818871,0.5137558
1248689999,0.08952851,0.06596221,-0.037175044,0.51492494
1248734030,0.102120675,0.101186536,-0.03731477,0.51464725
1248774053,0.108071074,0.078082055,-0.035881426,0.5166802
1248814033,0.1336053,0.08315893,-0.035233464,0.51383865
1248858005,0.13456365,0.070743084,-0.03362813,0.5144315
1248902017,0.11175972,0.08688301,-0.03288715,0.51297873
1248942036,0.11572305,0.09633695,-0.03217179,0.50980014
1248982037,0.11117689,0.09537436,-0.031166412,0.5117755
1249022033,0.12170126,0.099946275,-0.030277468,0.510025
1249066020,0.10935851,0.08307416,-0.02851939,0.5125143
1249106009,0.10985941,0.09053265,-0.027834903,0.50949895
1249150049,0.12495097,0.102806486,-0.02706117,0.51015353
1249190045,0.12664619,0.10091735,-0.026387628,0.50940174
1249234001,0.13442162,0.12043274,-0.026003934,0.5076119
1249274012,0.15154335,0.10735865,-0.025607917,0.5085416
1249318033,0.15118809,0.10264692,-0.025882978,0.50601965
1249358033,0.16913001,0.11597944,-0.025993483,0.5032437
1249402007,0.14629743,0.10893196,-0.025647707,0.5049548
1249442002,0.15203841,0.11025175,-0.025733603,0.5030854
1249486046,0.16069087,0.10759425,-0.025474878,0.504496
1249529999,0.18269199,0.10933429,-0.02625088,0.5010021
1249570006,0.15965499,0.097469695,-0.025355443,0.5036625
1249614095,0.12475897,0.08980299,-0.024853967,0.50496805
1249658004,0.1382223,0.072978094,-0.024701357,0.50319785
1249697995,0.1298026,0.081901036,-0.024548963,0.504142
1249738001,0.15284418,0.080227844,-0.024976432,0.5040817
1249782059,0.14454284,0.08388916,-0.02437757,0.5034891
1251082021,0.14719364,0.010729138,-0.018262742,0.4990418
1252502042,0.04742162,-0.17814621,0.0019665866,0.49680477
1252542063,0.0457898,-0.17759718,0.0038631025,0.49767613
1252586259,0.03640514,-0.17078346,0.0065812618,0.49900725
1252838096,0.035163842,-0.03343026,0.01059725,0.5009955
1252878060,0.016930182,-0.06025623,0.012577627,0.50532556
1252922044,0.0033973265,-0.05142541,0.012516928,0.50524014
1252962025,0.05123266,-0.03969448,0.011758324,0.50380814
1253006081,0.01866027,-0.020103412,0.011312565,0.50336236
1253046044,0.013788339,-0.04072352,0.01173217,0.50647676
1253090036,-0.021640744,-0.04790584,0.012352164,0.5109933
1253130012,0.010707107,-0.019216008,0.01045825,0.50632197
1253170029,0.021886092,-0.036104005,0.010414733,0.50776005
1253214074,0.021446645,-0.015034789,0.009493165,0.5092957
1253254042,-0.02999848,-0.020347767,0.010806642,0.5102955
1253294014,-0.01554912,-0.0046773506,0.010300979,0.5113664
