timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
1244313613,37.10255345714856,-76.38846105659948,2.4823983,6.2443953,-9.396687,0.091537684,-0.109960444,1,1,0
1670574293,37.1025133318527,-76.38841342277478,2.124456,1.7826623,-5.172317,0.44947997,-2.6668515,1,1,0
