timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
1236004459,1235637710,122,3251973910,366.74902,255,190
1246017567,1245635869,123,3251973910,381.69803,255,190
1255905521,1255637635,124,3251973910,267.88602,255,190
1265956186,1265644419,125,3251973910,311.76703,255,190
1276100515,1275645808,126,3251973910,454.70703,255,190
1285956496,1285644668,127,3251973910,311.828,255,190
1295969546,1295644083,128,3251973910,325.463,255,190
1306001272,1305644670,129,3251973910,356.60202,255,190
1316012639,1315637133,130,3251973910,375.506,255,190
1325952968,1325644378,131,3251973910,308.59003,255,190
1335908535,1335641703,132,3251973910,266.832,255,190
1345909496,1345640673,133,3251973910,268.823,255,190
1355909475,1355644329,134,3251973910,265.14603,255,190
1366006748,1365638585,135,3251973910,368.16302,255,190
1375905522,1375639163,136,3251973910,266.359,255,190
1385905409,1385642094,137,3251973910,263.315,255,190
1396007188,1395639045,138,3251973910,368.143,255,190
1405955554,1405639043,139,3251973910,316.51102,255,190
1416012904,1415639638,140,3251973910,373.26602,255,190
1426005518,1425640167,141,3251973910,365.351,255,190
1435962469,1435637576,142,3251973910,324.893,255,190
1445959285,1445646501,143,3251973910,312.78403,255,190
1456108621,1455636723,144,3251973910,471.898,255,190
1466113487,1465645777,145,3251973910,467.71002,255,190
1476127570,1475639537,146,3251973910,488.03302,255,190
1485908745,1485644475,147,3251973910,264.27002,255,190
1495958545,1495639414,148,3251973910,319.131,255,190
1505908371,1505640371,149,3251973910,268.0,255,190
1516010566,1515638114,150,3251973910,372.45203,255,190
1525967741,1525644537,151,3251973910,323.204,255,190
1536018875,1535647147,152,3251973910,371.72803,255,190
1545910513,1545642612,153,3251973910,267.901,255,190
1555912458,1555637020,154,3251973910,275.43802,255,190
1565914724,1565642589,155,3251973910,272.135,255,190
1576018482,1575646389,156,3251973910,372.09302,255,190
1586020947,1585648406,157,3251973910,372.54102,255,190
1596016496,1595639945,158,3251973910,376.55103,255,190
1606015305,1605642555,159,3251973910,372.75003,255,190
1615966632,1615646353,160,3251973910,320.27902,255,190
1626014518,1625645900,161,3251973910,368.618,255,190
1635918473,1635638343,162,3251973910,280.13,255,190
1645921458,1645645797,163,3251973910,275.661,255,190
1655921497,1655648039,164,3251973910,273.458,255,190
1666023737,1665645646,165,3251973910,378.091,255,190
