timestamp,safety_switch_available,safety_off,override_available,override_enabled
1244754905,1,1,0,0
1244910871,1,1,0,0
1244931053,1,1,0,0
1244954870,1,1,0,0
1244974838,1,1,0,0
1244994846,1,1,0,0
1245015201,1,1,0,0
1245038875,1,1,0,0
1245058887,1,1,0,0
1245078888,1,1,0,0
1245102892,1,1,0,0
1245126889,1,1,0,0
1245147056,1,1,0,0
1245170943,1,1,0,0
1245195291,1,1,0,0
1245219148,1,1,0,0
1245242901,1,1,0,0
1245267402,1,1,0,0
1245290835,1,1,0,0
1245310842,1,1,0,0
1245330859,1,1,0,0
1245350865,1,1,0,0
1245370915,1,1,0,0
1245390890,1,1,0,0
1245414880,1,1,0,0
1245438916,1,1,0,0
1245462891,1,1,0,0
1245486920,1,1,0,0
1245510931,1,1,0,0
1245531041,1,1,0,0
1245551048,1,1,0,0
1245574963,1,1,0,0
1245598890,1,1,0,0
1245618915,1,1,0,0
1245639044,1,1,0,0
1245663260,1,1,0,0
1245682925,1,1,0,0
1245706830,1,1,0,0
1245726896,1,1,0,0
1245746917,1,1,0,0
1245766920,1,1,0,0
1245791037,1,1,0,0
1245811048,1,1,0,0
1245831036,1,1,0,0
1245851036,1,1,0,0
1245874865,1,1,0,0
1245894896,1,1,0,0
1245915316,1,1,0,0
1245934920,1,1,0,0
1245955035,1,1,0,0
1245978929,1,1,0,0
1245998953,1,1,0,0
1246018975,1,1,0,0
1246043029,1,1,0,0
1246066891,1,1,0,0
1246086891,1,1,0,0
1246110866,1,1,0,0
1246131173,1,1,0,0
1246154899,1,1,0,0
1246175055,1,1,0,0
1246195042,1,1,0,0
1246218852,1,1,0,0
1246239138,1,1,0,0
1246262941,1,1,0,0
1246286864,1,1,0,0
1246311160,1,1,0,0
1246330938,1,1,0,0
1246351076,1,1,0,0
1246375068,1,1,0,0
1246395080,1,1,0,0
1246419248,1,1,0,0
1246439060,1,1,0,0
1246459025,1,1,0,0
1246479029,1,1,0,0
1246502907,1,1,0,0
1246523061,1,1,0,0
1246543077,1,1,0,0
1246567044,1,1,0,0
1246590864,1,1,0,0
1246610890,1,1,0,0
1246631069,1,1,0,0
1246655024,1,1,0,0
1246674937,1,1,0,0
1246698929,1,1,0,0
1246718875,1,1,0,0
1246738957,1,1,0,0
1246762933,1,1,0,0
1246783027,1,1,0,0
1246806924,1,1,0,0
1246827091,1,1,0,0
1246851168,1,1,0,0
1246870869,1,1,0,0
1246890885,1,1,0,0
1246910881,1,1,0,0
1246935017,1,1,0,0
1246954922,1,1,0,0
1246978998,1,1,0,0
1246998876,1,1,0,0
1247018920,1,1,0,0
1247042982,1,1,0,0
1247067152,1,1,0,0
1247090920,1,1,0,0
1247110924,1,1,0,0
1247135004,1,1,0,0
1247154876,1,1,0,0
1247175357,1,1,0,0
1247199000,1,1,0,0
1247219121,1,1,0,0
1247242916,1,1,0,0
1247262931,1,1,0,0
1247286910,1,1,0,0
1247310867,1,1,0,0
