timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1244762829,37.102553056180454,-76.38846018562289,2.464294,-0.0,-0.027737038,0.12652113,-0.005798462,-0.11011748,1.0141118,1.2091192,0.0,2,0,0,0
1244966764,37.102552901068655,-76.38845985636935,2.454789,-0.0,-0.028622411,0.12862523,-0.003011739,-0.11019784,1.0142637,1.2092868,0.0,2,0,0,0
1245170755,37.102552742174595,-76.38845951542666,2.4503279,-0.0,-0.026976852,0.12833287,-0.009492272,-0.1102877,1.0142479,1.2093387,0.0,2,0,0,0
1245374823,37.10255258829782,-76.38845919932476,2.44582,-0.0,-0.038016953,0.110682346,0.0053639445,-0.10972915,1.0145186,1.2091805,0.0,2,0,0,0
1245574760,37.102552451051075,-76.38845887411459,2.4342155,-0.0,-0.025792371,0.13517109,0.004617663,-0.11017824,1.0144763,1.2092372,0.0,2,0,0,0
1245774620,37.1025523207085,-76.3884585370755,2.4187562,-0.0,-0.038313687,0.14247076,-0.0045415284,-0.110336445,1.0144795,1.2092878,0.0,2,0,0,0
1245978750,37.10255222914484,-76.38845841138743,2.4203808,-0.0,0.11559406,-0.27130437,-0.35264516,-0.11258983,1.014352,1.2093418,0.0,2,0,0,0
1246182791,37.10255247684037,-76.38845948193962,2.5594687,-0.0,0.20956665,-0.55165035,-0.91431624,-0.11123259,1.014639,1.2091825,0.0,2,0,0,0
1246382766,37.102552825469076,-76.38846116189772,2.7702224,-0.0,0.28876197,-0.78679293,-1.0150024,-0.10303101,1.0147071,1.209238,0.0,2,0,0,0
1246586792,37.10255329002314,-76.38846306589626,2.9922135,-0.0,0.32441065,-0.8659904,-1.0352119,-0.09599262,1.0147611,1.2092979,0.0,2,0,0,0
1246790774,37.1025537996344,-76.38846491181474,3.2594938,-0.0,0.2989178,-0.8094782,-1.0372261,-0.087082416,1.0150812,1.2091453,0.0,2,0,0,0
1246994773,37.10255430189999,-76.38846652872485,3.5163066,-0.0,0.2565563,-0.6754769,-1.043535,-0.07900028,1.0150483,1.2092065,0.0,2,0,0,0
1247194791,37.102554583181266,-76.3884677550106,3.7226093,-0.0,0.17696491,-0.5084532,-1.0287788,-0.0767585,1.0149592,1.2092729,0.0,2,0,0,0
1247398729,37.10255466589742,-76.3884686608499,3.917964,-0.0,0.09543535,-0.33284286,-1.0344799,-0.077731915,1.0151062,1.2091328,0.0,2,0,0,0
1247602818,37.10255457400715,-76.38846926888984,4.126154,-0.0,0.035907973,-0.18476485,-1.0121355,-0.079945184,1.014962,1.2091959,0.0,2,0,0,0
1247806722,37.10255438076748,-76.38846959642231,4.335762,-0.0,-0.00044128153,-0.0696875,-0.96167153,-0.085954934,1.0151055,1.2090582,0.0,2,0,0,0
1248006653,37.10255410611898,-76.38846966796551,4.538174,-0.0,0.0011437829,0.0648594,-0.9356115,-0.09183727,1.0149345,1.2091184,0.0,2,0,0,0
