Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25596,-17.0042,-13.5112,0.252844,21.72,1086510174,22733,21.72,1,14,1086510174,0.667
dataset_1,1,25653,-16.9343,-13.2639,0.250423,21.512,1086510285,22773,21.512,3,14,1086510285,0.667
dataset_1,1,25682,-16.9854,-13.218,0.250563,21.524,1086510340,22791,21.524,1,14,1086510340,0.667
dataset_1,1,25738,-17.0614,-13.0869,0.25033,21.504,1086510451,22831,21.504,1,14,1086510451,0.667
dataset_1,1,25851,-16.481,-13.5763,0.372714,21.356,1086510676,22912,21.356,2,18,1086510676,1
dataset_1,1,25994,-16.4619,-13.085,0.367059,21.032,1086510953,23012,21.032,5,18,1086510953,1
dataset_1,1,26025,-17.0223,-13.4338,0.378508,21.688,1086511008,23032,21.688,3,18,1086511008,1
dataset_1,1,26054,-17.11,-13.4063,0.379415,21.74,1086511063,23052,21.74,3,18,1086511063,1
dataset_1,1,26114,-17.1114,-13.2157,0.377391,21.624,1086511174,23092,21.624,6,18,1086511174,1
dataset_1,1,26231,-16.9072,-12.685,0.368944,21.14,1086511395,23172,21.14,2,18,1086511395,1
dataset_1,1,26262,-17.2282,-12.8368,0.375017,21.488,1086511451,23191,21.488,2,18,1086511451,1
dataset_1,1,26292,-17.2021,-12.7243,0.373482,21.4,1086511506,23211,21.4,2,18,1086511506,1
dataset_1,1,26322,-17.24,-12.6594,0.373342,21.392,1086511561,23231,21.392,2,18,1086511561,1
dataset_1,1,26436,-17.0031,-13.4282,0.504159,21.672,1086511775,23310,21.672,3,13,1086511775,1.333
dataset_1,1,26464,-17.0601,-13.3816,0.504531,21.688,1086511831,23329,21.688,3,13,1086511831,1.333
dataset_1,1,26764,-16.8476,-13.5168,0.125537,21.6,1086512434,23546,21.6,2,9,1086512434,0.333
dataset_1,1,26850,-16.9284,-13.2927,0.125096,21.524,1086512600,23606,21.524,37,9,1086512600,0.333
dataset_1,1,26905,-17.0786,-13.2237,0.125537,21.6,1086512711,23645,21.6,6,9,1086512711,0.333
