Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25708,-17.1369,-13.4467,-0.760669,21.796,1085510327,22768,21.796,2,28,1085510327,-2
dataset_1,1,25817,-17.1427,-13.0734,-0.752852,21.572,1085510548,22847,21.572,5,28,1085510548,-2
dataset_1,1,25847,-17.3644,-13.1516,-0.760669,21.796,1085510604,22866,21.796,2,28,1085510604,-2
dataset_1,1,25936,-16.6386,-13.5894,-0.625214,21.492,1085510795,22936,21.492,2,2,1085510795,-1.667
dataset_1,1,25994,-16.7494,-13.4909,-0.625912,21.516,1085510906,22975,21.516,10,2,1085510906,-1.667
dataset_1,1,26021,-16.8174,-13.4444,-0.62661,21.54,1085510961,22996,21.54,4,2,1085510961,-1.667
dataset_1,1,26051,-16.8909,-13.4164,-0.627774,21.58,1085511016,23014,21.58,2,2,1085511016,-1.667
dataset_1,1,26141,-16.9633,-13.1818,-0.625214,21.492,1085511182,23075,21.492,4,2,1085511182,-1.667
dataset_1,1,26171,-17.0536,-13.1567,-0.626843,21.548,1085511238,23095,21.548,6,2,1085511238,-1.667
dataset_1,1,26201,-17.1193,-13.1171,-0.627657,21.576,1085511292,23114,21.576,8,2,1085511292,-1.667
dataset_1,1,26229,-17.0622,-12.9744,-0.623817,21.444,1085511348,23135,21.444,6,2,1085511348,-1.667
dataset_1,1,26259,-17.2606,-13.0304,-0.629403,21.636,1085511403,23155,21.636,17,2,1085511403,-1.667
dataset_1,1,26289,-17.3005,-12.9707,-0.629286,21.632,1085511458,23174,21.632,12,2,1085511458,-1.667
dataset_1,1,26400,-16.7082,-13.4963,-0.499785,21.484,1085511656,23247,21.484,10,31,1085511656,-1.333
dataset_1,1,26429,-16.7614,-13.4429,-0.499971,21.492,1085511712,23267,21.492,3,31,1085511712,-1.333
dataset_1,1,26486,-17.1889,-13.5994,-0.510021,21.924,1085511822,23305,21.924,3,31,1085511822,-1.333
dataset_1,1,26566,-17.1027,-13.2423,-0.503321,21.636,1085511989,23365,21.636,3,31,1085511989,-1.333
dataset_1,1,26648,-17.0929,-12.946,-0.498948,21.448,1085512154,23426,21.448,3,31,1085512154,-1.333
dataset_1,1,26757,-17.3944,-12.7962,-0.502484,21.6,1085512376,23506,21.6,7,31,1085512376,-1.333
dataset_1,1,26812,-17.4303,-12.6453,-0.501088,21.54,1085512486,23544,21.54,61,31,1085512486,-1.333
dataset_1,1,26978,-17.225,-13.2124,-0.378927,21.712,1085512838,23671,21.712,5,1,1085512838,-1
dataset_1,1,27006,-17.2496,-13.1407,-0.378508,21.688,1085512893,23690,21.688,2,1,1085512893,-1
