Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25546,-16.7679,-13.4673,0.250376,21.508,1086710124,22703,21.508,1,14,1086710124,0.667
dataset_1,1,25631,-16.8263,-13.2267,0.249166,21.404,1086710290,22763,21.404,1,14,1086710290,0.667
dataset_1,1,25690,-17.0582,-13.2221,0.251261,21.584,1086710401,22802,21.584,7,14,1086710401,0.667
dataset_1,1,25718,-17.1803,-13.2211,0.252379,21.68,1086710457,22822,21.68,1,14,1086710457,0.667
dataset_1,1,25745,-17.1596,-13.11,0.251401,21.596,1086710512,22842,21.596,1,14,1086710512,0.667
dataset_1,1,25979,-16.9948,-13.5522,0.379415,21.74,1086710959,23003,21.74,3,18,1086710959,1
dataset_1,1,26040,-16.8422,-13.2488,0.37404,21.432,1086711069,23041,21.432,2,18,1086711069,1
dataset_1,1,26071,-16.8812,-13.1796,0.373831,21.42,1086711124,23062,21.42,2,18,1086711124,1
dataset_1,1,26129,-17.0512,-13.117,0.375506,21.516,1086711235,23103,21.516,2,18,1086711235,1
dataset_1,1,26157,-17.0969,-13.0574,0.375506,21.516,1086711290,23123,21.516,2,18,1086711290,1
dataset_1,1,26296,-16.5553,-13.507,0.49718,21.372,1086711560,23219,21.372,23,13,1086711560,1.333
dataset_1,1,26324,-16.6326,-13.4688,0.498017,21.408,1086711615,23240,21.408,9,13,1086711615,1.333
dataset_1,1,26354,-17.1314,-13.774,0.51151,21.988,1086711671,23260,21.988,9,13,1086711671,1.333
dataset_1,1,26383,-17.2607,-13.779,0.513929,22.092,1086711726,23280,22.092,6,13,1086711726,1.333
dataset_1,1,26412,-16.5981,-13.1602,0.492899,21.188,1086711781,23299,21.188,2,13,1086711781,1.333
dataset_1,1,26440,-16.9079,-13.31,0.500716,21.524,1086711837,23319,21.524,3,13,1086711837,1.333
dataset_1,1,26520,-16.8712,-12.9926,0.495505,21.3,1086712003,23380,21.3,2,13,1086712003,1.333
dataset_1,1,26600,-17.1213,-12.9018,0.498855,21.444,1086712168,23440,21.444,3,13,1086712168,1.333
dataset_1,1,26628,-17.2111,-12.8755,0.500158,21.5,1086712224,23460,21.5,3,13,1086712224,1.333
dataset_1,1,26686,-16.3003,-13.2894,0.612065,21.04,1086712338,23501,21.04,3,17,1086712338,1.667
dataset_1,1,26710,-17.3298,-12.6882,0.499785,21.484,1086712389,23519,21.484,3,13,1086712389,1.333
dataset_1,1,26714,-16.3248,-13.2148,0.61125,21.012,1086712394,23521,21.012,3,17,1086712394,1.667
dataset_1,1,26792,-16.9363,-13.4235,0.628937,21.62,1086712560,23580,21.62,3,17,1086712560,1.667
dataset_1,1,26819,-17.0365,-13.4064,0.630916,21.688,1086712615,23600,21.688,3,17,1086712615,1.667
dataset_1,1,26848,-16.9674,-13.2612,0.626726,21.544,1086712670,23619,21.544,3,17,1086712670,1.667
dataset_1,1,26876,-17.0854,-13.2528,0.629286,21.632,1086712726,23640,21.632,3,17,1086712726,1.667
dataset_1,1,26928,-16.7306,-12.7961,0.612996,21.072,1086712836,23679,21.072,3,17,1086712836,1.667
