Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25583,-16.8867,-13.4853,-0.251587,21.612,1086210129,22719,21.612,1,6,1086210129,-0.667
dataset_1,1,25649,-17.1344,-13.4689,0.253729,21.796,1086210248,22763,21.796,1,14,1086210248,0.667
dataset_1,1,25987,-16.9939,-13.5709,-0.126398,21.748,1086210908,22999,21.748,3,10,1086210908,-0.333
dataset_1,1,26018,-17.0121,-13.4836,-0.126165,21.708,1086210963,23020,21.708,3,10,1086210963,-0.333
dataset_1,1,26079,-16.9798,-13.266,-0.125235,21.548,1086211074,23060,21.548,9,10,1086211074,-0.333
dataset_1,1,26110,-16.9754,-13.1675,-0.124863,21.484,1086211129,23080,21.484,6,10,1086211129,-0.333
dataset_1,1,26139,-17.2408,-13.282,-0.12649,21.764,1086211184,23099,21.764,9,10,1086211184,-0.333
dataset_1,1,26167,-17.1877,-13.141,-0.125747,21.636,1086211239,23120,21.636,3,10,1086211239,-0.333
dataset_1,1,26196,-17.1506,-13.018,-0.125142,21.532,1086211295,23140,21.532,3,10,1086211295,-0.333
dataset_1,1,26393,-16.9824,-13.5666,0,21.736,1086211674,23278,21.736,3,5,1086211674,0
dataset_1,1,26474,-16.9015,-13.2239,0,21.46,1086211840,23336,21.46,6,5,1086211840,0
dataset_1,1,26554,-17.0413,-13.0432,0,21.46,1086212007,23397,21.46,3,5,1086212007,0
dataset_1,1,26608,-17.2223,-12.9968,0,21.576,1086212117,23436,21.576,3,5,1086212117,0
dataset_1,1,26639,-16.6133,-13.7535,0.125351,21.568,1086212177,23458,21.568,1,9,1086212177,0.333
dataset_1,1,26751,-16.9596,-13.6456,0.126514,21.768,1086212398,23538,21.768,2,9,1086212398,0.333
dataset_1,1,26805,-16.5037,-13.0948,0.122445,21.068,1086212509,23577,21.068,7,9,1086212509,0.333
dataset_1,1,26914,-16.9044,-13.037,0.124073,21.348,1086212731,23656,21.348,3,9,1086212731,0.333
