Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25828,-16.3464,-13.6097,0.866577,21.288,1087110642,22882,21.288,3,22,1087110642,2.333
dataset_1,1,26056,-16.8434,-13.2497,0.87309,21.448,1087111085,23041,21.448,3,22,1087111085,2.333
dataset_1,1,26116,-16.7586,-12.9946,0.863971,21.224,1087111196,23081,21.224,3,22,1087111196,2.333
dataset_1,1,26146,-16.7025,-12.858,0.858761,21.096,1087111251,23101,21.096,10,22,1087111251,2.333
dataset_1,1,26175,-16.6393,-12.7171,0.853225,20.96,1087111306,23121,20.96,16,22,1087111306,2.333
dataset_1,1,26321,-17.1387,-12.6311,0.867391,21.308,1087111583,23221,21.308,10,22,1087111583,2.333
dataset_1,1,26762,-16.691,-13.4295,0.623468,21.432,1087112460,23538,21.432,3,17,1087112460,1.667
dataset_1,1,26790,-16.7753,-13.4011,0.624865,21.48,1087112516,23558,21.48,3,17,1087112516,1.667
dataset_1,1,26818,-16.8134,-13.3404,0.624632,21.472,1087112571,23577,21.472,3,17,1087112571,1.667
dataset_1,1,26845,-16.7468,-13.1926,0.620443,21.328,1087112626,23597,21.328,3,17,1087112626,1.667
dataset_1,1,26903,-16.9869,-13.1906,0.625912,21.516,1087112737,23637,21.516,9,17,1087112737,1.667
dataset_1,1,26930,-17.0441,-13.1494,0.626494,21.536,1087112792,23655,21.536,3,17,1087112792,1.667
