Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25602,-16.9963,-13.5146,-0.252798,21.716,1086110154,22731,21.716,1,6,1086110154,-0.667
dataset_1,1,25684,-17.0525,-13.275,-0.251587,21.612,1086110320,22790,21.612,12,6,1086110320,-0.667
dataset_1,1,25739,-17.2129,-13.1984,-0.252518,21.692,1086110430,22832,21.692,1,6,1086110430,-0.667
dataset_1,1,25767,-17.3083,-13.1854,-0.25331,21.76,1086110486,22850,21.76,1,6,1086110486,-0.667
dataset_1,1,25999,-16.9408,-13.4705,-0.125793,21.644,1086110933,23011,21.644,3,10,1086110933,-0.333
dataset_1,1,26030,-17.038,-13.451,-0.126165,21.708,1086110988,23031,21.708,3,10,1086110988,-0.333
dataset_1,1,26089,-17.0833,-13.2894,-0.125793,21.644,1086111099,23072,21.644,6,10,1086111099,-0.333
dataset_1,1,26119,-17.2372,-13.3128,-0.126583,21.78,1086111154,23092,21.78,3,10,1086111154,-0.333
dataset_1,1,26149,-17.2241,-13.2118,-0.126165,21.708,1086111209,23111,21.708,3,10,1086111209,-0.333
dataset_1,1,26347,-16.7143,-13.4916,0,21.48,1086111589,23249,21.48,3,5,1086111589,0
dataset_1,1,26434,-16.5408,-13.0678,0,21.08,1086111755,23309,21.08,33,5,1086111755,0
dataset_1,1,26486,-17.023,-13.2568,0,21.576,1086111866,23349,21.576,3,5,1086111866,0
dataset_1,1,26513,-17.1057,-13.2351,0,21.628,1086111921,23367,21.628,9,5,1086111921,0
dataset_1,1,26541,-16.9456,-13.0169,0,21.368,1086111976,23387,21.368,6,5,1086111976,0
dataset_1,1,26676,-17.4819,-12.9501,0,21.756,1086112253,23487,21.756,3,5,1086112253,0
dataset_1,1,26898,-17.1085,-13.2373,0.125723,21.632,1086112699,23647,21.632,2,9,1086112699,0.333
dataset_1,1,26926,-17.1229,-13.1531,0.125491,21.592,1086112755,23667,21.592,2,9,1086112755,0.333
