Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25777,-16.5695,-13.8444,3.93679,21.948,1090210603,22872,21.948,9,30,1090210603,10.333
dataset_1,1,25805,-16.602,-13.7685,3.93248,21.924,1090210658,22893,21.924,4,30,1090210658,10.333
dataset_1,1,25834,-16.633,-13.7063,3.92961,21.908,1090210713,22911,21.908,4,30,1090210713,10.333
dataset_1,1,25894,-16.6641,-13.5377,3.91455,21.824,1090210824,22951,21.824,14,30,1090210824,10.333
dataset_1,1,25924,-16.6279,-13.4074,3.89446,21.712,1090210879,22972,21.712,4,30,1090210879,10.333
dataset_1,1,25952,-16.6546,-13.3238,3.88872,21.68,1090210934,22994,21.68,4,30,1090210934,10.333
dataset_1,1,25983,-16.7118,-13.2837,3.8923,21.7,1090210990,23012,21.7,4,30,1090210990,10.333
dataset_1,1,26014,-16.8013,-13.2594,3.90235,21.756,1090211045,23032,21.756,4,30,1090211045,10.333
dataset_1,1,26043,-16.8591,-13.205,3.9045,21.768,1090211100,23053,21.768,4,30,1090211100,10.333
dataset_1,1,26219,-17.4004,-13.0551,3.9662,22.112,1090211432,23172,22.112,4,30,1090211432,10.333
