Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,26262,-16.2028,-13.4997,2.58948,21.248,1088811385,23160,21.248,4,25,1088811385,7
dataset_1,1,26434,-16.3167,-13.0208,2.56316,21.032,1088811717,23281,21.032,14,25,1088811717,7
dataset_1,1,26464,-16.8211,-13.337,2.63579,21.628,1088811772,23299,21.628,5,25,1088811772,7
dataset_1,1,26492,-16.9112,-13.3126,2.64261,21.684,1088811828,23319,21.684,5,25,1088811828,7
dataset_1,1,26548,-16.886,-13.0934,2.6236,21.528,1088811938,23361,21.528,10,25,1088811938,7
dataset_1,1,26577,-16.6295,-12.8018,2.57681,21.144,1088811994,23381,21.144,4,25,1088811994,7
dataset_1,1,26605,-16.6886,-12.764,2.57973,21.168,1088812049,23399,21.168,9,25,1088812049,7
dataset_1,1,26633,-16.9178,-12.8366,2.60752,21.396,1088812104,23421,21.396,5,25,1088812104,7
dataset_1,1,26717,-17.0054,-12.6339,2.60118,21.344,1088812270,23479,21.344,5,25,1088812270,7
dataset_1,1,26746,-17.1389,-12.6405,2.61483,21.456,1088812325,23499,21.456,5,25,1088812325,7
