Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,26169,-16.4385,-13.9853,5.78305,22.344,1091811255,23101,22.344,4,29,1091811255,15
dataset_1,1,26200,-16.5733,-14.0055,5.81411,22.464,1091811310,23120,22.464,4,29,1091811310,15
dataset_1,1,26288,-16.4684,-13.619,5.72611,22.124,1091811476,23181,22.124,4,29,1091811476,15
dataset_1,1,26375,-16.5266,-13.383,5.69816,22.016,1091811642,23240,22.016,4,29,1091811642,15
dataset_1,1,26405,-16.6064,-13.3519,5.70955,22.06,1091811698,23260,22.06,4,29,1091811698,15
dataset_1,1,26434,-16.6469,-13.289,5.70748,22.052,1091811752,23280,22.052,4,29,1091811752,15
dataset_1,1,26465,-16.706,-13.2457,5.71265,22.072,1091811808,23299,22.072,4,29,1091811808,15
dataset_1,1,26520,-16.7942,-13.1211,5.71058,22.064,1091811918,23340,22.064,4,29,1091811918,15
dataset_1,1,26549,-16.8552,-13.0742,5.71576,22.084,1091811973,23360,22.084,4,29,1091811973,15
dataset_1,1,26606,-17.1617,-13.1259,5.78926,22.368,1091812084,23399,22.368,4,29,1091812084,15
dataset_1,1,26662,-17.3508,-13.0748,5.82136,22.492,1091812195,23440,22.492,4,29,1091812195,15
dataset_1,1,26691,-17.4057,-13.0211,5.82446,22.504,1091812250,23460,22.504,4,29,1091812250,15
dataset_1,1,26720,-17.4177,-12.9403,5.81411,22.464,1091812305,23479,22.464,4,29,1091812305,15
