Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25535,-17.0461,-13.8234,-0.766393,21.96,1085210069,22676,21.96,2,28,1085210069,-2
dataset_1,1,25565,-17.2001,-13.849,-0.771139,22.096,1085210125,22696,22.096,2,28,1085210125,-2
dataset_1,1,25708,-17.0982,-13.2819,-0.756063,21.664,1085210401,22796,21.664,2,28,1085210401,-2
dataset_1,1,25736,-17.1635,-13.2368,-0.7569,21.688,1085210456,22816,21.688,2,28,1085210456,-2
dataset_1,1,25765,-17.2073,-13.1798,-0.7569,21.688,1085210512,22835,21.688,2,28,1085210512,-2
dataset_1,1,25794,-16.9604,-12.897,-0.744057,21.32,1085210567,22855,21.32,2,28,1085210567,-2
dataset_1,1,25824,-16.8777,-12.7414,-0.738473,21.16,1085210622,22875,21.16,2,28,1085210622,-2
dataset_1,1,25902,-17.3671,-12.8276,-0.753969,21.604,1085210789,22935,21.604,2,28,1085210789,-2
dataset_1,1,25932,-17.3892,-12.7503,-0.752992,21.576,1085210844,22955,21.576,5,28,1085210844,-2
dataset_1,1,25989,-17.439,-12.6005,-0.751316,21.528,1085210954,22995,21.528,5,28,1085210954,-2
dataset_1,1,26074,-17.0758,-13.3747,-1.13674,21.72,1085211116,23053,21.72,3,24,1085211116,-3
dataset_1,1,26105,-17.1918,-13.369,-1.14134,21.808,1085211171,23073,21.808,3,24,1085211171,-3
dataset_1,1,26136,-17.2217,-13.2912,-1.14009,21.784,1085211226,23094,21.784,3,24,1085211226,-3
dataset_1,1,26164,-17.0945,-13.1028,-1.12878,21.568,1085211282,23113,21.568,3,24,1085211282,-3
dataset_1,1,26567,-17.2153,-13.205,-1.01066,21.72,1085212053,23391,21.72,76,23,1085212053,-2.667
dataset_1,1,26622,-17.3125,-13.0839,-1.01084,21.724,1085212164,23432,21.724,12,23,1085212164,-2.667
dataset_1,1,26651,-17.4293,-13.0815,-1.01512,21.816,1085212219,23451,21.816,4,23,1085212219,-2.667
dataset_1,1,26880,-17.2565,-13.526,-0.893281,21.944,1085212666,23611,21.944,2,27,1085212666,-2.333
dataset_1,1,26908,-17.1199,-13.3179,-0.883674,21.708,1085212722,23632,21.708,2,27,1085212722,-2.333
dataset_1,1,26963,-17.1309,-13.1402,-0.879603,21.608,1085212833,23671,21.608,2,27,1085212833,-2.333
dataset_1,1,26990,-17.2075,-13.0991,-0.881068,21.644,1085212888,23692,21.644,2,27,1085212888,-2.333
dataset_1,1,27020,-17.3105,-13.0824,-0.883999,21.716,1085212943,23712,21.716,2,27,1085212943,-2.333
dataset_1,1,27047,-17.3273,-13.0003,-0.882534,21.68,1085212998,23732,21.68,2,27,1085212998,-2.333
