Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25500,-16.9089,-13.7709,-1.26999,21.844,1084710074,22664,21.844,4,20,1084710074,-3.333
dataset_1,1,25529,-16.9024,-13.6775,-1.26627,21.78,1084710129,22682,21.78,1,20,1084710129,-3.333
dataset_1,1,25559,-16.9213,-13.5905,-1.26394,21.74,1084710184,22703,21.74,1,20,1084710184,-3.333
dataset_1,1,25617,-16.4733,-13.0378,-1.22348,21.044,1084710295,22744,21.044,3,20,1084710295,-3.333
dataset_1,1,25647,-17.189,-13.5167,-1.27348,21.904,1084710350,22762,21.904,1,20,1084710350,-3.333
dataset_1,1,25677,-16.9583,-13.235,-1.25278,21.548,1084710406,22783,21.548,1,20,1084710406,-3.333
dataset_1,1,25843,-17.1965,-12.8506,-1.25022,21.504,1084710738,22903,21.504,2,20,1084710738,-3.333
dataset_1,1,25871,-17.2048,-12.7727,-1.2479,21.464,1084710793,22921,21.464,2,20,1084710793,-3.333
dataset_1,1,25927,-17.2419,-12.6146,-1.24418,21.4,1084710904,22961,21.4,21,20,1084710904,-3.333
dataset_1,1,26080,-17.0952,-13.337,-1.13632,21.712,1084711184,23064,21.712,3,24,1084711184,-3
dataset_1,1,26472,-17.0755,-13.3505,-1.51567,21.728,1084711947,23338,21.728,6,15,1084711947,-4
dataset_1,1,26526,-17.0347,-13.1232,-1.50367,21.556,1084712058,23379,21.556,19,15,1084712058,-4
dataset_1,1,26555,-17.0138,-13.0128,-1.49781,21.472,1084712113,23399,21.472,13,15,1084712113,-4
dataset_1,1,26581,-17.2539,-13.1059,-1.51511,21.72,1084712168,23418,21.72,13,15,1084712168,-4
dataset_1,1,26808,-17.0096,-13.4865,-1.3912,21.752,1084712616,23579,21.752,2,19,1084712616,-3.667
dataset_1,1,26864,-16.9352,-13.2455,-1.3779,21.544,1084712727,23617,21.544,5,19,1084712727,-3.667
dataset_1,1,26893,-16.9553,-13.1613,-1.3756,21.508,1084712782,23638,21.508,2,19,1084712782,-3.667
dataset_1,1,26920,-16.9979,-13.0996,-1.37534,21.504,1084712837,23658,21.504,2,19,1084712837,-3.667
dataset_1,1,26974,-17.1294,-13.0066,-1.37841,21.552,1084712948,23699,21.552,5,19,1084712948,-3.667
