Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25632,-17.0486,-13.4111,-1.26324,21.728,1085010331,22761,21.728,1,20,1085010331,-3.333
dataset_1,1,25692,-17.1346,-13.2814,-1.26255,21.716,1085010442,22802,21.716,1,20,1085010442,-3.333
dataset_1,1,25720,-17.1334,-13.185,-1.25906,21.656,1085010497,22822,21.656,1,20,1085010497,-3.333
dataset_1,1,25749,-17.0755,-13.0505,-1.25162,21.528,1085010552,22841,21.528,1,20,1085010552,-3.333
dataset_1,1,26074,-17.2093,-13.4309,-1.14406,21.86,1085011166,23063,21.86,3,24,1085011166,-3
dataset_1,1,26105,-17.1235,-13.268,-1.13527,21.692,1085011221,23083,21.692,3,24,1085011221,-3
dataset_1,1,26135,-17.1001,-13.1546,-1.13067,21.604,1085011276,23103,21.604,3,24,1085011276,-3
dataset_1,1,26164,-17.149,-13.0972,-1.13088,21.608,1085011331,23123,21.608,3,24,1085011331,-3
dataset_1,1,26193,-17.1596,-13.0107,-1.12857,21.564,1085011387,23143,21.564,7,24,1085011387,-3
dataset_1,1,26365,-16.7423,-13.4515,-1.00042,21.5,1085011716,23262,21.5,42,23,1085011716,-2.667
dataset_1,1,26449,-17.1312,-13.4761,-1.01531,21.82,1085011882,23321,21.82,17,23,1085011882,-2.667
dataset_1,1,26477,-16.6459,-13.0005,-0.983854,21.144,1085011937,23341,21.144,40,23,1085011937,-2.667
dataset_1,1,26506,-16.8838,-13.0917,-0.995208,21.388,1085011992,23361,21.388,8,23,1085011992,-2.667
dataset_1,1,26534,-17.0497,-13.1253,-1.00228,21.54,1085012047,23381,21.54,12,23,1085012047,-2.667
dataset_1,1,26562,-17.124,-13.0876,-1.00396,21.576,1085012103,23401,21.576,8,23,1085012103,-2.667
dataset_1,1,26588,-17.09,-12.9673,-0.999302,21.476,1085012158,23421,21.476,4,23,1085012158,-2.667
dataset_1,1,26617,-17.1735,-12.9364,-1.00154,21.524,1085012213,23441,21.524,4,23,1085012213,-2.667
dataset_1,1,26814,-17.4792,-13.8439,-0.908424,22.316,1085012605,23582,22.316,2,27,1085012605,-2.333
dataset_1,1,26841,-17.5093,-13.7735,-0.90761,22.296,1085012661,23601,22.296,2,27,1085012661,-2.333
dataset_1,1,26870,-17.3707,-13.5617,-0.89784,22.056,1085012716,23622,22.056,2,27,1085012716,-2.333
dataset_1,1,26927,-17.2812,-13.2987,-0.888396,21.824,1085012827,23662,21.824,5,27,1085012827,-2.333
dataset_1,1,27009,-17.7844,-13.3966,-0.907121,22.284,1085012993,23721,22.284,2,27,1085012993,-2.333
dataset_1,1,27036,-17.2764,-12.915,-0.878789,21.588,1085013048,23742,21.588,2,27,1085013048,-2.333
dataset_1,1,27091,-17.6502,-13.0081,-0.893281,21.944,1085013159,23781,21.944,2,27,1085013159,-2.333
