Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25541,-16.7142,-13.4963,-0.7502,21.496,1085310100,22688,21.496,18,28,1085310100,-2
dataset_1,1,25571,-16.8018,-13.4704,-0.752014,21.548,1085310155,22708,21.548,23,28,1085310155,-2
dataset_1,1,25627,-17.0475,-13.4826,-0.758994,21.748,1085310266,22746,21.748,2,28,1085310266,-2
dataset_1,1,25714,-17.009,-13.1555,-0.750898,21.516,1085310432,22808,21.516,7,28,1085310432,-2
dataset_1,1,25743,-17.1277,-13.1521,-0.754108,21.608,1085310487,22828,21.608,7,28,1085310487,-2
dataset_1,1,25769,-17.149,-13.0782,-0.753131,21.58,1085310543,22847,21.58,2,28,1085310543,-2
dataset_1,1,25798,-17.1085,-12.9532,-0.749362,21.472,1085310598,22867,21.472,2,28,1085310598,-2
dataset_1,1,25827,-17.323,-13.0207,-0.756761,21.684,1085310653,22887,21.684,2,28,1085310653,-2
dataset_1,1,26095,-17.2033,-13.3683,-0.634057,21.796,1085311176,23075,21.796,2,2,1085311176,-1.667
dataset_1,1,26154,-17.2136,-13.1846,-0.631032,21.692,1085311286,23115,21.692,2,2,1085311286,-1.667
dataset_1,1,26182,-17.2255,-13.1033,-0.629868,21.652,1085311342,23134,21.652,2,2,1085311342,-1.667
dataset_1,1,26212,-17.2351,-13.0112,-0.628472,21.604,1085311397,23155,21.604,2,2,1085311397,-1.667
dataset_1,1,26242,-18.0387,-13.5192,-0.65605,22.552,1085311452,23175,22.552,2,2,1085311452,-1.667
dataset_1,1,26328,-17.86,-13.0955,-0.64453,22.156,1085311619,23235,22.156,2,2,1085311619,-1.667
dataset_1,1,26489,-17.1427,-13.3837,-1.01308,21.772,1085311918,23342,21.772,4,23,1085311918,-2.667
dataset_1,1,26523,-17.2379,-13.3422,-0.50723,21.804,1085311983,23366,21.804,3,31,1085311983,-1.333
dataset_1,1,26851,-17.112,-13.4513,-0.886767,21.784,1085312642,23603,21.784,2,27,1085312642,-2.333
dataset_1,1,26960,-17.1688,-13.117,-0.880254,21.624,1085312863,23682,21.624,47,27,1085312863,-2.333
