Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25779,-17.2034,-13.1387,-0.755923,21.66,1085110537,22843,21.66,2,28,1085110537,-2
dataset_1,1,25808,-17.2014,-13.0424,-0.753829,21.6,1085110593,22863,21.6,2,28,1085110593,-2
dataset_1,1,25951,-17.7233,-12.9572,-0.766672,21.968,1085110869,22963,21.968,2,28,1085110869,-2
dataset_1,1,26092,-17.1402,-13.3962,-1.14009,21.784,1085111141,23059,21.784,3,24,1085111141,-3
dataset_1,1,26123,-17.1828,-13.3284,-1.13967,21.776,1085111196,23080,21.776,3,24,1085111196,-3
dataset_1,1,26152,-17.2134,-13.2561,-1.13862,21.756,1085111251,23100,21.756,3,24,1085111251,-3
dataset_1,1,26182,-17.2287,-13.1771,-1.13674,21.72,1085111306,23119,21.72,3,24,1085111306,-3
dataset_1,1,26267,-17.4064,-13.0217,-1.13925,21.768,1085111472,23180,21.768,3,24,1085111472,-3
dataset_1,1,26550,-17.122,-13.1952,-1.00693,21.64,1085112023,23378,21.64,4,23,1085112023,-2.667
dataset_1,1,26578,-17.1371,-13.1165,-1.00526,21.604,1085112079,23397,21.604,8,23,1085112079,-2.667
dataset_1,1,26657,-17.3941,-13.0219,-1.01215,21.752,1085112244,23458,21.752,4,23,1085112244,-2.667
dataset_1,1,26742,-16.6831,-13.5145,-0.874718,21.488,1085112415,23519,21.488,10,27,1085112415,-2.333
dataset_1,1,26798,-17.1057,-13.6651,-0.891978,21.912,1085112525,23558,21.912,2,27,1085112525,-2.333
dataset_1,1,26825,-17.1494,-13.5973,-0.891652,21.904,1085112580,23579,21.904,2,27,1085112580,-2.333
dataset_1,1,26882,-16.6425,-13.0072,-0.860552,21.14,1085112691,23619,21.14,2,27,1085112691,-2.333
dataset_1,1,26910,-17.1433,-13.3073,-0.884162,21.72,1085112746,23638,21.72,2,27,1085112746,-2.333
dataset_1,1,26966,-17.1913,-13.1533,-0.881883,21.664,1085112857,23678,21.664,7,27,1085112857,-2.333
dataset_1,1,26994,-17.1735,-13.0448,-0.878626,21.584,1085112912,23698,21.584,5,27,1085112912,-2.333
dataset_1,1,27022,-16.97,-12.7971,-0.865925,21.272,1085112967,23718,21.272,4,27,1085112967,-2.333
