Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25705,-17.118,-13.302,-0.75704,21.692,1085410408,22795,21.692,5,28,1085410408,-2
dataset_1,1,25735,-17.1263,-13.2129,-0.755365,21.644,1085410462,22815,21.644,5,28,1085410462,-2
dataset_1,1,25763,-17.1692,-13.1506,-0.755225,21.64,1085410518,22835,21.64,2,28,1085410518,-2
dataset_1,1,25845,-17.3347,-12.9917,-0.756481,21.676,1085410683,22895,21.676,2,28,1085410683,-2
dataset_1,1,25933,-17.0623,-13.7971,-0.638595,21.952,1085410875,22964,21.952,13,2,1085410875,-1.667
dataset_1,1,26023,-17.3163,-13.71,-0.642784,22.096,1085411041,23023,22.096,2,2,1085411041,-1.667
dataset_1,1,26112,-17.1777,-13.31,-0.632428,21.74,1085411207,23083,21.74,2,2,1085411207,-1.667
dataset_1,1,26198,-16.9656,-12.8636,-0.619628,21.3,1085411373,23143,21.3,2,2,1085411373,-1.667
dataset_1,1,26228,-16.9178,-12.7346,-0.616254,21.184,1085411428,23163,21.184,2,2,1085411428,-1.667
dataset_1,1,26315,-17.6426,-12.993,-0.637664,21.92,1085411594,23223,21.92,2,2,1085411594,-1.667
dataset_1,1,26509,-17.269,-13.4194,-0.508904,21.876,1085411957,23355,21.876,3,31,1085411957,-1.333
dataset_1,1,26566,-17.3972,-13.3253,-0.509928,21.92,1085412068,23395,21.92,3,31,1085412068,-1.333
dataset_1,1,26593,-17.3085,-13.1713,-0.506113,21.756,1085412123,23413,21.756,3,31,1085412123,-1.333
dataset_1,1,26621,-17.3375,-13.0933,-0.505555,21.732,1085412179,23434,21.732,3,31,1085412179,-1.333
dataset_1,1,26678,-17.9812,-13.3881,-0.521653,22.424,1085412289,23473,22.424,4,31,1085412289,-1.333
dataset_1,1,26791,-17.84,-12.9045,-0.512347,22.024,1085412511,23552,22.024,7,31,1085412511,-1.333
dataset_1,1,26928,-17.1916,-13.2776,-0.884976,21.74,1085412783,23652,21.74,2,27,1085412783,-2.333
dataset_1,1,26982,-17.3047,-13.1826,-0.886279,21.772,1085412893,23690,21.772,5,27,1085412893,-2.333
dataset_1,1,27012,-17.3793,-13.1439,-0.887744,21.808,1085412949,23710,21.808,2,27,1085412949,-2.333
dataset_1,1,27040,-17.3954,-13.0561,-0.886116,21.768,1085413004,23731,21.768,5,27,1085413004,-2.333
