Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25702,-17.0634,-13.3987,-1.26348,21.732,1084910356,22766,21.732,1,20,1084910356,-3.333
dataset_1,1,25761,-17.1534,-13.2768,-1.26324,21.728,1084910467,22806,21.728,1,20,1084910467,-3.333
dataset_1,1,25816,-17.0624,-13.0216,-1.24999,21.5,1084910577,22845,21.5,10,20,1084910577,-3.333
dataset_1,1,25873,-17.3475,-13.0486,-1.26417,21.744,1084910688,22885,21.744,1,20,1084910688,-3.333
dataset_1,1,25907,-16.6456,-13.7314,-1.13088,21.608,1084910748,22908,21.608,3,24,1084910748,-3
dataset_1,1,25935,-16.5977,-13.5947,-1.12439,21.484,1084910804,22928,21.484,3,24,1084910804,-3
dataset_1,1,25992,-16.7916,-13.5588,-1.13108,21.612,1084910914,22968,21.612,7,24,1084910914,-3
dataset_1,1,26019,-16.9736,-13.613,-1.1403,21.788,1084910970,22987,21.788,3,24,1084910970,-3
dataset_1,1,26049,-17.0546,-13.5756,-1.14239,21.828,1084911025,23008,21.828,3,24,1084911025,-3
dataset_1,1,26080,-17.0901,-13.5115,-1.14176,21.816,1084911080,23027,21.816,3,24,1084911080,-3
dataset_1,1,26168,-17.1486,-13.2683,-1.13632,21.712,1084911246,23087,21.712,3,24,1084911246,-3
dataset_1,1,26196,-17.1314,-13.1597,-1.13213,21.632,1084911301,23107,21.632,7,24,1084911301,-3
dataset_1,1,26226,-17.1105,-13.0489,-1.12774,21.548,1084911357,23127,21.548,3,24,1084911357,-3
dataset_1,1,26255,-17.0413,-12.9023,-1.1202,21.404,1084911412,23147,21.404,3,24,1084911412,-3
dataset_1,1,26315,-16.8941,-12.6062,-1.10471,21.108,1084911522,23187,21.108,10,24,1084911522,-3
dataset_1,1,26483,-17.482,-13.8313,-1.03839,22.316,1084911851,23305,22.316,9,23,1084911851,-2.667
dataset_1,1,26510,-17.4461,-13.709,-1.03355,22.212,1084911907,23324,22.212,13,23,1084911907,-2.667
dataset_1,1,26565,-17.1552,-13.283,-1.01066,21.72,1084912017,23365,21.72,4,23,1084912017,-2.667
dataset_1,1,26619,-17.0959,-13.0519,-1.00191,21.532,1084912128,23404,21.532,4,23,1084912128,-2.667
dataset_1,1,26645,-17.2688,-13.0887,-1.00935,21.692,1084912184,23424,21.692,4,23,1084912184,-2.667
dataset_1,1,26674,-16.8855,-12.7011,-0.984226,21.152,1084912239,23445,21.152,4,23,1084912239,-2.667
dataset_1,1,26756,-17.3275,-12.7563,-1.00228,21.54,1084912405,23504,21.54,8,23,1084912405,-2.667
dataset_1,1,26810,-17.3602,-12.5898,-0.99893,21.468,1084912515,23545,21.468,8,23,1084912515,-2.667
dataset_1,1,26839,-17.4547,-12.5749,-1.00209,21.536,1084912571,23563,21.536,4,23,1084912571,-2.667
dataset_1,1,26922,-17.1564,-13.3751,-0.886279,21.772,1084912741,23626,21.772,2,27,1084912741,-2.333
dataset_1,1,26970,-17.0071,-13.0878,-1.37534,21.504,1084912842,23662,21.504,2,19,1084912842,-3.667
