timestamp,load,ram_usage
1725116631,0.749632,0.928586
1726123764,0.858012,0.97052217
1727124936,0.809284,0.9706583
1728128153,0.805653,0.9707945
1729131210,0.81469,0.9707945
1730132398,0.807536,0.9707945
1731132905,0.809403,0.9707945
1732135193,0.815897,0.9707945
1733137896,0.812153,0.9707945
1734139771,0.816994,0.9707945
1735140437,0.816374,0.9707945
1736141732,0.825375,0.9707945
1737145201,0.81989,0.9707945
1738147835,0.812602,0.9707945
1739151584,0.81302,0.9707945
1740154760,0.80749,0.9707945
1743166040,0.805201,0.9707945
1744168212,0.816645,0.9707945
1745171773,0.80588603,0.9707945
1746175758,0.813179,0.9707945
1747193839,0.817082,0.9707945
1748197016,0.808107,0.9707945
1749214599,0.812969,0.9707945
1750222042,0.818577,0.9707945
1751224615,0.805525,0.9707945
1752227456,0.817851,0.9707945
1753230548,0.831225,0.9707945
1754233365,0.896592,0.9707945
1755240108,0.891878,0.9707945
1756254799,0.900352,0.9707945
1757262558,0.904359,0.9707945
1758268219,0.888977,0.9707945
1759271528,0.89852,0.9707945
1760285942,0.90522,0.9707945
1761289293,0.898409,0.9707945
1762290783,0.860265,0.9707945
1763291327,0.850003,0.9707945
1764297121,0.855403,0.9707945
1765300821,0.85618,0.9707945
1766302724,0.860157,0.9707945
1767303034,0.851738,0.9707945
1768308907,0.8593,0.9707945
1769312044,0.859169,0.9707945
1770315751,0.860455,0.9707945
1771321640,0.86312,0.9707945
1772324570,0.858297,0.9707945
1773326571,0.868233,0.9707945
1774330069,0.855889,0.9707945
1775331672,0.853762,0.9707945
1776332460,0.858771,0.9707945
1777338715,0.863568,0.9707945
1778342020,0.870026,0.9707945
1779344186,0.866269,0.9707945
1780347533,0.868905,0.9707945
1781349084,0.862955,0.9707945
1782353437,0.891602,0.9707945
1783366504,0.900206,0.9707945
1784370938,0.899552,0.9707945
1785377430,0.892115,0.9707945
1786379833,0.895635,0.9707945
1787382810,0.892308,0.9707945
1788394167,0.878814,0.9707945
1789397437,0.849625,0.9707945
1790402535,0.844201,0.9707945
1791406780,0.860504,0.9707945
1792420969,0.848356,0.9707945
1793424197,0.846824,0.9707945
1794433923,0.86327,0.9707945
1795437920,0.843951,0.9707945
1796453421,0.838304,0.9707945
1797458969,0.85256,0.9707945
1798462034,0.845955,0.9707945
1799464283,0.848636,0.9707945
1800464430,0.851535,0.9707945
1801470133,0.848974,0.9707945
1802473687,0.841597,0.9707945
1803476107,0.837776,0.9707945
1804478849,0.848524,0.9707945
1805480869,0.852521,0.9707945
1806489015,0.838989,0.9707945
1807491808,0.82843,0.9707945
1808493383,0.852975,0.9707945
1809497356,0.847985,0.9707945
1810500019,0.852906,0.9707945
1811502774,0.843425,0.9707945
1812505333,0.849371,0.9707945
1813508433,0.848578,0.9707945
1814510661,0.845257,0.9707945
1815513624,0.852295,0.9707945
1816516363,0.862692,0.9707945
1817519033,0.848175,0.9707945
1818522713,0.857605,0.9707945
1819525248,0.860637,0.9707945
1820527659,0.858358,0.9707945
1821527643,0.847442,0.9707945
1822533725,0.843271,0.9707945
1823533614,0.84746,0.9707945
1824536497,0.843374,0.9707945
1825539513,0.850127,0.9707945
1826541735,0.857549,0.9707945
1827544326,0.84684,0.9707945
1828550118,0.851786,0.9707945
1829553285,0.846265,0.9707945
1830556398,0.844755,0.9707945
1831556512,0.846125,0.9707945
1832567532,0.853721,0.9707945
1833569956,0.849094,0.9707945
1834572901,0.842537,0.9707945
1835574946,0.851238,0.9707945
1836598598,0.859171,0.9707945
1837601676,0.840545,0.9707945
1838615795,0.849254,0.9707945
1839634692,0.846758,0.9707945
1840637739,0.840633,0.9707945
1841641047,0.843044,0.9707945
1842646984,0.849387,0.9707945
1843650051,0.843938,0.9707945
1844653390,0.847683,0.9707945
1845664327,0.841146,0.9707945
1846666195,0.852578,0.9707945
1847666859,0.844581,0.9707945
1848676904,0.878988,0.9707945
1849684077,0.889173,0.9707945
1850683668,0.878031,0.9707945
1851689242,0.888912,0.9707945
1852692571,0.883517,0.9707945
1853694030,0.884511,0.9707945
1854694961,0.887634,0.9707945
1855700921,0.861079,0.9707945
1856704035,0.849343,0.9707945
1857706878,0.84867,0.9707945
1858717596,0.840897,0.9707945
1859720155,0.84624,0.9707945
1860724019,0.844963,0.9707945
1861725256,0.849847,0.9707945
1862729117,0.85281,0.9707945
1863732880,0.825726,0.9707945
1864734215,0.793763,0.9707945
1865737296,0.781931,0.9707945
1866741734,0.784311,0.9707945
1867743980,0.785348,0.9707945
1868747286,0.789841,0.9707945
1869750040,0.813481,0.9707945
1870752297,0.848956,0.9707945
1871756220,0.83733,0.9707945
1872761358,0.794927,0.9707945
1873765666,0.80942,0.9707945
1874767510,0.867816,0.9707945
1875768463,0.887444,0.9707945
1876774755,0.886799,0.9707945
1877789721,0.8844,0.9707945
1878793064,0.890962,0.9707945
1879799418,0.855565,0.9707945
1880802636,0.850854,0.9707945
1881813943,0.852305,0.9707945
1882820129,0.860173,0.9707945
1883823674,0.858431,0.9707945
1884831028,0.857221,0.9707945
1885836478,0.853163,0.9707945
1886838995,0.850783,0.9707945
1887846132,0.857086,0.9707945
1888857192,0.849332,0.9707945
1889860904,0.853374,0.9707945
1890863709,0.84988,0.9707945
1891867413,0.851143,0.9707945
1892870121,0.854984,0.9707945
1893873266,0.850305,0.9707945
1894880431,0.850376,0.9707945
1895885882,0.844445,0.9707945
1896888848,0.859765,0.9707945
1897893406,0.848951,0.9707945
1898900370,0.859364,0.9707945
1899902872,0.854089,0.9707945
1900908294,0.857444,0.9707945
1901912268,0.854627,0.9707945
1902916273,0.844854,0.9707945
1903922650,0.858032,0.9707945
1904928556,0.853343,0.9707945
1905932566,0.858353,0.9707945
1908941242,0.845268,0.9707945
1909952217,0.85105,0.9707945
1910954925,0.883358,0.9707945
1911955828,0.884549,0.9707945
1912968841,0.862265,0.9707945
1913972174,0.838291,0.9707945
1914975315,0.847648,0.9707945
1915978644,0.847251,0.9707945
1916985900,0.851589,0.9707945
1917988979,0.837934,0.9707945
1919000257,0.840719,0.9707945
1920006647,0.839889,0.9707945
1921021423,0.854261,0.9707945
1922024250,0.837743,0.9707945
1923028579,0.847208,0.9707945
1924038757,0.843763,0.9707945
1925045157,0.8338,0.9707945
1926048547,0.847332,0.9707945
1927052351,0.839199,0.9707945
1928058423,0.843406,0.9707945
1929070974,0.84815,0.9707945
1930073309,0.854443,0.9707945
1931080316,0.842947,0.9707945
1932098740,0.880765,0.9707945
1933102112,0.889996,0.9707945
1934106187,0.887645,0.9707945
1935119395,0.88601,0.9707945
1936119632,0.888366,0.9707945
1937125952,0.89357,0.9707945
1938129647,0.876322,0.9707945
1939132599,0.844188,0.9707945
1940135791,0.838252,0.9707945
1941141135,0.845499,0.9707945
1942141694,0.847112,0.9707945
1943144478,0.843155,0.9707945
1944147425,0.840549,0.9707945
1945150526,0.843589,0.9707945
1946153651,0.842988,0.9707945
1947156031,0.857542,0.9707945
1948156437,0.840945,0.9707945
1949158233,0.84217,0.9707945
1950160998,0.844366,0.9707945
1951161437,0.849691,0.9707945
1952169332,0.851658,0.9707945
1953175408,0.843584,0.9707945
1954178997,0.835056,0.9707945
1955184569,0.831842,0.9707945
1956201267,0.843045,0.9707945
1957207784,0.842496,0.9707945
1958223020,0.840865,0.9707945
1959242788,0.853416,0.9707945
1960249385,0.835278,0.9707945
1961256139,0.846619,0.9707945
1962259304,0.839198,0.9707945
1963261396,0.855912,0.9707945
1964269920,0.846257,0.9707945
1965272909,0.841695,0.9707945
1966276530,0.850247,0.9707945
1967283547,0.844748,0.9707945
1968285876,0.866569,0.9707945
1969297364,0.894761,0.9707945
1970299509,0.887227,0.9707945
1971319651,0.897252,0.9707945
1972325646,0.889919,0.9707945
1973329209,0.878449,0.9707945
1974336234,0.863589,0.9707945
1975336437,0.829556,0.9707945
