timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1725780098,37.10256866022046,-76.38811758739241,2.953488,-0.0,0.05401972,-0.002267818,-0.0020817232,0.02170544,1.0846026,1.5553623,0.0,2,0,0,0
1725979826,37.10256870543628,-76.38811756029331,2.9346938,-0.0,0.052811746,-0.00047869625,0.004141176,0.021695055,1.0845873,1.5553912,0.0,2,0,0,0
1726185434,37.10256874428824,-76.38811752181694,2.9340746,-0.0,0.027450906,-0.010777744,0.00013110282,0.021483757,1.0849031,1.5552603,0.0,2,0,0,0
1726389624,37.102568767144845,-76.38811748030804,2.9422781,-0.0,0.03362247,0.01013127,0.0063924883,0.02184623,1.0848066,1.5552523,0.0,2,0,0,0
1726589400,37.102568782857155,-76.38811745621999,2.9502842,-0.0,0.041805577,0.0012601765,-0.0060183173,0.020663347,1.0848513,1.5552876,0.0,2,0,0,0
1726794187,37.102568780790165,-76.38811742212036,2.9522548,-0.0,0.028390277,0.011134621,-0.012849735,0.024586786,1.0851611,1.555419,0.0,2,0,0,0
1726994452,37.10256878832901,-76.38811742502381,2.9651155,-0.0,0.10081156,-0.08584763,-0.1955652,0.045425948,1.0851033,1.555206,0.0,2,0,0,0
1727195011,37.10256890338424,-76.3881176241694,3.1034827,-0.0,0.11258589,-0.11845365,-0.9072447,0.054603413,1.0850809,1.5552464,0.0,2,0,0,0
1727400009,37.10256904905802,-76.38811794838993,3.3444417,-0.0,0.03892422,-0.15110901,-1.0499947,0.061293542,1.0854208,1.5551368,0.0,2,0,0,0
1727600033,37.102568981577605,-76.38811829499971,3.584527,-0.0,-0.032486252,-0.13888355,-1.0049946,0.06381514,1.0853409,1.5551527,0.0,2,0,0,0
1727800845,37.10256879907638,-76.38811860420863,3.8508153,-0.0,-0.09431853,-0.12411802,-0.971548,0.06222221,1.085362,1.5552044,0.0,2,0,0,0
1728005637,37.10256856685652,-76.38811877427693,4.097375,-0.0,-0.13310209,-0.09104352,-0.9579892,0.057349753,1.0855042,1.5550625,0.0,2,0,0,0
1728209399,37.1025683169345,-76.38811888426494,4.2937694,-0.0,-0.13867831,-0.057522807,-0.93780655,0.051236026,1.0854656,1.5551326,0.0,2,0,0,0
1728410528,37.10256808294773,-76.38811889519086,4.45166,-0.0,-0.12929235,-0.03995412,-0.92120725,0.046604306,1.0853944,1.5551965,0.0,2,0,0,0
