timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
1713985629,1713699773,170,4216543436,285.85602,255,190
1733936561,1733703303,172,4216543437,233.25801,255,190
1743988144,1743696596,173,4216543437,291.548,255,190
1754189687,1753703061,174,4216543437,486.62604,255,190
1774089295,1773696968,176,4216543438,392.32703,255,190
1783939736,1783700479,177,4216543438,239.257,255,190
1793989172,1793701391,178,4216543438,287.781,255,190
1804090843,1803700379,179,4216543438,390.46402,255,190
1813944479,1813704380,180,4216543438,240.09901,255,190
1824089946,1823705206,181,4216543438,384.74002,255,190
1834011470,1833696807,182,4216543438,314.66302,255,190
1844091844,1843703000,183,4216543438,388.84402,255,190
1853944489,1853701967,184,4216543438,242.52202,255,190
1873994582,1873693863,186,4216543439,300.71902,255,190
1883943526,1883695250,187,4216543439,248.27602,255,190
1894153065,1893701129,188,4216543439,451.93604,255,190
1943938711,1943694531,193,4216543443,244.18001,255,190
1953994467,1953704093,194,4216543443,290.37402,255,190
1963947420,1963699592,195,4216543443,247.82802,255,190
1973939546,1973697963,196,4216543443,241.58301,255,190
1994093842,1993702040,198,4216543444,391.80203,255,190
2003945640,2003704491,199,4216543444,241.14902,255,190
2023940567,2023703013,201,4216543445,237.55402,255,190
2033945651,2033704613,202,4216543445,241.03801,255,190
2044093949,2043705302,203,4216543445,388.64703,255,190
2053949272,2053696898,204,4216543445,252.37401,255,190
2063944466,2063702617,205,4216543445,241.84901,255,190
2073993211,2073699586,206,4216543445,293.625,255,190
2083946536,2083696508,207,4216543445,250.02802,255,190
2103990532,2103700829,209,4216543446,289.703,255,190
2114093243,2113702858,210,4216543446,390.385,255,190
2123947449,2123693944,211,4216543446,253.505,255,190
