timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
1724887311,1724887311,1722899473,0,0,1,53,0,0,0,100,1,42
1726892186,1726892186,1722899473,0,0,1,53,0,0,0,100,1,42
1727883473,1727883473,1722899473,0,0,1,53,0,0,0,100,1,42
1728020465,1727883473,1728020465,0,0,1,53,0,0,0,100,1,42
1728886515,1728886515,1728020465,0,0,1,53,0,0,0,100,1,42
1729891834,1729891834,1728020465,0,0,1,53,0,0,0,100,1,42
1730880205,1730880205,1728020465,0,0,1,53,0,0,0,100,1,42
1731886471,1731886471,1728020465,0,0,1,53,0,0,0,100,1,42
1732888139,1732888139,1728020465,0,0,1,53,0,0,0,100,1,42
1733138531,1732888139,1733138531,0,0,1,53,0,0,0,100,1,42
1733899337,1733899337,1733138531,0,0,1,53,0,0,0,100,1,42
1734883477,1734883477,1733138531,0,0,1,53,0,0,0,100,1,42
1735881034,1735881034,1733138531,0,0,1,53,0,0,0,100,1,42
1736888479,1736888479,1733138531,0,0,1,53,0,0,0,100,1,42
1737887738,1737887738,1733138531,0,0,1,53,0,0,0,100,1,42
1738263740,1737887738,1738263740,0,0,1,53,0,0,0,100,1,42
1738890466,1738890466,1738263740,0,0,1,53,0,0,0,100,1,42
1739885589,1739885589,1738263740,0,0,1,53,0,0,0,100,1,42
1741886174,1741886174,1738263740,0,0,1,53,0,0,0,100,1,42
1742889125,1742889125,1738263740,0,0,1,53,0,0,0,100,1,42
1743378545,1742889125,1743378545,0,0,1,53,0,0,0,100,1,42
1743886999,1743886999,1743378545,0,0,1,53,0,0,0,100,1,42
1744883523,1744883523,1743378545,0,0,1,53,0,0,0,100,1,42
1745889185,1745889185,1743378545,0,0,1,53,0,0,0,100,1,42
1746887545,1746887545,1743378545,0,0,1,53,0,0,0,100,1,42
1747888463,1747888463,1743378545,0,0,1,53,0,0,0,100,1,42
1748497614,1747888463,1748497614,0,0,1,53,0,0,0,100,1,42
1748881966,1748881966,1748497614,0,0,1,53,0,0,0,100,1,42
1749892205,1749892205,1748497614,0,0,1,53,0,0,0,100,1,42
1750892475,1750892475,1748497614,0,0,1,53,0,0,0,100,1,42
1751879530,1751879530,1748497614,0,0,1,53,0,0,0,100,1,42
1752885602,1752885602,1748497614,0,0,1,53,0,0,0,100,1,42
1753619489,1752885602,1753619489,0,0,1,53,0,0,0,100,1,42
1753896184,1753896184,1753619489,0,0,1,53,0,0,0,100,1,42
1754887511,1754887511,1753619489,0,0,1,53,0,0,0,100,1,42
1755893420,1755893420,1753619489,0,0,1,53,0,0,0,100,1,42
1756889464,1756889464,1753619489,0,0,1,53,0,0,0,100,1,42
1757888489,1757888489,1753619489,0,0,1,53,0,0,0,100,1,42
1758737746,1757888489,1758737746,0,0,1,53,0,0,0,100,1,42
1758889912,1758889912,1758737746,0,0,1,53,0,0,0,100,1,42
1759892896,1759892896,1758737746,0,0,1,53,0,0,0,100,1,42
1760892500,1760892500,1758737746,0,0,1,53,0,0,0,100,1,42
1761879515,1761879515,1758737746,0,0,1,53,0,0,0,100,1,42
1762882580,1762882580,1758737746,0,0,1,53,0,0,0,100,1,42
1763861107,1762882580,1763861107,0,0,1,53,0,0,0,100,1,42
1763888556,1763888556,1763861107,0,0,1,53,0,0,0,100,1,42
1764888590,1764888590,1763861107,0,0,1,53,0,0,0,100,1,42
1765889258,1765889258,1763861107,0,0,1,53,0,0,0,100,1,42
1766884513,1766884513,1763861107,0,0,1,53,0,0,0,100,1,42
1767888536,1767888536,1763861107,0,0,1,53,0,0,0,100,1,42
1768897966,1768897966,1763861107,0,0,1,53,0,0,0,100,1,42
1768977986,1768897966,1768977986,0,0,1,53,0,0,0,100,1,42
1769889655,1769889655,1768977986,0,0,1,53,0,0,0,100,1,42
1770888835,1770888835,1768977986,0,0,1,53,0,0,0,100,1,42
1771901717,1771901717,1768977986,0,0,1,53,0,0,0,100,1,42
1772890499,1772890499,1768977986,0,0,1,53,0,0,0,100,1,42
1773900989,1773900989,1768977986,0,0,1,53,0,0,0,100,1,42
1774097602,1773900989,1774097602,0,0,1,53,0,0,0,100,1,42
1774888477,1774888477,1774097602,0,0,1,53,0,0,0,100,1,42
1775878519,1775878519,1774097602,0,0,1,53,0,0,0,100,1,42
1776889001,1776889001,1774097602,0,0,1,53,0,0,0,100,1,42
1777894621,1777894621,1774097602,0,0,1,53,0,0,0,100,1,42
1778890070,1778890070,1774097602,0,0,1,53,0,0,0,100,1,42
1779215717,1778890070,1779215717,0,0,1,53,0,0,0,100,1,42
1779885672,1779885672,1779215717,0,0,1,53,0,0,0,100,1,42
1780888488,1780888488,1779215717,0,0,1,53,0,0,0,100,1,42
1781894531,1781894531,1779215717,0,0,1,53,0,0,0,100,1,42
1782878451,1782878451,1779215717,0,0,1,53,0,0,0,100,1,42
1783892139,1783892139,1779215717,0,0,1,53,0,0,0,100,1,42
1784334494,1783892139,1784334494,0,0,1,53,0,0,0,100,1,42
1784896472,1784896472,1784334494,0,0,1,53,0,0,0,100,1,42
1785889461,1785889461,1784334494,0,0,1,53,0,0,0,100,1,42
1786893847,1786893847,1784334494,0,0,1,53,0,0,0,100,1,42
1787888521,1787888521,1784334494,0,0,1,53,0,0,0,100,1,42
1788890108,1788890108,1784334494,0,0,1,53,0,0,0,100,1,42
1789456168,1788890108,1789456168,0,0,1,53,0,0,0,100,1,42
1789890462,1789890462,1789456168,0,0,1,53,0,0,0,100,1,42
1790888475,1790888475,1789456168,0,0,1,53,0,0,0,100,1,42
1791903607,1791903607,1789456168,0,0,1,53,0,0,0,100,1,42
1792893227,1792893227,1789456168,0,0,1,53,0,0,0,100,1,42
1793893712,1793893712,1789456168,0,0,1,53,0,0,0,100,1,42
1794575620,1793893712,1794575620,0,0,1,53,0,0,0,100,1,42
1794891796,1794891796,1794575620,0,0,1,53,0,0,0,100,1,42
1795891456,1795891456,1794575620,0,0,1,53,0,0,0,100,1,42
1796888182,1796888182,1794575620,0,0,1,53,0,0,0,100,1,42
1797891970,1797891970,1794575620,0,0,1,53,0,0,0,100,1,42
1798883559,1798883559,1794575620,0,0,1,53,0,0,0,100,1,42
1799693164,1798883559,1799693164,0,0,1,53,0,0,0,100,1,42
1799889658,1799889658,1799693164,0,0,1,53,0,0,0,100,1,42
1800888244,1800888244,1799693164,0,0,1,53,0,0,0,100,1,42
1801884539,1801884539,1799693164,0,0,1,53,0,0,0,100,1,42
1802893263,1802893263,1799693164,0,0,1,53,0,0,0,100,1,42
1803888245,1803888245,1799693164,0,0,1,53,0,0,0,100,1,42
1804812473,1803888245,1804812473,0,0,1,53,0,0,0,100,1,42
1804890833,1804890833,1804812473,0,0,1,53,0,0,0,100,1,42
1805890677,1805890677,1804812473,0,0,1,53,0,0,0,100,1,42
1806884600,1806884600,1804812473,0,0,1,53,0,0,0,100,1,42
1807892268,1807892268,1804812473,0,0,1,53,0,0,0,100,1,42
1808896461,1808896461,1804812473,0,0,1,53,0,0,0,100,1,42
1809882158,1809882158,1804812473,0,0,1,53,0,0,0,100,1,42
1809934644,1809882158,1809934644,0,0,1,53,0,0,0,100,1,42
1810888446,1810888446,1809934644,0,0,1,53,0,0,0,100,1,42
1811895457,1811895457,1809934644,0,0,1,53,0,0,0,100,1,42
1812891487,1812891487,1809934644,0,0,1,53,0,0,0,100,1,42
1813889742,1813889742,1809934644,0,0,1,53,0,0,0,100,1,42
1814888192,1814888192,1809934644,0,0,1,53,0,0,0,100,1,42
1815055693,1814888192,1815055693,0,0,1,53,0,0,0,100,1,42
1825891522,1825891522,1815055693,0,0,1,53,0,0,0,100,1,42
1826889094,1826889094,1815055693,0,0,1,53,0,0,0,100,1,42
1827889727,1827889727,1815055693,0,0,1,53,0,0,0,100,1,42
1828895728,1828895728,1815055693,0,0,1,53,0,0,0,100,1,42
1829923602,1829923602,1815055693,0,0,1,53,0,0,0,100,1,42
1830351649,1829923602,1830351649,0,0,1,53,0,0,0,100,1,42
1830889818,1830889818,1830351649,0,0,1,53,0,0,0,100,1,42
1831940477,1831940477,1830351649,0,0,1,53,0,0,0,100,1,42
