Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,24911,-18.9578,-17.0099,0.296522,25.472,1526609241,22390,25.472,2,14,1526609241,0.667
dataset_1,1,24965,-19.0372,-16.8427,0.295916,25.42,1526609352,22430,25.42,4,14,1526609352,0.667
dataset_1,1,24994,-19.1018,-16.7754,0.295963,25.424,1526609407,22451,25.424,2,14,1526609407,0.667
dataset_1,1,25021,-19.1453,-16.7074,0.295823,25.412,1526609462,22469,25.412,2,14,1526609462,0.667
dataset_1,1,25047,-19.2035,-16.6405,0.295823,25.412,1526609517,22489,25.412,2,14,1526609517,0.667
dataset_1,1,25153,-18.5041,-17.1951,0.440918,25.264,1526609744,22570,25.264,4,18,1526609744,1
dataset_1,1,25295,-18.5216,-16.6185,0.434355,24.888,1526610020,22670,24.888,12,18,1526610020,1
dataset_1,1,25324,-18.9736,-16.8989,0.443501,25.412,1526610076,22691,25.412,4,18,1526610076,1
dataset_1,1,25352,-18.9936,-16.8041,0.442663,25.364,1526610131,22710,25.364,4,18,1526610131,1
dataset_1,1,25381,-19.0852,-16.7668,0.443431,25.408,1526610186,22730,25.408,4,18,1526610186,1
dataset_1,1,25409,-18.8603,-16.4529,0.436869,25.032,1526610241,22750,25.032,4,18,1526610241,1
dataset_1,1,25521,-19.1891,-16.2793,0.439242,25.168,1526610462,22829,25.168,4,18,1526610462,1
dataset_1,1,26131,-19.248,-17.0651,0.149506,25.724,1526611667,23264,25.724,2,9,1526611667,0.333
dataset_1,1,26157,-19.2504,-16.9536,0.149087,25.652,1526611722,23283,25.652,2,9,1526611722,0.333
dataset_1,1,26213,-19.2384,-16.706,0.148088,25.48,1526611833,23323,25.48,2,9,1526611833,0.333
