Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,24976,-18.8801,-16.8689,-0.294752,25.32,1527309224,22402,25.32,2,6,1527309224,-0.667
dataset_1,1,25005,-18.867,-16.7332,-0.293588,25.22,1527309279,22423,25.22,2,6,1527309279,-0.667
dataset_1,1,25034,-18.8592,-16.6091,-0.292564,25.132,1527309334,22443,25.132,2,6,1527309334,-0.667
dataset_1,1,25062,-18.8932,-16.534,-0.292284,25.108,1527309389,22461,25.108,2,6,1527309389,-0.667
dataset_1,1,25116,-19.1566,-16.5297,-0.294566,25.304,1527309500,22501,25.304,2,6,1527309500,-0.667
dataset_1,1,25398,-18.8411,-16.7161,-0.14639,25.188,1527310058,22702,25.188,4,10,1527310058,-0.333
dataset_1,1,25428,-18.9983,-16.7315,-0.147134,25.316,1527310113,22723,25.316,4,10,1527310113,-0.333
dataset_1,1,25482,-18.9998,-16.4988,-0.146251,25.164,1527310224,22763,25.164,8,10,1527310224,-0.333
dataset_1,1,25511,-19.0878,-16.4645,-0.146507,25.208,1527310279,22782,25.208,4,10,1527310279,-0.333
dataset_1,1,25811,-18.8848,-16.6492,0,25.176,1527310880,23000,25.176,4,5,1527310880,0
dataset_1,1,25898,-19.1005,-16.4871,0,25.232,1527311046,23060,25.232,4,5,1527311046,0
dataset_1,1,25986,-19.2754,-16.2947,0,25.24,1527311212,23119,25.24,4,5,1527311212,0
dataset_1,1,26183,-19.0536,-16.9166,0.148088,25.48,1527311604,23260,25.48,2,9,1527311604,0.333
dataset_1,1,26212,-19.0195,-16.7679,0.147367,25.356,1527311659,23280,25.356,2,9,1527311659,0.333
dataset_1,1,26242,-19.0117,-16.6435,0.146855,25.268,1527311714,23300,25.268,2,9,1527311714,0.333
dataset_1,1,26270,-19.0787,-16.5849,0.146925,25.28,1527311770,23320,25.28,2,9,1527311770,0.333
dataset_1,1,26407,-19.2062,-16.1216,0.14574,25.076,1527312047,23419,25.076,2,9,1527312047,0.333
dataset_1,1,26434,-19.2931,-16.0801,0.145972,25.116,1527312102,23439,25.116,2,9,1527312102,0.333
