Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25326,-18.9856,-17.0228,-0.148204,25.5,1527209973,22672,25.5,4,10,1527209973,-0.333
dataset_1,1,25435,-18.9831,-16.5425,-0.146344,25.18,1527210194,22753,25.18,4,10,1527210194,-0.333
dataset_1,1,25630,-18.8979,-17.3167,0,25.632,1527210573,22890,25.632,4,5,1527210573,0
dataset_1,1,25712,-18.715,-16.7979,0,25.148,1527210739,22949,25.148,4,5,1527210739,0
dataset_1,1,25798,-18.8899,-16.601,0,25.148,1527210906,23009,25.148,8,5,1527210906,0
dataset_1,1,25829,-18.9688,-16.5534,0,25.176,1527210961,23029,25.176,4,5,1527210961,0
dataset_1,1,25858,-18.9993,-16.4635,0,25.14,1527211016,23049,25.14,4,5,1527211016,0
dataset_1,1,25888,-19.1506,-16.478,0,25.264,1527211071,23069,25.264,4,5,1527211071,0
dataset_1,1,26175,-18.9035,-16.7361,0.146739,25.248,1527211629,23268,25.248,5,9,1527211629,0.333
dataset_1,1,26201,-18.9287,-16.641,0.146483,25.204,1527211684,23288,25.204,2,9,1527211684,0.333
dataset_1,1,26229,-19.059,-16.638,0.147041,25.3,1527211739,23308,25.3,5,9,1527211739,0.333
dataset_1,1,26254,-18.6848,-16.1967,0.143717,24.728,1527211794,23328,24.728,2,9,1527211794,0.333
dataset_1,1,26383,-19.2223,-16.0837,0.14567,25.064,1527212071,23428,25.064,19,9,1527212071,0.333
