Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25259,-18.7469,-17.1964,2.07675,25.524,1524409855,22607,25.524,9,26,1524409855,4.667
dataset_1,1,25344,-19.0208,-17.0904,2.08749,25.656,1524410021,22666,25.656,9,26,1524410021,4.667
dataset_1,1,25373,-19.3778,-17.2893,2.12003,26.056,1524410077,22686,26.056,9,26,1524410077,4.667
dataset_1,1,25403,-19.6589,-17.4172,2.14412,26.352,1524410132,22706,26.352,9,26,1524410132,4.667
dataset_1,1,25432,-19.2047,-16.8955,2.08814,25.664,1524410188,22726,25.664,9,26,1524410188,4.667
dataset_1,1,25486,-19.4247,-16.8619,2.09985,25.808,1524410298,22764,25.808,9,26,1524410298,4.667
dataset_1,1,25513,-19.3807,-16.6995,2.08846,25.668,1524410353,22785,25.668,9,26,1524410353,4.667
dataset_1,1,25540,-19.972,-17.0879,2.14574,26.372,1524410409,22805,26.372,9,26,1524410409,4.667
dataset_1,1,25569,-19.5606,-16.618,2.0953,25.752,1524410464,22825,25.752,9,26,1524410464,4.667
dataset_1,1,25624,-19.9115,-16.6781,2.12036,26.06,1524410575,22865,26.06,28,26,1524410575,4.667
dataset_1,1,25653,-19.991,-16.6264,2.12264,26.088,1524410630,22885,26.088,9,26,1524410630,4.667
