Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25351,-18.9086,-17.0733,0.444687,25.48,1526109978,22652,25.48,4,18,1526109978,1
dataset_1,1,25379,-18.977,-17.0212,0.444967,25.496,1526110033,22671,25.496,4,18,1526110033,1
dataset_1,1,25408,-19.0035,-16.9255,0.444199,25.452,1526110089,22691,25.452,4,18,1526110089,1
dataset_1,1,25435,-19.0055,-16.8088,0.442872,25.376,1526110144,22711,25.376,4,18,1526110144,1
dataset_1,1,25465,-19.1422,-16.805,0.444618,25.476,1526110199,22732,25.476,4,18,1526110199,1
dataset_1,1,25493,-19.3364,-16.8623,0.447829,25.66,1526110255,22751,25.66,4,18,1526110255,1
dataset_1,1,25770,-18.9986,-17.0585,0.594141,25.54,1526110800,22948,25.54,4,13,1526110800,1.333
dataset_1,1,25800,-18.9954,-16.9362,0.592187,25.456,1526110855,22968,25.456,4,13,1526110855,1.333
dataset_1,1,25856,-19.1342,-16.8216,0.592838,25.484,1526110966,23008,25.484,4,13,1526110966,1.333
dataset_1,1,25912,-19.2239,-16.664,0.592,25.448,1526111077,23048,25.448,4,13,1526111077,1.333
dataset_1,1,26173,-18.9005,-16.9584,0.739016,25.404,1526111579,23230,25.404,9,17,1526111579,1.667
dataset_1,1,26202,-18.8879,-16.8285,0.736223,25.308,1526111635,23250,25.308,9,17,1526111635,1.667
dataset_1,1,26232,-18.9796,-16.7976,0.73762,25.356,1526111690,23269,25.356,9,17,1526111690,1.667
dataset_1,1,26260,-18.996,-16.6943,0.735991,25.3,1526111745,23289,25.3,4,17,1526111745,1.667
dataset_1,1,26289,-19.1928,-16.7488,0.741343,25.484,1526111801,23309,25.484,4,17,1526111801,1.667
dataset_1,1,26313,-19.239,-16.6712,0.740878,25.468,1526111856,23329,25.468,9,17,1526111856,1.667
dataset_1,1,26341,-19.3395,-16.6405,0.742507,25.524,1526111911,23349,25.524,4,17,1526111911,1.667
