Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25176,-18.1069,-16.8024,-2.01654,24.784,1530809752,22574,24.784,3,16,1530809752,-4.667
dataset_1,1,25204,-18.1302,-16.7067,-2.01263,24.736,1530809807,22594,24.736,3,16,1530809807,-4.667
dataset_1,1,25233,-18.068,-16.5446,-1.99994,24.58,1530809862,22612,24.58,3,16,1530809862,-4.667
dataset_1,1,25318,-18.3857,-16.4849,-2.01589,24.776,1530810028,22672,24.776,3,16,1530810028,-4.667
dataset_1,1,25539,-17.9241,-16.7672,-1.71629,24.604,1530810468,22831,24.604,8,15,1530810468,-4
dataset_1,1,25622,-18.0722,-16.5602,-1.71406,24.572,1530810634,22890,24.572,17,15,1530810634,-4
dataset_1,1,25651,-18.1831,-16.5453,-1.71908,24.644,1530810689,22910,24.644,8,15,1530810689,-4
dataset_1,1,25680,-18.1785,-16.4256,-1.71322,24.56,1530810744,22930,24.56,8,15,1530810744,-4
dataset_1,1,25708,-18.313,-16.4313,-1.72047,24.664,1530810800,22950,24.664,8,15,1530810800,-4
dataset_1,1,26001,-18.2678,-16.8511,-1.5928,24.904,1530811358,23151,24.904,3,19,1530811358,-3.667
dataset_1,1,26029,-18.3088,-16.7711,-1.59126,24.88,1530811413,23171,24.88,3,19,1530811413,-3.667
dataset_1,1,26058,-18.2285,-16.5808,-1.57924,24.692,1530811468,23191,24.692,3,19,1530811468,-3.667
