Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,24809,-18.843,-17.4916,0.299316,25.712,1526908945,22293,25.712,2,14,1526908945,0.667
dataset_1,1,24915,-18.358,-16.5703,0.287907,24.732,1526909166,22373,24.732,2,14,1526909166,0.667
dataset_1,1,24997,-18.9261,-16.7267,0.294054,25.26,1526909332,22433,25.26,2,14,1526909332,0.667
dataset_1,1,25126,-19.1668,-16.3642,0.293402,25.204,1526909608,22531,25.204,2,14,1526909608,0.667
dataset_1,1,25789,-18.9653,-16.6849,0,25.26,1526910925,23006,25.26,22,5,1526910925,0
dataset_1,1,25819,-19.0596,-16.6502,0,25.308,1526910980,23026,25.308,13,5,1526910980,0
dataset_1,1,25848,-19.1538,-16.615,0,25.356,1526911035,23046,25.356,4,5,1526911035,0
dataset_1,1,25878,-19.1967,-16.5409,0,25.34,1526911090,23065,25.34,4,5,1526911090,0
dataset_1,1,26193,-18.953,-16.674,0.146716,25.244,1526911704,23286,25.244,8,9,1526911704,0.333
dataset_1,1,26222,-18.9659,-16.5683,0.146367,25.184,1526911759,23306,25.184,5,9,1526911759,0.333
dataset_1,1,26249,-19.09,-16.5597,0.146879,25.272,1526911814,23326,25.272,8,9,1526911814,0.333
dataset_1,1,26275,-19.1477,-16.4929,0.146879,25.272,1526911869,23346,25.272,2,9,1526911869,0.333
