Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,24952,-18.8974,-16.8133,-0.294473,25.296,1528109302,22414,25.296,2,6,1528109302,-0.667
dataset_1,1,24981,-18.8542,-16.6632,-0.292936,25.164,1528109358,22433,25.164,2,6,1528109358,-0.667
dataset_1,1,25333,-18.7924,-16.7434,-0.7325,25.18,1528110073,22690,25.18,3,2,1528110073,-1.667
dataset_1,1,25414,-18.9304,-16.5082,-0.730987,25.128,1528110238,22751,25.128,3,2,1528110238,-1.667
dataset_1,1,25752,-18.7466,-16.6382,-0.583253,25.072,1528110878,22981,25.072,15,31,1528110878,-1.333
dataset_1,1,25781,-18.8257,-16.5971,-0.583998,25.104,1528110934,23000,25.104,10,31,1528110934,-1.333
dataset_1,1,25812,-18.8894,-16.5306,-0.584091,25.108,1528110989,23021,25.108,10,31,1528110989,-1.333
dataset_1,1,25842,-18.9227,-16.4377,-0.583253,25.072,1528111044,23042,25.072,5,31,1528111044,-1.333
dataset_1,1,25873,-19.0224,-16.4081,-0.584556,25.128,1528111100,23062,25.128,5,31,1528111100,-1.333
dataset_1,1,26044,-18.5146,-16.8588,-0.437078,25.044,1528111453,23188,25.044,3,1,1528111453,-1
dataset_1,1,26072,-18.2975,-16.5446,-0.430586,24.672,1528111508,23208,24.672,3,1,1528111508,-1
dataset_1,1,26129,-18.6037,-16.5927,-0.435123,24.932,1528111618,23247,24.932,3,1,1528111618,-1
dataset_1,1,26158,-18.7992,-16.6497,-0.438335,25.116,1528111674,23267,25.116,3,1,1528111674,-1
dataset_1,1,26289,-19.2207,-16.4334,-0.441406,25.292,1528111950,23367,25.292,3,1,1528111950,-1
dataset_1,1,26316,-19.3326,-16.4068,-0.442593,25.36,1528112005,23388,25.36,3,1,1528112005,-1
dataset_1,1,26342,-19.4175,-16.3684,-0.443291,25.4,1528112060,23407,25.4,3,1,1528112060,-1
