Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,24933,-18.8772,-16.8841,-0.294845,25.328,1527509229,22399,25.328,2,6,1527509229,-0.667
dataset_1,1,24960,-18.8194,-16.7145,-0.293029,25.172,1527509284,22419,25.172,2,6,1527509284,-0.667
dataset_1,1,25013,-18.9957,-16.6295,-0.293914,25.248,1527509395,22460,25.248,4,6,1527509395,-0.667
dataset_1,1,25040,-19.0415,-16.5526,-0.293728,25.232,1527509450,22480,25.232,2,6,1527509450,-0.667
dataset_1,1,25067,-19.172,-16.5547,-0.294892,25.332,1527509506,22499,25.332,2,6,1527509506,-0.667
dataset_1,1,25174,-18.8241,-17.4375,-0.149134,25.66,1527509732,22579,25.66,4,10,1527509732,-0.333
dataset_1,1,25371,-18.9115,-16.6727,-0.14653,25.212,1527510119,22720,25.212,4,10,1527510119,-0.333
dataset_1,1,25424,-18.8553,-16.3907,-0.145205,24.984,1527510230,22760,24.984,4,10,1527510230,-0.333
dataset_1,1,25506,-19.3126,-16.448,-0.147437,25.368,1527510396,22818,25.368,4,10,1527510396,-0.333
dataset_1,1,25562,-19.4209,-16.3076,-0.14739,25.36,1527510506,22858,25.36,4,10,1527510506,-0.333
dataset_1,1,25761,-19.017,-16.7835,0,25.364,1527510886,22997,25.364,4,5,1527510886,0
dataset_1,1,25790,-19.0365,-16.6887,0,25.316,1527510941,23016,25.316,4,5,1527510941,0
dataset_1,1,25819,-18.9859,-16.5216,0,25.168,1527510996,23037,25.168,4,5,1527510996,0
