Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,24923,-18.4315,-16.6017,-1.44464,24.848,1529609169,22379,24.848,1,20,1529609169,-3.333
dataset_1,1,24950,-18.5104,-16.5676,-1.44673,24.884,1529609224,22397,24.884,1,20,1529609224,-3.333
dataset_1,1,24980,-18.6905,-16.6117,-1.45627,25.048,1529609280,22417,25.048,1,20,1529609280,-3.333
dataset_1,1,25008,-18.7243,-16.5193,-1.45417,25.012,1529609335,22438,25.012,1,20,1529609335,-3.333
dataset_1,1,25285,-18.4444,-16.7244,-1.30484,24.932,1529609892,22640,24.932,5,24,1529609892,-3
dataset_1,1,25312,-18.4672,-16.6396,-1.30275,24.892,1529609947,22658,24.892,5,24,1529609947,-3
dataset_1,1,25395,-18.6734,-16.4744,-1.30505,24.936,1529610113,22718,24.936,5,24,1529610113,-3
dataset_1,1,25560,-18.1091,-16.9047,-1.15397,24.8,1529610443,22837,24.8,16,23,1529610443,-2.667
dataset_1,1,25587,-18.1944,-16.86,-1.15546,24.832,1529610498,22858,24.832,5,23,1529610498,-2.667
dataset_1,1,25615,-18.3648,-16.8992,-1.16253,24.984,1529610554,22878,24.984,5,23,1529610554,-2.667
dataset_1,1,25700,-18.5319,-16.7038,-1.16216,24.976,1529610719,22937,24.976,5,23,1529610719,-2.667
dataset_1,1,25787,-18.3196,-16.1736,-1.13834,24.464,1529610885,22996,24.464,5,23,1529610885,-2.667
dataset_1,1,26077,-18.5611,-16.842,-1.0211,25.084,1529611442,23198,25.084,3,27,1529611442,-2.333
dataset_1,1,26104,-18.593,-16.753,-1.01964,25.048,1529611498,23218,25.048,3,27,1529611498,-2.333
dataset_1,1,26132,-18.562,-16.608,-1.01475,24.928,1529611553,23238,24.928,3,27,1529611553,-2.333
