Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25269,-18.5725,-16.5941,-1.30526,24.94,1529310022,22682,24.94,5,24,1529310022,-3
dataset_1,1,25298,-18.6302,-16.5232,-1.30505,24.936,1529310077,22703,24.936,5,24,1529310077,-3
dataset_1,1,25326,-18.7777,-16.5373,-1.31133,25.056,1529310133,22723,25.056,5,24,1529310133,-3
dataset_1,1,25633,-18.4931,-16.6454,-1.159,24.908,1529310738,22941,24.908,23,23,1529310738,-2.667
dataset_1,1,25663,-18.5868,-16.6127,-1.16123,24.956,1529310793,22961,24.956,11,23,1529310793,-2.667
dataset_1,1,25692,-18.57,-16.4814,-1.15658,24.856,1529310849,22981,24.856,16,23,1529310849,-2.667
dataset_1,1,25721,-18.6995,-16.4858,-1.16123,24.956,1529310904,23000,24.956,5,23,1529310904,-2.667
dataset_1,1,25750,-18.7631,-16.4316,-1.16179,24.968,1529310959,23019,24.968,5,23,1529310959,-2.667
dataset_1,1,25957,-17.9987,-16.5391,-0.995863,24.464,1529311351,23162,24.464,3,27,1529311351,-2.333
dataset_1,1,26034,-18.584,-16.7272,-1.01866,25.024,1529311517,23221,25.024,3,27,1529311517,-2.333
dataset_1,1,26063,-18.6661,-16.6835,-1.01996,25.056,1529311573,23241,25.056,3,27,1529311573,-2.333
dataset_1,1,26091,-18.6135,-16.5142,-1.01377,24.904,1529311628,23262,24.904,3,27,1529311628,-2.333
dataset_1,1,26174,-18.7224,-16.2751,-1.01068,24.828,1529311793,23320,24.828,3,27,1529311793,-2.333
dataset_1,1,26200,-18.7878,-16.2057,-1.01084,24.832,1529311849,23342,24.832,3,27,1529311849,-2.333
dataset_1,1,26255,-18.8517,-16.0327,-1.00824,24.768,1529311959,23382,24.768,3,27,1529311959,-2.333
