Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,24818,-18.333,-16.7932,-1.44789,24.904,1530609087,22331,24.904,1,20,1530609087,-3.333
dataset_1,1,24845,-18.3531,-16.6942,-1.44487,24.852,1530609142,22351,24.852,1,20,1530609142,-3.333
dataset_1,1,24872,-18.3491,-16.5738,-1.43999,24.768,1530609197,22371,24.768,1,20,1530609197,-3.333
dataset_1,1,25589,-18.1577,-16.6618,-1.72326,24.704,1530610629,22886,24.704,17,15,1530610629,-4
dataset_1,1,25617,-18.2363,-16.6113,-1.72494,24.728,1530610684,22907,24.728,8,15,1530610684,-4
dataset_1,1,25672,-18.3044,-16.4409,-1.72047,24.664,1530610795,22947,24.664,17,15,1530610795,-4
dataset_1,1,25702,-18.4033,-16.4141,-1.72438,24.72,1530610850,22967,24.72,8,15,1530610850,-4
dataset_1,1,25846,-17.8133,-16.9219,-1.57463,24.62,1530611131,23067,24.62,7,19,1530611131,-3.667
dataset_1,1,25875,-17.8955,-16.8757,-1.57643,24.648,1530611186,23088,24.648,3,19,1530611186,-3.667
dataset_1,1,25903,-18.1612,-17.0068,-1.59459,24.932,1530611241,23108,24.932,3,19,1530611241,-3.667
dataset_1,1,25986,-18.1941,-16.6835,-1.58205,24.736,1530611407,23168,24.736,3,19,1530611407,-3.667
dataset_1,1,26091,-18.1899,-16.218,-1.56184,24.42,1530611629,23248,24.42,7,19,1530611629,-3.667
dataset_1,1,26120,-18.4108,-16.3,-1.57591,24.64,1530611684,23268,24.64,3,19,1530611684,-3.667
dataset_1,1,26147,-18.4468,-16.223,-1.57438,24.616,1530611739,23287,24.616,3,19,1530611739,-3.667
dataset_1,1,26200,-18.5023,-16.0441,-1.56952,24.54,1530611850,23327,24.54,7,19,1530611850,-3.667
