Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,24945,-18.9218,-16.8942,0.295311,25.368,1526709271,22404,25.368,2,14,1526709271,0.667
dataset_1,1,24973,-19.0135,-16.8573,0.295823,25.412,1526709326,22424,25.412,2,14,1526709326,0.667
dataset_1,1,25030,-19.1757,-16.7517,0.296429,25.464,1526709437,22466,25.464,2,14,1526709437,0.667
dataset_1,1,25057,-19.1102,-16.5772,0.294519,25.3,1526709492,22486,25.3,2,14,1526709492,0.667
dataset_1,1,25250,-18.2339,-16.6206,0.430656,24.676,1526709884,22625,24.676,4,18,1526709884,1
dataset_1,1,25339,-19.12,-17.0593,0.44727,25.628,1526710050,22686,25.628,4,18,1526710050,1
dataset_1,1,25368,-18.9759,-16.8121,0.442523,25.356,1526710106,22706,25.356,4,18,1526710106,1
dataset_1,1,25396,-19.0945,-16.7986,0.443919,25.436,1526710161,22726,25.436,4,18,1526710161,1
dataset_1,1,25425,-19.0387,-16.6378,0.441336,25.288,1526710216,22745,25.288,4,18,1526710216,1
dataset_1,1,25452,-18.7191,-16.2436,0.43261,24.788,1526710272,22765,24.788,4,18,1526710272,1
dataset_1,1,26131,-18.905,-16.9089,0.147413,25.364,1526711587,23239,25.364,2,9,1526711587,0.333
dataset_1,1,26187,-18.9656,-16.7322,0.146995,25.292,1526711698,23278,25.292,11,9,1526711698,0.333
dataset_1,1,26216,-19.1081,-16.7338,0.147623,25.4,1526711753,23299,25.4,5,9,1526711753,0.333
dataset_1,1,26244,-19.1483,-16.6512,0.147483,25.376,1526711808,23319,25.376,2,9,1526711808,0.333
dataset_1,1,26270,-19.2487,-16.6209,0.147809,25.432,1526711863,23339,25.432,2,9,1526711863,0.333
