Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25339,-19.0009,-17.0545,0.445665,25.536,1526310039,22669,25.536,4,18,1526310039,1
dataset_1,1,25368,-18.9618,-16.9002,0.443361,25.404,1526310094,22689,25.404,4,18,1526310094,1
dataset_1,1,25397,-19.0596,-16.8684,0.444268,25.456,1526310150,22709,25.456,8,18,1526310150,1
dataset_1,1,25425,-19.1243,-16.8071,0.444408,25.464,1526310205,22729,25.464,4,18,1526310205,1
dataset_1,1,25453,-19.2432,-16.7928,0.445804,25.544,1526310260,22749,25.544,4,18,1526310260,1
dataset_1,1,25479,-19.1868,-16.626,0.443152,25.392,1526310315,22769,25.392,4,18,1526310315,1
dataset_1,1,25646,-19.0163,-17.4436,0.600468,25.812,1526310641,22887,25.812,4,13,1526310641,1.333
dataset_1,1,25702,-18.7906,-16.9965,0.589581,25.344,1526310751,22927,25.344,4,13,1526310751,1.333
dataset_1,1,25786,-18.9109,-16.7604,0.587999,25.276,1526310917,22985,25.276,8,13,1526310917,1.333
dataset_1,1,25815,-18.9992,-16.7147,0.588837,25.312,1526310972,23006,25.312,8,13,1526310972,1.333
dataset_1,1,25846,-19.0515,-16.649,0.588744,25.308,1526311028,23025,25.308,4,13,1526311028,1.333
dataset_1,1,25934,-19.3432,-16.544,0.59228,25.46,1526311193,23086,25.46,4,13,1526311193,1.333
dataset_1,1,25963,-19.5349,-16.5903,0.596374,25.636,1526311248,23106,25.636,4,13,1526311248,1.333
dataset_1,1,25967,-18.4359,-17.2641,0.73506,25.268,1526311253,23108,25.268,4,17,1526311253,1.667
dataset_1,1,25992,-19.6051,-16.5383,0.596839,25.656,1526311304,23125,25.656,4,13,1526311304,1.333
dataset_1,1,26052,-18.3711,-16.8458,0.725402,24.936,1526311419,23168,24.936,4,17,1526311419,1.667
dataset_1,1,26081,-18.4889,-16.8354,0.727729,25.016,1526311474,23188,25.016,4,17,1526311474,1.667
dataset_1,1,26217,-19.0803,-16.7861,0.739598,25.424,1526311751,23286,25.424,4,17,1526311751,1.667
dataset_1,1,26246,-18.7022,-16.338,0.722725,24.844,1526311806,23306,24.844,4,17,1526311806,1.667
dataset_1,1,26353,-19.2393,-16.3393,0.734594,25.252,1526312028,23386,25.252,4,17,1526312028,1.667
dataset_1,1,26381,-19.3085,-16.2823,0.73506,25.268,1526312083,23406,25.268,4,17,1526312083,1.667
