timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
2467315755,inf,0,0,0,0
2468330484,inf,0,0,0,0
2469338487,inf,0,0,0,0
2470353707,inf,0,0,0,0
2471370485,inf,0,0,0,0
2472388520,inf,0,0,0,0
2473399374,inf,0,0,0,0
2474415185,inf,0,0,0,0
2475432479,inf,0,0,0,0
2476432698,inf,0,0,0,0
2477448775,inf,0,0,0,0
2478466490,inf,0,0,0,0
2479466551,inf,0,0,0,0
2480482302,inf,0,0,0,0
2481498376,inf,0,0,0,0
2482515622,inf,0,0,0,0
2483515901,inf,0,0,0,0
2484532481,inf,0,0,0,0
2485548977,inf,0,0,0,0
2486557548,inf,0,0,0,0
2487576496,inf,0,0,0,0
2488590338,inf,0,0,0,0
2489602816,inf,0,0,0,0
2490606485,inf,0,0,0,0
2491625148,inf,0,0,0,0
2492628506,inf,0,0,0,0
2493644483,inf,0,0,0,0
2494655620,inf,0,0,0,0
2495670480,inf,0,0,0,0
2496674464,inf,0,0,0,0
2497678484,inf,0,0,0,0
2498697184,inf,0,0,0,0
2499703625,inf,0,0,0,0
2500718587,inf,0,0,0,0
2501719626,inf,0,0,0,0
2502727595,inf,0,0,0,0
2503745498,inf,0,0,0,0
2504749488,inf,0,0,0,0
2505764533,inf,0,0,0,0
2506765562,inf,0,0,0,0
2507781503,inf,0,0,0,0
2508793653,inf,0,0,0,0
2509809532,inf,0,0,0,0
2510814492,inf,0,0,0,0
2511832355,inf,0,0,0,0
2512839177,inf,0,0,0,0
2513843744,inf,0,0,0,0
2514862916,inf,0,0,0,0
2515878472,inf,0,0,0,0
2516897502,inf,0,0,0,0
2517916853,inf,0,0,0,0
2518930943,inf,0,0,0,0
2519951645,inf,0,0,0,0
2520959620,inf,0,0,0,0
2521963245,inf,0,0,0,0
2522969486,inf,0,0,0,0
2523985484,inf,0,0,0,0
2524985489,inf,0,0,0,0
2525993432,inf,0,0,0,0
2526996030,inf,0,0,0,0
2528010087,inf,0,0,0,0
2529022950,inf,0,0,0,0
2530034576,inf,0,0,0,0
2531055211,inf,0,0,0,0
2532075117,inf,0,0,0,0
2533079756,inf,0,0,0,0
2534084480,inf,0,0,0,0
2535094140,inf,0,0,0,0
2536094494,inf,0,0,0,0
2537114561,inf,0,0,0,0
2538130551,inf,0,0,0,0
2539134413,inf,0,0,0,0
2540135602,inf,0,0,0,0
2541155722,inf,0,0,0,0
2542161491,inf,0,0,0,0
2543163777,inf,0,0,0,0
2544177502,inf,0,0,0,0
2545179726,inf,0,0,0,0
2546201661,inf,0,0,0,0
2547217664,inf,0,0,0,0
2548226482,inf,0,0,0,0
2549233571,inf,0,0,0,0
2550235640,inf,0,0,0,0
2551239638,inf,0,0,0,0
2552259282,inf,0,0,0,0
2553275612,inf,0,0,0,0
2554277221,inf,0,0,0,0
2555294581,inf,0,0,0,0
2556296586,inf,0,0,0,0
2557300797,inf,0,0,0,0
2558311031,inf,0,0,0,0
2559315624,inf,0,0,0,0
2560319069,inf,0,0,0,0
2561322486,inf,0,0,0,0
2562329485,inf,0,0,0,0
2563336505,inf,0,0,0,0
2564349563,inf,0,0,0,0
2565357370,inf,0,0,0,0
2566357504,inf,0,0,0,0
2567357626,inf,0,0,0,0
2568366508,inf,0,0,0,0
2569367599,inf,0,0,0,0
2570371724,inf,0,0,0,0
2571380954,inf,0,0,0,0
2572400485,inf,0,0,0,0
2573401716,inf,0,0,0,0
2574417538,inf,0,0,0,0
2575432486,inf,0,0,0,0
2576437293,inf,0,0,0,0
2577454179,inf,0,0,0,0
2578459633,inf,0,0,0,0
2579478482,inf,0,0,0,0
2580494202,inf,0,0,0,0
2581500486,inf,0,0,0,0
2582518385,inf,0,0,0,0
2583533491,inf,0,0,0,0
2584540500,inf,0,0,0,0
2585550855,inf,0,0,0,0
2586563017,inf,0,0,0,0
2589614965,inf,0,0,0,0
2590628802,inf,0,0,0,0
2591639624,inf,0,0,0,0
2592644675,inf,0,0,0,0
2593661480,inf,0,0,0,0
2594668562,inf,0,0,0,0
2595680836,inf,0,0,0,0
2596696923,inf,0,0,0,0
2597714507,inf,0,0,0,0
2598732063,inf,0,0,0,0
2599735652,inf,0,0,0,0
2600751632,inf,0,0,0,0
2601757669,inf,0,0,0,0
2602759666,inf,0,0,0,0
2603759943,inf,0,0,0,0
2604767911,inf,0,0,0,0
2605769692,inf,0,0,0,0
2606771099,inf,0,0,0,0
2607786007,inf,0,0,0,0
2608801573,inf,0,0,0,0
2609803369,inf,0,0,0,0
2610814955,inf,0,0,0,0
2611832136,inf,0,0,0,0
2612838908,inf,0,0,0,0
2613840496,inf,0,0,0,0
2614857484,inf,0,0,0,0
2615877247,inf,0,0,0,0
2616890585,inf,0,0,0,0
2617911723,inf,0,0,0,0
2618930357,inf,0,0,0,0
2619932183,inf,0,0,0,0
2620946149,inf,0,0,0,0
2621953402,inf,0,0,0,0
2622953491,inf,0,0,0,0
2623953684,inf,0,0,0,0
2624963916,inf,0,0,0,0
2625964494,inf,0,0,0,0
2626969370,inf,0,0,0,0
2627970487,inf,0,0,0,0
2628977488,inf,0,0,0,0
2629986858,inf,0,0,0,0
2631003124,inf,0,0,0,0
2632023284,inf,0,0,0,0
2633043706,inf,0,0,0,0
2634050960,inf,0,0,0,0
2635053491,inf,0,0,0,0
2636073482,inf,0,0,0,0
2637092681,inf,0,0,0,0
2638113481,inf,0,0,0,0
2639115721,inf,0,0,0,0
2640134546,inf,0,0,0,0
2641150522,inf,0,0,0,0
2642170824,inf,0,0,0,0
2643190180,inf,0,0,0,0
2644200488,inf,0,0,0,0
2645217499,inf,0,0,0,0
2646220497,inf,0,0,0,0
2647236921,inf,0,0,0,0
2648249688,inf,0,0,0,0
2649261344,inf,0,0,0,0
2650277340,inf,0,0,0,0
2651293534,inf,0,0,0,0
2652310519,inf,0,0,0,0
2653328484,inf,0,0,0,0
2654336523,inf,0,0,0,0
2655355669,inf,0,0,0,0
2656356515,inf,0,0,0,0
2657366480,inf,0,0,0,0
2658382190,inf,0,0,0,0
2659397491,inf,0,0,0,0
2660405494,inf,0,0,0,0
2661410537,inf,0,0,0,0
2662427724,inf,0,0,0,0
2663432673,inf,0,0,0,0
2664455267,inf,0,0,0,0
2665474541,inf,0,0,0,0
2666487588,inf,0,0,0,0
2667505480,inf,0,0,0,0
2668525187,inf,0,0,0,0
2669525494,inf,0,0,0,0
2670544500,inf,0,0,0,0
2671560584,inf,0,0,0,0
2672566491,inf,0,0,0,0
2673581245,inf,0,0,0,0
2674594482,inf,0,0,0,0
2675614488,inf,0,0,0,0
2676629520,inf,0,0,0,0
2677631754,inf,0,0,0,0
2679639244,inf,0,0,0,0
2680647634,inf,0,0,0,0
2681664484,inf,0,0,0,0
2682678016,inf,0,0,0,0
2683697543,inf,0,0,0,0
2684701484,inf,0,0,0,0
2685709568,inf,0,0,0,0
2686730248,inf,0,0,0,0
2687750855,inf,0,0,0,0
2688751676,inf,0,0,0,0
2689771159,inf,0,0,0,0
2690771920,inf,0,0,0,0
2691775840,inf,0,0,0,0
2692785129,inf,0,0,0,0
2693789690,inf,0,0,0,0
2694804482,inf,0,0,0,0
2695809512,inf,0,0,0,0
2696812424,inf,0,0,0,0
2697830490,inf,0,0,0,0
2698845484,inf,0,0,0,0
2699858907,inf,0,0,0,0
2700878841,inf,0,0,0,0
2701894503,inf,0,0,0,0
2702897718,inf,0,0,0,0
2703912512,inf,0,0,0,0
2704919626,inf,0,0,0,0
2705935583,inf,0,0,0,0
2706939697,inf,0,0,0,0
2707952486,inf,0,0,0,0
2708954566,inf,0,0,0,0
2709973002,inf,0,0,0,0
2710990548,inf,0,0,0,0
2712009500,inf,0,0,0,0
2713028591,inf,0,0,0,0
2714028661,inf,0,0,0,0
2715046855,inf,0,0,0,0
2716066207,inf,0,0,0,0
2717083667,inf,0,0,0,0
2718086436,inf,0,0,0,0
2719103620,inf,0,0,0,0
2720111032,inf,0,0,0,0
2721117531,inf,0,0,0,0
2722120447,inf,0,0,0,0
2723138386,inf,0,0,0,0
2724139686,inf,0,0,0,0
2725153647,inf,0,0,0,0
2726159927,inf,0,0,0,0
2727170999,inf,0,0,0,0
2728186567,inf,0,0,0,0
2729198579,inf,0,0,0,0
2730214527,inf,0,0,0,0
2731230516,inf,0,0,0,0
2732250503,inf,0,0,0,0
2733262533,inf,0,0,0,0
2734264480,inf,0,0,0,0
2735275636,inf,0,0,0,0
2736295641,inf,0,0,0,0
2737307200,inf,0,0,0,0
2738307702,inf,0,0,0,0
2739328480,inf,0,0,0,0
2740328894,inf,0,0,0,0
2741349354,inf,0,0,0,0
2742362493,inf,0,0,0,0
2743374449,inf,0,0,0,0
2744392587,inf,0,0,0,0
2745408802,inf,0,0,0,0
2746420984,inf,0,0,0,0
2747430399,inf,0,0,0,0
2748438451,inf,0,0,0,0
2749438496,inf,0,0,0,0
2750447079,inf,0,0,0,0
2751450175,inf,0,0,0,0
2752451567,inf,0,0,0,0
2753459868,inf,0,0,0,0
2754465438,inf,0,0,0,0
2755480623,inf,0,0,0,0
2756481597,inf,0,0,0,0
2757504029,inf,0,0,0,0
2758520483,inf,0,0,0,0
2759521488,inf,0,0,0,0
2760538373,inf,0,0,0,0
2761542500,inf,0,0,0,0
2762557435,inf,0,0,0,0
2763570351,inf,0,0,0,0
2764585643,inf,0,0,0,0
2765598878,inf,0,0,0,0
2766617632,inf,0,0,0,0
2767619114,inf,0,0,0,0
2768634483,inf,0,0,0,0
2769651595,inf,0,0,0,0
2770671108,inf,0,0,0,0
2771688855,inf,0,0,0,0
2772692176,inf,0,0,0,0
2773696542,inf,0,0,0,0
2774696871,inf,0,0,0,0
2775704480,inf,0,0,0,0
2776711210,inf,0,0,0,0
2777730555,inf,0,0,0,0
2778733492,inf,0,0,0,0
2779734488,inf,0,0,0,0
2780736919,inf,0,0,0,0
2781753493,inf,0,0,0,0
2782769547,inf,0,0,0,0
2783786094,inf,0,0,0,0
2784804532,inf,0,0,0,0
2787834754,inf,0,0,0,0
2789842609,inf,0,0,0,0
2790858533,inf,0,0,0,0
2791866517,inf,0,0,0,0
2792874835,inf,0,0,0,0
2793878528,inf,0,0,0,0
2794891572,inf,0,0,0,0
2795902148,inf,0,0,0,0
2796916504,inf,0,0,0,0
2797932467,inf,0,0,0,0
2798945499,inf,0,0,0,0
2799948747,inf,0,0,0,0
2800968492,inf,0,0,0,0
2801985555,inf,0,0,0,0
2802988716,inf,0,0,0,0
2804007853,inf,0,0,0,0
2805025197,inf,0,0,0,0
2806032042,inf,0,0,0,0
2807045582,inf,0,0,0,0
2808062487,inf,0,0,0,0
2809073665,inf,0,0,0,0
2810090932,inf,0,0,0,0
2811105611,inf,0,0,0,0
2812122488,inf,0,0,0,0
2813133506,inf,0,0,0,0
2814149482,inf,0,0,0,0
2815165381,inf,0,0,0,0
2816178485,inf,0,0,0,0
2817189531,inf,0,0,0,0
2818207550,inf,0,0,0,0
2819216488,inf,0,0,0,0
2820219682,inf,0,0,0,0
2821235199,inf,0,0,0,0
2822236484,inf,0,0,0,0
2823252509,inf,0,0,0,0
2824254881,inf,0,0,0,0
2825256480,inf,0,0,0,0
2826259725,inf,0,0,0,0
2827268642,inf,0,0,0,0
2828284480,inf,0,0,0,0
2829303659,inf,0,0,0,0
2830304506,inf,0,0,0,0
