timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
2468080137,24016975,37.1022701,-76.3875065,27.010254,-83.164345,-5.675445,-0.0051764916,-0.00053137715,0.0,-0.0032779628,0.10237762,-0.008315773,0.012468443,-0.12507585,0.013086374,0.06673187,0.41343048,0.7174793,-0.5360359,-0.10185647,-2.3111293,0.1,0.008315773,0.266542,0.23547165,0.14425367,0.09478697,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2468180571,24016975,37.1022701,-76.3875065,27.011198,-83.15437,-5.6779556,-0.0051764916,-0.00053137715,0.0,-0.016549699,0.10779138,-0.002746832,0.014106435,-0.12507585,0.013086374,0.06673187,0.19583632,1.746268,0.5003023,-0.10204923,-2.3111293,0.1,0.002746832,0.25538534,0.23473197,0.13966067,0.09434461,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2468284464,24016975,37.1022701,-76.3875065,27.012959,-83.14467,-5.6781964,-0.0051764916,-0.00053137715,0.0,0.017931823,0.13972057,-0.011077413,0.0045734174,-0.12507585,0.013086374,0.06673187,0.13533242,-0.074716054,-0.32963794,-0.10117452,-2.3111293,0.10013485,0.011077413,0.26651037,0.23566966,0.14421645,0.094831735,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2468384443,24016975,37.1022701,-76.3875065,27.014978,-83.135925,-5.679335,-0.0051764916,-0.00053137715,0.0,-0.018068492,0.109292105,-0.009034898,0.0046953172,-0.12507585,0.013086374,0.06673187,-1.014043,0.16522485,-0.15873331,-0.100466095,-2.3111293,0.10127354,0.009034898,0.25619292,0.23550598,0.13999449,0.09454467,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2468484373,24016975,37.1022701,-76.3875065,27.017324,-83.12674,-5.675068,-0.0051764916,-0.00053137715,0.0,0.015796024,0.096034914,-0.0067457445,0.010631302,-0.12507585,0.013086374,0.06673187,-0.049612466,0.11036398,-0.19297937,-0.1015158,-2.3111293,0.1,0.0067457445,0.2664819,0.23586,0.14420795,0.094873786,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2468588404,24016975,37.1022701,-76.3875065,27.019585,-83.1169,-5.673296,-0.0051764916,-0.00053137715,0.0,0.0035581428,0.10240192,-0.004531035,0.013429467,-0.12507585,0.013086374,0.06673187,-0.12740156,-0.3923786,-0.27823552,-0.102590375,-2.3111293,0.1,0.004531035,0.25616932,0.23568328,0.13997026,0.09458205,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2468688059,24016975,37.1022701,-76.3875065,27.023384,-83.106964,-5.671819,-0.0051764916,-0.00053137715,0.0,0.00052889856,0.10236964,-0.008255426,0.0098598525,-0.12507585,0.013086374,0.06673187,-0.78055686,-0.418231,-0.36678988,-0.102955446,-2.3111293,0.1,0.008255426,0.26733446,0.23660502,0.14454612,0.09506199,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2468792503,24016975,37.1022701,-76.3875065,27.026398,-83.09663,-5.6717725,-0.0051764916,-0.00053137715,0.0,0.008121947,0.10384644,-0.010593159,0.0071392395,-0.12507585,0.013086374,0.06673187,1.190049,2.1756704,1.4258808,-0.10460723,-2.3111293,0.1,0.010593159,0.27908972,0.23587908,0.14917967,0.09514288,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2468896512,24016975,37.1022701,-76.3875065,27.030949,-83.0857,-5.6704264,-0.0051764916,-0.00053137715,0.0,0.03493358,0.07053177,-0.058297537,-0.03768572,-0.12507585,0.013086374,0.06673187,-0.11979804,-2.0451171,-6.3673263,-0.099696115,-2.3111293,0.1,0.058297537,0.2678111,0.23572667,0.14468159,0.09486908,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2469000379,24016975,37.1022701,-76.3875065,27.046305,-83.09259,-5.6888986,-0.0051764916,-0.00053137715,0.0,0.24748546,-0.24611464,-0.38481522,-0.36278376,-0.12507585,0.013086374,0.06673187,0.41616964,-4.5465245,-9.241412,-0.08945983,-2.3111293,0.11083698,0.38481522,0.25749084,0.2355812,0.14049223,0.09459269,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
