timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
2466008505,2465624615,245,536883724,383.89,255,190
2476008754,2475619345,246,536883724,389.40903,255,190
2486009506,2485628913,247,536883724,380.59302,255,190
2496009626,2495621214,248,536883724,388.41202,255,190
2505909769,2505621384,249,536883724,288.385,255,190
2516013991,2515630171,250,536883724,383.82,255,190
2525960904,2525625393,251,536883724,335.51102,255,190
2535910510,2535622369,252,536883724,288.14102,255,190
2545970795,2545628147,253,536883724,342.648,255,190
2556165724,2555628866,254,536883724,536.85803,255,190
2565862518,2565622221,255,536883724,240.29701,255,190
2575964899,2575621346,256,536883724,343.553,255,190
2585921819,2585618167,257,536883724,303.652,255,190
2595964839,2595629606,258,536883724,335.233,255,190
2605866446,2605626268,259,536883724,240.17801,255,190
2615890503,2615621352,260,536883724,269.151,255,190
2646169201,2645620364,263,536883726,548.83704,255,190
2655915867,2655624590,264,536883726,291.277,255,190
2665975654,2665623193,265,536883726,352.46103,255,190
2675926078,2675622015,266,536883726,304.06302,255,190
2685917707,2685625724,267,536883726,291.983,255,190
2696017608,2695625645,268,536883726,391.963,255,190
2705867928,2705624680,269,536883726,243.24802,255,190
2715874795,2715619713,270,536883726,255.08202,255,190
2725968702,2725620080,271,536883726,348.622,255,190
2735928338,2735620112,272,536883726,308.226,255,190
2745873229,2745629605,273,536883726,243.62401,255,190
2756028367,2755620830,274,536883726,407.53702,255,190
2765877453,2765622334,275,536883726,255.11902,255,190
2775871811,2775620392,276,536883726,251.419,255,190
2786026497,2785625371,277,536883726,401.126,255,190
2795971838,2795623747,278,536883726,348.091,255,190
2805877747,2805623932,279,536883726,253.81502,255,190
2816126048,2815626851,280,536883726,499.19702,255,190
2825872530,2825628126,281,536883726,244.404,255,190
2835873966,2835620916,282,536883726,253.05002,255,190
2845974161,2845628678,283,536883726,345.483,255,190
2855875225,2855623056,284,536883726,252.169,255,190
2865930879,2865622441,285,536883726,308.43802,255,190
2876025507,2875621760,286,536883726,403.747,255,190
2885924517,2885625454,287,536883726,299.06302,255,190
2896025754,2895624030,288,536883726,401.72403,255,190
2906025649,2905629605,289,536883726,396.044,255,190
2916184468,2915624032,290,536883726,560.43604,255,190
