timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
2467283335,0.5354009,0.07927318,0.107824534
2918519319,0.522445,0.08087059,0.10036828
2918719250,0.53505766,0.08609842,0.081185155
2918923953,0.48398447,0.07908811,0.07301074
2919127322,0.5127615,0.084121734,0.07835547
2919327257,0.49377593,0.08033677,0.068643376
