timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
2467876967,4.713135,0.0,0,1,1,1,1,0,0
2468376955,4.7663083,0.0,0,1,1,1,1,0,0
2468886962,4.705078,0.0,0,1,1,1,1,0,0
2469386955,4.6841307,0.0,0,1,1,1,1,0,0
2469886990,4.6937985,0.0,0,1,1,1,1,0,0
2470386963,4.7373047,0.0,0,1,1,1,1,0,0
2470886987,4.690576,0.0,0,1,1,1,1,0,0
2471386955,4.6841307,0.0,0,1,1,1,1,0,0
2471896955,4.738916,0.0,0,1,1,1,1,0,0
2472396961,4.7356935,0.0,0,1,1,1,1,0,0
2472896997,4.7356935,0.0,0,1,1,1,1,0,0
2473396955,4.7324705,0.0,0,1,1,1,1,0,0
2473896968,4.7356935,0.0,0,1,1,1,1,0,0
2474406955,4.7356935,0.0,0,1,1,1,1,0,0
2474906955,4.7324705,0.0,0,1,1,1,1,0,0
2475406955,4.729248,0.0,0,1,1,1,1,0,0
2475916955,4.7356935,0.0,0,1,1,1,1,0,0
2476416955,4.7308593,0.0,0,1,1,1,1,0,0
2476916955,4.7340817,0.0,0,1,1,1,1,0,0
2477416956,4.729248,0.0,0,1,1,1,1,0,0
2477916955,4.7340817,0.0,0,1,1,1,1,0,0
2478416955,4.7308593,0.0,0,1,1,1,1,0,0
2478926956,4.724414,0.0,0,1,1,1,1,0,0
2479426955,4.6841307,0.0,0,1,1,1,1,0,0
2479936981,4.740527,0.0,0,1,1,1,1,0,0
2480437004,4.7340817,0.0,0,1,1,1,1,0,0
2480936965,4.674463,0.0,0,1,1,1,1,0,0
2481437007,4.7340817,0.0,0,1,1,1,1,0,0
2481936956,4.6825194,0.0,0,1,1,1,1,0,0
2482446989,4.726025,0.0,0,1,1,1,1,0,0
2482946955,4.7340817,0.0,0,1,1,1,1,0,0
2483456964,4.727637,0.0,0,1,1,1,1,0,0
2483956990,4.7356935,0.0,0,1,1,1,1,0,0
2484456955,4.727637,0.0,0,1,1,1,1,0,0
2484956964,4.7356935,0.0,0,1,1,1,1,0,0
2485456955,4.7340817,0.0,0,1,1,1,1,0,0
2485966955,4.7340817,0.0,0,1,1,1,1,0,0
2486466955,4.729248,0.0,0,1,1,1,1,0,0
2486966983,4.7340817,0.0,0,1,1,1,1,0,0
2487466965,4.7421384,0.0,0,1,1,1,1,0,0
2487976955,4.6825194,0.0,0,1,1,1,1,0,0
2488476955,4.6970215,0.0,0,1,1,1,1,0,0
2488976955,4.6873536,0.0,0,1,1,1,1,0,0
2489476956,4.729248,0.0,0,1,1,1,1,0,0
2489986955,4.6825194,0.0,0,1,1,1,1,0,0
2490486955,4.6776853,0.0,0,1,1,1,1,0,0
2490996962,4.7308593,0.0,0,1,1,1,1,0,0
2491496955,4.7340817,0.0,0,1,1,1,1,0,0
2491996955,4.738916,0.0,0,1,1,1,1,0,0
2492497001,4.738916,0.0,0,1,1,1,1,0,0
2492996955,4.7356935,0.0,0,1,1,1,1,0,0
2493506955,4.738916,0.0,0,1,1,1,1,0,0
2494006955,4.7308593,0.0,0,1,1,1,1,0,0
2494506986,4.7373047,0.0,0,1,1,1,1,0,0
2495016974,4.740527,0.0,0,1,1,1,1,0,0
2495516967,4.7373047,0.0,0,1,1,1,1,0,0
2496016988,4.727637,0.0,0,1,1,1,1,0,0
2496516985,4.726025,0.0,0,1,1,1,1,0,0
2497016969,4.71958,0.0,0,1,1,1,1,0,0
2497526955,4.7453613,0.0,0,1,1,1,1,0,0
2498026985,4.690576,0.0,0,1,1,1,1,0,0
2498526957,4.729248,0.0,0,1,1,1,1,0,0
2499026956,4.6728516,0.0,0,1,1,1,1,0,0
2499526955,4.680908,0.0,0,1,1,1,1,0,0
2500036955,4.740527,0.0,0,1,1,1,1,0,0
2500536968,4.726025,0.0,0,1,1,1,1,0,0
2501036994,4.6712403,0.0,0,1,1,1,1,0,0
2501536955,4.7211914,0.0,0,1,1,1,1,0,0
2502036955,4.6696286,0.0,0,1,1,1,1,0,0
2502546957,4.714746,0.0,0,1,1,1,1,0,0
2503047003,4.748584,0.0,0,1,1,1,1,0,0
2503546955,4.729248,0.0,0,1,1,1,1,0,0
2504046968,4.7083006,0.0,0,1,1,1,1,0,0
2504546955,4.748584,0.0,0,1,1,1,1,0,0
2505056955,4.74375,0.0,0,1,1,1,1,0,0
2505556955,4.7308593,0.0,0,1,1,1,1,0,0
2506066965,4.724414,0.0,0,1,1,1,1,0,0
2506566968,4.7340817,0.0,0,1,1,1,1,0,0
2507066955,4.748584,0.0,0,1,1,1,1,0,0
2507566955,4.726025,0.0,0,1,1,1,1,0,0
2508066965,4.7083006,0.0,0,1,1,1,1,0,0
2508576955,4.674463,0.0,0,1,1,1,1,0,0
2509076955,4.6970215,0.0,0,1,1,1,1,0,0
2509576968,4.7518067,0.0,0,1,1,1,1,0,0
2510086955,4.676074,0.0,0,1,1,1,1,0,0
2510586955,4.7115235,0.0,0,1,1,1,1,0,0
2511086995,4.7066894,0.0,0,1,1,1,1,0,0
2511586955,4.6970215,0.0,0,1,1,1,1,0,0
2512096989,4.727637,0.0,0,1,1,1,1,0,0
2512596955,4.714746,0.0,0,1,1,1,1,0,0
2513106955,4.7308593,0.0,0,1,1,1,1,0,0
2513606955,4.7324705,0.0,0,1,1,1,1,0,0
2514106955,4.727637,0.0,0,1,1,1,1,0,0
2514616997,4.709912,0.0,0,1,1,1,1,0,0
2515116955,4.727637,0.0,0,1,1,1,1,0,0
2515616974,4.7421384,0.0,0,1,1,1,1,0,0
2516116967,4.7324705,0.0,0,1,1,1,1,0,0
2516616971,4.7066894,0.0,0,1,1,1,1,0,0
2517116955,4.748584,0.0,0,1,1,1,1,0,0
2517626989,4.6873536,0.0,0,1,1,1,1,0,0
2518126956,4.690576,0.0,0,1,1,1,1,0,0
2518626955,4.6696286,0.0,0,1,1,1,1,0,0
2519136955,4.729248,0.0,0,1,1,1,1,0,0
2519636960,4.679297,0.0,0,1,1,1,1,0,0
2520136972,4.6776853,0.0,0,1,1,1,1,0,0
2520636968,4.729248,0.0,0,1,1,1,1,0,0
2521146955,4.7228026,0.0,0,1,1,1,1,0,0
2521646955,4.729248,0.0,0,1,1,1,1,0,0
2522146985,4.727637,0.0,0,1,1,1,1,0,0
