timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
2467876178,-0.032262538,0.09478659,-0.007074117,-0.023691177,-0.058799744,0.07316208,0.0,0.0,0.0,0.029891223,0.0,0.0,0.0,0.0,0.0,0.26109487,0.26109442,0.5716371,0.28877497,0.2887747,4.056098,0.0,0.0,0.0,0.09016686,0.0,0.0,0.0,0.0,0.0,0.00021971548,0.0057936376,0.013270449,0.0,0.0,0.0,0.0,0.0,0.0
2468080137,0.01320906,0.08624907,0.047586106,-0.021108627,-0.05898285,0.11520386,0.0,0.0,0.0,-0.036323167,0.0,0.0,0.0,0.0,0.0,0.26090133,0.26090088,0.5716255,0.28787956,0.2878793,4.0562263,0.0,0.0,0.0,0.090166956,0.0,0.0,0.0,0.0,0.0,0.00029705855,0.004524284,0.010381491,0.0,0.0,0.0,0.0,0.0,0.0
2468284464,-0.008053246,0.12461603,-0.02496231,-0.021709442,-0.04535675,0.026618958,0.0,0.0,0.0,-0.07607268,0.0,0.0,0.0,0.0,0.0,0.2610299,0.26102942,0.571618,0.2884582,0.2884579,4.056044,0.0,0.0,0.0,0.09016679,0.0,0.0,0.0,0.0,0.0,0.00019028451,0.005574835,0.012180127,0.0,0.0,0.0,0.0,0.0,0.0
2468484373,-0.0034311176,0.11926663,-0.059641458,-0.03073883,-0.05467987,0.040454865,0.0,0.0,0.0,0.014925152,0.0,0.0,0.0,0.0,0.0,0.26102826,0.2610276,0.57162714,0.28844848,0.28844815,4.0561347,0.0,0.0,0.0,0.09016659,0.0,0.0,0.0,0.0,0.0,0.00014875736,0.0061098323,0.015028321,0.0,0.0,0.0,0.0,0.0,0.0
2468688059,-0.009827531,0.089252055,0.049975898,-0.03788948,-0.06275177,0.24692154,0.0,0.0,0.0,0.059093013,0.0,0.0,0.0,0.0,0.0,0.261022,0.26102144,0.57163465,0.28844,0.28843963,4.0562162,0.0,0.0,0.0,0.09016661,0.0,0.0,0.0,0.0,0.0,0.00011666402,0.004009282,0.009441813,0.0,0.0,0.0,0.0,0.0,0.0
2468888346,-0.0037041781,0.098811716,-0.06058468,-0.042518616,-0.056732178,-0.16340256,0.0,0.0,0.0,0.026606597,0.0,0.0,0.0,0.0,0.0,0.26118088,0.26118037,0.5715818,0.28920537,0.28920498,4.056071,0.0,0.0,0.0,0.090166494,0.0,0.0,0.0,0.0,0.0,9.8222896e-05,0.0049627814,0.014077081,0.0,0.0,0.0,0.0,0.0,0.0
2469092532,0.048725255,0.11895224,0.12647514,-0.045684814,-0.057235718,0.0029945374,0.0,0.0,0.0,0.03080269,0.0,0.0,0.0,0.0,0.0,0.2609833,0.26098236,0.5715755,0.28831255,0.28831217,4.055907,0.0,0.0,0.0,0.09016637,0.0,0.0,0.0,0.0,0.0,0.00012265112,0.0029650182,0.008105887,0.0,0.0,0.0,0.0,0.0,0.0
2469292577,0.05062212,-0.042975083,-0.3795268,-0.053819656,-0.060890198,0.9955292,0.0,0.0,0.0,0.00176958,0.0,0.0,0.0,0.0,0.0,0.26124975,0.2612415,0.571587,0.28833333,0.28833306,4.0560117,0.0,0.0,0.0,0.09016653,0.0,0.0,0.0,0.0,0.0,0.00029756088,0.024171142,0.08397858,0.0,0.0,0.0,0.0,0.0,0.0
2469492463,0.100202814,-0.11687854,-0.33320355,-0.05332184,-0.0632782,1.5545387,0.0,0.0,0.0,0.012972757,0.0,0.0,0.0,0.0,0.0,0.26151422,0.26148152,0.571596,0.28840187,0.28840142,4.0561094,0.0,0.0,0.0,0.09016664,0.0,0.0,0.0,0.0,0.0,0.00044097262,0.035300814,0.12585457,0.0,0.0,0.0,0.0,0.0,0.0
2469696419,0.00033169985,-0.10194981,-0.1640498,-0.05653763,-0.07862091,-0.42626953,0.0,0.0,0.0,0.01185035,0.0,0.0,0.0,0.0,0.0,0.26156035,0.26150194,0.57160574,0.2884773,0.2884749,4.0559826,0.0,0.0,0.0,0.09016654,0.0,0.0,0.0,0.0,0.0,0.0003555444,0.01739033,0.067020684,0.0,0.0,0.0,0.0,0.0,0.0
