timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
2467284102,37.10251297493576,-76.38844535467103,3.3715184,27.006872,-83.26171,-5.6826477,-0.10210028,1,1,0
2918508452,37.10251548136424,-76.38842070000825,5.0981646,27.285553,-81.075226,-7.4092937,-2.6925845,1,1,0
