timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
2467601564,2467601564,2463434513,0,0,1,53,0,0,0,100,1,42
2468557649,2467601564,2468557649,0,0,1,53,0,0,0,100,1,42
2468602777,2468602777,2468557649,0,0,1,53,0,0,0,100,1,42
2469606547,2469606547,2468557649,0,0,1,53,0,0,0,100,1,42
2470586571,2470586571,2468557649,0,0,1,53,0,0,0,100,1,42
2471604974,2471604974,2468557649,0,0,1,53,0,0,0,100,1,42
2472594921,2472594921,2468557649,0,0,1,53,0,0,0,100,1,42
2473612489,2473612489,2468557649,0,0,1,53,0,0,0,100,1,42
2473676472,2473612489,2473676472,0,0,1,53,0,0,0,100,1,42
2474610830,2474610830,2473676472,0,0,1,53,0,0,0,100,1,42
2475612491,2475612491,2473676472,0,0,1,53,0,0,0,100,1,42
2476609244,2476609244,2473676472,0,0,1,53,0,0,0,100,1,42
2477606088,2477606088,2473676472,0,0,1,53,0,0,0,100,1,42
2478610468,2478610468,2473676472,0,0,1,53,0,0,0,100,1,42
2478796733,2478610468,2478796733,0,0,1,53,0,0,0,100,1,42
2479633544,2479633544,2478796733,0,0,1,53,0,0,0,100,1,42
2480631811,2480631811,2478796733,0,0,1,53,0,0,0,100,1,42
2481627624,2481627624,2478796733,0,0,1,53,0,0,0,100,1,42
2482635630,2482635630,2478796733,0,0,1,53,0,0,0,100,1,42
2483634474,2483634474,2478796733,0,0,1,53,0,0,0,100,1,42
2483945489,2483634474,2483945489,0,0,1,53,0,0,0,100,1,42
2484641635,2484641635,2483945489,0,0,1,53,0,0,0,100,1,42
2485637492,2485637492,2483945489,0,0,1,53,0,0,0,100,1,42
2486628529,2486628529,2483945489,0,0,1,53,0,0,0,100,1,42
2487627892,2487627892,2483945489,0,0,1,53,0,0,0,100,1,42
2488633421,2488633421,2483945489,0,0,1,53,0,0,0,100,1,42
2489070334,2488633421,2489070334,0,0,1,53,0,0,0,100,1,42
2489633225,2489633225,2489070334,0,0,1,53,0,0,0,100,1,42
2490626845,2490626845,2489070334,0,0,1,53,0,0,0,100,1,42
2491626513,2491626513,2489070334,0,0,1,53,0,0,0,100,1,42
2492628005,2492628005,2489070334,0,0,1,53,0,0,0,100,1,42
2493630586,2493630586,2489070334,0,0,1,53,0,0,0,100,1,42
2494188409,2493630586,2494188409,0,0,1,53,0,0,0,100,1,42
2494644463,2494644463,2494188409,0,0,1,53,0,0,0,100,1,42
2495641573,2495641573,2494188409,0,0,1,53,0,0,0,100,1,42
2496641518,2496641518,2494188409,0,0,1,53,0,0,0,100,1,42
2497646469,2497646469,2494188409,0,0,1,53,0,0,0,100,1,42
2498652775,2498652775,2494188409,0,0,1,53,0,0,0,100,1,42
2499306483,2498652775,2499306483,0,0,1,53,0,0,0,100,1,42
2499646509,2499646509,2499306483,0,0,1,53,0,0,0,100,1,42
2500659661,2500659661,2499306483,0,0,1,53,0,0,0,100,1,42
2501647629,2501647629,2499306483,0,0,1,53,0,0,0,100,1,42
2502646191,2502646191,2499306483,0,0,1,53,0,0,0,100,1,42
2503647757,2503647757,2499306483,0,0,1,53,0,0,0,100,1,42
2504428636,2503647757,2504428636,0,0,1,53,0,0,0,100,1,42
2504649478,2504649478,2504428636,0,0,1,53,0,0,0,100,1,42
2505648053,2505648053,2504428636,0,0,1,53,0,0,0,100,1,42
2506644746,2506644746,2504428636,0,0,1,53,0,0,0,100,1,42
2507650506,2507650506,2504428636,0,0,1,53,0,0,0,100,1,42
2508645371,2508645371,2504428636,0,0,1,53,0,0,0,100,1,42
2509549644,2508645371,2509549644,0,0,1,53,0,0,0,100,1,42
2509653280,2509653280,2509549644,0,0,1,53,0,0,0,100,1,42
2511647227,2511647227,2509549644,0,0,1,53,0,0,0,100,1,42
2512644478,2512644478,2509549644,0,0,1,53,0,0,0,100,1,42
2513646923,2513646923,2509549644,0,0,1,53,0,0,0,100,1,42
2514648667,2514648667,2509549644,0,0,1,53,0,0,0,100,1,42
2514667667,2514648667,2514667667,0,0,1,53,0,0,0,100,1,42
2515646471,2515646471,2514667667,0,0,1,53,0,0,0,100,1,42
2516646584,2516646584,2514667667,0,0,1,53,0,0,0,100,1,42
2517646486,2517646486,2514667667,0,0,1,53,0,0,0,100,1,42
2518645710,2518645710,2514667667,0,0,1,53,0,0,0,100,1,42
2519646100,2519646100,2514667667,0,0,1,53,0,0,0,100,1,42
2519787615,2519646100,2519787615,0,0,1,53,0,0,0,100,1,42
2520646225,2520646225,2519787615,0,0,1,53,0,0,0,100,1,42
2521650731,2521650731,2519787615,0,0,1,53,0,0,0,100,1,42
2522646502,2522646502,2519787615,0,0,1,53,0,0,0,100,1,42
2523645466,2523645466,2519787615,0,0,1,53,0,0,0,100,1,42
2524645553,2524645553,2519787615,0,0,1,53,0,0,0,100,1,42
2524905476,2524645553,2524905476,0,0,1,53,0,0,0,100,1,42
2525644035,2525644035,2524905476,0,0,1,53,0,0,0,100,1,42
2526649618,2526649618,2524905476,0,0,1,53,0,0,0,100,1,42
2527638553,2527638553,2524905476,0,0,1,53,0,0,0,100,1,42
2528645748,2528645748,2524905476,0,0,1,53,0,0,0,100,1,42
2529645397,2529645397,2524905476,0,0,1,53,0,0,0,100,1,42
2530033665,2529645397,2530033665,0,0,1,53,0,0,0,100,1,42
2530647670,2530647670,2530033665,0,0,1,53,0,0,0,100,1,42
2531655178,2531655178,2530033665,0,0,1,53,0,0,0,100,1,42
2532648471,2532648471,2530033665,0,0,1,53,0,0,0,100,1,42
2533648470,2533648470,2530033665,0,0,1,53,0,0,0,100,1,42
2534661618,2534661618,2530033665,0,0,1,53,0,0,0,100,1,42
2535145479,2534661618,2535145479,0,0,1,53,0,0,0,100,1,42
2535649471,2535649471,2535145479,0,0,1,53,0,0,0,100,1,42
2536645689,2536645689,2535145479,0,0,1,53,0,0,0,100,1,42
