timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
2467875697,0.0011861287,-0.0013076309,-0.00030755735,-0.00094501016,-0.00065636623,-9.528612e-05,0.0
2468035684,-0.002212083,-0.0004642103,-0.002515344,-0.0025810162,-0.0015456378,-0.00013700093,0.0
2468067743,-0.001277443,0.003754437,0.0052837473,-0.0029099765,-0.0017228466,-0.00013640794,0.0
2468099681,-0.0070185177,-0.005086608,-0.0056477413,-0.003233564,-0.0018858166,-0.0001376142,0.0
2468131671,-0.0039903075,0.00021474995,0.0050932644,-0.0035734463,-0.0020748626,-0.00012616008,0.0
2468163730,-0.026448563,-0.018341918,-0.0027368502,-0.0038690981,-0.0022153105,-0.00014673392,0.0
2468195775,-0.020964043,-0.012642967,0.005874526,-0.0041790954,-0.0023786966,-0.00015833873,0.0
2468227760,-0.03452373,-0.023544116,-0.0007301438,-0.0044849645,-0.0024882914,-0.00015706292,0.0
2468259693,-0.044369817,0.017351737,0.0075530424,-0.004615011,-0.0026785405,-0.00022643697,0.0
2468291694,0.0051320065,-0.009116223,0.044172976,-0.00504134,-0.0028203689,-0.0003704509,0.0
2468323724,0.031234361,0.03837239,-0.0073655588,-0.005367384,-0.003040963,-0.0005621536,0.0
2468355746,0.041984558,0.021114927,-0.008485484,-0.005679366,-0.0031932741,-0.0004816001,0.0
2468387676,0.07194306,0.020813514,0.016618771,-0.0061124973,-0.0033934715,-0.0005920982,0.0
2468419745,0.050251216,0.00867581,-0.01850212,-0.006586686,-0.0036356924,-0.0005869891,0.0
2468451725,0.037623823,-0.002754109,-0.009831476,-0.0070019807,-0.0037688052,-0.0005402891,0.0
2468483773,0.0016897712,-0.007939927,-0.008613911,-0.007367265,-0.0039033822,-0.0004725152,0.0
2468515681,-0.021310301,-0.01489647,-0.010577898,-0.00770745,-0.0040360633,-0.000443233,0.0
2468547741,-0.047480527,-0.01726822,-0.015238995,-0.00801277,-0.0041959328,-0.00036642922,0.0
2468579707,-0.050346293,-0.017768037,-0.006381941,-0.008283014,-0.0043034446,-0.00029871555,0.0
2468611744,-0.04387129,-0.0040590037,-0.004790538,-0.008540093,-0.004434403,-0.00026821584,0.0
2468643725,-0.029956408,0.0132843405,-0.0051495945,-0.008807704,-0.004582019,-0.00022910503,0.0
2468675721,-0.011168672,0.015140645,-0.0045262133,-0.009106999,-0.0047560465,-0.00020666448,0.0
2468707718,-0.01266595,0.010517843,-0.008984664,-0.009418641,-0.0049217334,-0.00019347497,0.0
2468739775,-0.04644241,-0.050492942,-0.012547184,-0.009700453,-0.005028899,-0.00012252385,0.0
2468771685,-0.17326963,-0.16531529,-0.026133474,-0.009819195,-0.0049965377,9.7470165e-06,0.0
2468803862,-0.34846708,-0.3416178,-0.021289136,-0.009685124,-0.0046633217,0.00019480175,0.0
2468835715,-0.58105457,-0.5247084,0.011649762,-0.009182302,-0.003986173,0.00025519475,0.0
2468867781,-0.7154915,-0.68173575,0.027184997,-0.008245873,-0.0029248232,0.00015280188,0.0
2468899704,-0.74725085,-0.6776134,0.053178206,-0.006962739,-0.0015643181,-8.6631284e-05,0.0
2468931729,-0.57650375,-0.4513873,0.060223117,-0.005612855,-0.00025232366,-0.00042999332,0.0
2468963946,-0.30327854,-0.09731741,0.089277245,-0.004430746,0.0007924844,-0.000922562,0.0
2468995733,-0.09265803,0.22021891,0.111936346,-0.0034448972,0.0014239433,-0.0016186486,0.0
2469027717,-0.035786502,0.32923815,0.082619734,-0.0025405681,0.0017535764,-0.0023108262,0.0
2469059678,-0.121876925,0.1963537,0.06818029,-0.0015918507,0.0020067485,-0.0028750317,0.0
2469091738,-0.19043182,0.06647623,0.0512959,-0.000601291,0.0024131157,-0.003350516,0.0
2469123761,-0.16868988,0.16546474,0.062825054,0.00036633224,0.0026676839,-0.0038353112,0.0
2469155706,-0.04862941,0.30620188,0.07789594,0.0012018231,0.0027055452,-0.004447346,0.0
2469187859,0.16533935,0.38906983,0.07735534,0.0019276657,0.002571658,-0.00514786,0.0
2469219748,0.38174337,0.3897798,0.04641036,0.0024165225,0.0024312367,-0.005717947,0.0
2469251733,0.42901102,0.36528224,0.025107777,0.0027259788,0.0022627967,-0.006101158,0.0
2469283715,0.39579132,0.34688383,0.027914139,0.0029269224,0.00208724,-0.0064503644,0.0
2469315687,0.40377137,0.2875348,0.031674575,0.0030608957,0.0018576696,-0.0068383045,0.0
2469347749,0.46088618,0.23204193,0.019733557,0.0030885083,0.0016792569,-0.0072125085,0.0
2469379714,0.5282875,0.23146701,0.02332839,0.0029746068,0.0015530712,-0.007564061,0.0
2469411717,0.54196286,0.29210737,0.019816736,0.0027579856,0.0013577518,-0.00792811,0.0
2469443670,0.4964928,0.26532695,0.0226437,0.0025094694,0.001062219,-0.008291101,0.0
2469475731,0.45461035,0.22268727,0.027837368,0.0022293478,0.00071392115,-0.008674027,0.0
2469507761,0.4378894,0.22891721,0.022810187,0.0019162605,0.0003689038,-0.009076305,0.0
2469539701,0.43951565,0.2666595,0.0141039565,0.0015364548,-4.083923e-05,-0.0094332965,0.0
2469571714,0.44178113,0.27593303,0.012663281,0.0010686247,-0.0005690627,-0.009764211,0.0
2469603709,0.43812916,0.23942095,0.013098138,0.0004984019,-0.0011785517,-0.0100876875,0.0
2469635708,0.36416206,0.20015377,0.015006878,-0.00010884489,-0.0017995142,-0.010406124,0.0
2469667663,0.26893148,0.14221357,0.015135615,-0.0006345684,-0.002373363,-0.010748238,0.0
2469699704,0.16602106,0.09503066,0.012448096,-0.0010363889,-0.0029042677,-0.011081581,0.0
2469731677,0.11875132,0.043282036,0.009523592,-0.0013572107,-0.003382878,-0.011382318,0.0
2469763748,0.080028325,-0.01789871,0.0006481209,-0.0016532067,-0.0038159348,-0.011647412,0.0
2469795677,-0.0049242787,-0.08278479,0.00032929436,-0.0019090389,-0.0041622617,-0.011906043,0.0
2469827712,-0.047967643,-0.121904425,-0.00031304167,-0.0020904825,-0.0044267415,-0.012142806,0.0
2469859731,-0.025874725,-0.12571819,-0.008943951,-0.0022421584,-0.0046519567,-0.012356175,0.0
2469891754,-0.020356141,-0.11598602,-0.011303156,-0.002412075,-0.0048943013,-0.012536765,0.0
2469923718,-0.028428761,-0.113633774,-0.007817304,-0.0025927627,-0.0051489486,-0.012718798,0.0
2469955724,-0.057191327,-0.109559625,-0.00611306,-0.0027789965,-0.0054136897,-0.01290873,0.0
2469987699,-0.08240487,-0.10805573,-0.00030418037,-0.0029448105,-0.0056917532,-0.013103259,0.0
2470019755,-0.055627394,-0.095443256,-0.0060721026,-0.0031038055,-0.0059724227,-0.013295768,0.0
2470051707,-0.04788509,-0.10648743,-0.006814109,-0.003255266,-0.006238352,-0.013482524,0.0
2470083712,-0.057460435,-0.11536558,-0.0040427186,-0.00340977,-0.0064833346,-0.01368365,0.0
2470115671,-0.06441377,-0.11910901,-0.0004910252,-0.0035829842,-0.006716976,-0.013896006,0.0
2470147723,-0.064326316,-0.12703893,0.0038783443,-0.0037590677,-0.0069377436,-0.014119587,0.0
2470179644,-0.053636104,-0.11845777,0.0035735583,-0.003946558,-0.0071597067,-0.014340462,0.0
2470211637,-0.040678933,-0.11828419,0.0092329,-0.004161975,-0.00736987,-0.014582106,0.0
2470243651,-0.059317596,-0.12845978,0.0057401406,-0.0043808245,-0.0075672637,-0.014831255,0.0
2470275690,-0.085222825,-0.14784068,0.009608267,-0.004590378,-0.0077590337,-0.015083885,0.0
2470307692,-0.07290169,-0.13612083,0.004348555,-0.0047814786,-0.007935851,-0.015340279,0.0
2470339651,-0.09162345,-0.1378061,0.005584078,-0.0049536065,-0.008102475,-0.015610018,0.0
2470371674,-0.10020906,-0.14169343,0.008107687,-0.005111498,-0.00825429,-0.015891612,0.0
2470403687,-0.10781878,-0.15716927,0.011402489,-0.0052669467,-0.008385535,-0.016174583,0.0
2470435720,-0.10499522,-0.15257552,0.012729394,-0.0054086596,-0.008500049,-0.016478585,0.0
2470467642,-0.113172434,-0.14325279,0.008906344,-0.005540231,-0.008597127,-0.016784402,0.0
2470499693,-0.10257548,-0.13639078,0.004866864,-0.005653637,-0.008678658,-0.017080646,0.0
2470531708,-0.11131373,-0.15048133,0.0133573115,-0.005763996,-0.008754637,-0.01739678,0.0
2470563719,-0.09645344,-0.10945008,0.012012206,-0.0058729555,-0.008830686,-0.017722841,0.0
2470595640,-0.10682206,-0.10534796,0.013071803,-0.005974268,-0.008899861,-0.018057859,0.0
2470627706,-0.11426231,-0.13265426,0.011384067,-0.006068738,-0.008950863,-0.018377436,0.0
2470659712,-0.09002605,-0.1230575,0.010217066,-0.0061720065,-0.008989208,-0.018688122,0.0
2470691749,-0.08295063,-0.10536491,0.004634712,-0.0062818085,-0.009034644,-0.018978251,0.0
2470723684,-0.07201591,-0.10922163,-0.00044937734,-0.006389033,-0.009075212,-0.019270474,0.0
2470755716,-0.09299438,-0.10763722,0.0011175737,-0.0064808447,-0.00912126,-0.019540127,0.0
2470787708,-0.10218176,-0.07924932,0.00023621123,-0.0065566264,-0.009178486,-0.019809587,0.0
2470819741,-0.08913869,-0.060637802,-0.004171502,-0.006621956,-0.00924087,-0.020052012,0.0
2470851667,-0.08667898,-0.06655382,-0.004940769,-0.006674164,-0.009300882,-0.020292208,0.0
2470883683,-0.076137856,-0.051023457,-0.0051319404,-0.0067320787,-0.0093690595,-0.0205174,0.0
2470915693,-0.063793205,-0.03682343,-0.005948855,-0.0067951125,-0.0094381925,-0.020740604,0.0
2470947732,-0.06373766,-0.045962986,-0.008460821,-0.0068426304,-0.009496931,-0.020955665,0.0
2470979731,-0.07177186,-0.04787995,-0.0068583675,-0.006888994,-0.0095606465,-0.02115416,0.0
2471011683,-0.068622746,-0.025258906,-0.009205887,-0.0069336416,-0.009637579,-0.021340657,0.0
2471043740,-0.05543411,-0.02122309,-0.015838148,-0.0069811433,-0.009716251,-0.021501314,0.0
2471075703,-0.053843103,-0.031986278,-0.011813924,-0.007028302,-0.009806959,-0.02165986,0.0
