timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
2467899180,0.20634513,-0.04514108,0.3510217
2468021253,0.20931657,-0.039021812,0.34211835
2468046873,0.21525945,-0.031372726,0.33915055
2468059196,0.21823087,-0.026783276,0.3554734
2468070709,0.20931657,-0.03443236,0.34805393
2468083200,0.20931657,-0.046670895,0.34805393
2468094560,0.20337369,-0.04973053,0.34657004
2468107157,0.20783085,-0.037491996,0.35250562
2468118685,0.2197166,-0.037491996,0.35250562
2468130932,0.2197166,-0.043611262,0.3554734
2468142746,0.20040226,-0.032902543,0.35250562
2468154880,0.20040226,-0.029842913,0.3554734
2468181498,0.20931657,-0.019134194,0.33915055
2468194959,0.20931657,-0.05279016,0.34657004
2468206745,0.2197166,-0.043611262,0.37179625
2468230827,0.21377371,-0.016074559,0.34657004
2468254588,0.212288,-0.02066401,0.33915055
2468278467,0.212288,-0.040551625,0.3628929
2468291020,0.20783085,-0.029842911,0.33321497
2468314989,0.22268803,-0.037491996,0.34805393
2468326709,0.21377371,-0.029842911,0.34211835
2468339194,0.20040226,-0.037491996,0.34211835
2468365336,0.20188798,-0.020664012,0.34508616
2468381469,0.20931657,-0.037491996,0.34953785
2468394857,0.21377371,-0.039021812,0.33618277
2468418867,0.21377371,-0.032902543,0.34657004
2468442532,0.212288,-0.046670895,0.35398954
2468466849,0.23011662,-0.043611262,0.35250562
2468502583,0.20634513,-0.02066401,0.34805393
2468526400,0.2286309,-0.020664008,0.35398954
2468538959,0.20931657,-0.046670895,0.34211835
2468550797,0.21525945,-0.03443236,0.34805393
2468574846,0.212288,-0.031372726,0.3628929
2468586798,0.20783085,-0.046670895,0.33173108
2468610933,0.212288,-0.03443236,0.34805393
2468622836,0.212288,-0.028313095,0.3510217
2468658848,0.22417374,-0.039021812,0.34211835
2468670394,0.20783085,-0.037491996,0.34657004
2468682984,0.21377371,-0.05279016,0.34657004
2468694882,0.21823087,-0.043611262,0.34211835
2468706935,0.20783085,-0.026783276,0.33618277
2468718803,0.20931657,-0.029842911,0.34211835
2468730837,0.20931657,-0.019134194,0.34211835
2468742772,0.20634513,-0.028313095,0.35844123
2468755140,0.21525945,-0.028313095,0.3510217
2468766398,0.21823087,-0.032902543,0.34657004
2468790740,0.19891654,-0.054319978,0.34211835
2468805348,0.22417374,-0.026783274,0.34211835
2468818928,0.22268803,-0.051260345,0.33915055
2468843056,0.22417374,-0.046670895,0.33321497
2468854336,0.23457377,-0.05584979,0.33321497
2468867316,0.2197166,-0.043611262,0.34211835
2468902782,0.24645951,-0.049730524,0.33618277
2468926595,0.24051665,-0.072677776,0.31540823
2468939337,0.27320245,-0.08491631,0.31244043
2468950488,0.22863092,-0.091035575,0.31392434
2468981457,0.24645951,-0.058909427,0.31837603
2468994853,0.25091666,-0.08950576,0.3243116
2469006789,0.25091666,-0.07573741,0.31244043
2469030883,0.24794523,-0.07726722,0.3287633
2469042962,0.24497382,-0.08950576,0.31837603
2469054562,0.23160234,-0.08338649,0.33321497
2469066576,0.24645951,-0.08491631,0.3272794
2469078629,0.24200237,-0.0742076,0.31540823
2469090772,0.24497382,-0.09715485,0.33321497
2469115054,0.24051665,-0.08338649,0.3243116
2469139011,0.24200238,-0.09715485,0.3228277
2469150740,0.23011662,-0.08491631,0.3272794
2469163294,0.24497381,-0.08491631,0.3243116
2469202781,0.21823087,-0.08338649,0.31985992
2469214467,0.21823089,-0.092565395,0.31540823
2469226766,0.21823087,-0.07726722,0.34211835
2469238877,0.212288,-0.07114796,0.3287633
2469250865,0.22565947,-0.08338649,0.34211835
2469274840,0.21823087,-0.0742076,0.34211835
2469286413,0.20931657,-0.06961815,0.34063447
2469298842,0.21525945,-0.071147956,0.33915055
2469322769,0.20931657,-0.05737961,0.34211835
2469334788,0.19891654,-0.074207604,0.33915055
2469358882,0.20783085,-0.07267778,0.34657004
2469370787,0.21823087,-0.04973053,0.34211835
2469382753,0.20931657,-0.055849794,0.34211835
2469406429,0.212288,-0.051260345,0.34805393
2469418838,0.19000223,-0.05126035,0.35398954
2469430584,0.212288,-0.03443236,0.35398954
2469454818,0.20040226,-0.037491996,0.361409
2469466866,0.20337369,-0.037491996,0.361409
2469478746,0.19148795,-0.0466709,0.36882848
2469490844,0.20931657,-0.046670895,0.35250562
2469514881,0.19297366,-0.013014929,0.36882848
2469538869,0.18554509,-0.028313097,0.3510217
2469562876,0.19594511,-0.019134196,0.36882848
2469574464,0.19594511,-0.014544745,0.36882848
2469587068,0.20040226,-0.026783278,0.361409
2469598766,0.18108793,-0.01301493,0.34953785
2469610938,0.18703079,-0.019134196,0.37476408
2469622833,0.18108793,-0.02219383,0.361409
2469634873,0.19594511,-0.008425479,0.35844123
2469646755,0.18108793,-0.019134197,0.36882848
2469670456,0.20188798,-0.025253464,0.36882848
2469682983,0.18703079,-0.00077639555,0.38069963
2469694580,0.18257365,-0.011485113,0.37328017
2469707135,0.18257365,-0.019134196,0.37328017
2469731045,0.17960219,-0.014544746,0.37328017
2469755008,0.17960219,-0.005365846,0.37624794
2469766773,0.18257365,0.0053428705,0.37328017
2469781217,0.18405935,-0.009955296,0.3658607
2469806757,0.17663077,0.0038130535,0.36882848
2469819043,0.18703079,0.0068726875,0.361409
2469830800,0.19297366,-0.006895662,0.3599251
2469854784,0.18108793,-0.009955296,0.37773186
2469867118,0.17514506,-0.008425481,0.3628929
2469878558,0.19000223,-0.011485112,0.36734456
2469890872,0.18554509,-0.019134196,0.37624794
2469902788,0.17365932,-0.02678328,0.3599251
2469914970,0.19594511,-0.008425479,0.36882848
2469950762,0.18405935,-0.0068956623,0.36882848
2469963059,0.19148795,-0.013014929,0.37179625
2469987266,0.20040226,-0.009955294,0.36882848
2469998789,0.17960219,-0.025253465,0.38218355
2470013358,0.17514506,-0.0007763966,0.36882848
2470038754,0.19743082,0.0068726884,0.37179625
2470050838,0.19743082,-0.013014928,0.3658607
2470062800,0.19891654,-0.013014928,0.37624794
2470074525,0.19891654,-0.005365845,0.37624794
2470086417,0.19891654,-0.014544744,0.3599251
2470125420,0.20783085,-0.022193827,0.361409
2470138843,0.19891654,-0.008425478,0.3599251
2470150869,0.19594511,-0.011485112,0.36882848
2470162751,0.20040226,-0.0007763944,0.3554734
2470174795,0.19743082,-0.01607456,0.3658607
2470186594,0.19297366,-0.009955295,0.3658607
2470198403,0.20188798,-0.019134196,0.3510217
2470210953,0.19743082,-0.013014928,0.361409
2470222761,0.19891654,-0.011485111,0.36734456
2470235333,0.19891654,-0.020664012,0.3628929
2470259306,0.20040226,-0.01607456,0.3658607
2470282870,0.20337369,-0.013014928,0.35250562
2470294430,0.20931657,-0.019134194,0.36734456
2470306877,0.19743082,0.0038130553,0.3658607
2470318869,0.21377371,-0.016074559,0.361409
2470330949,0.19743082,-0.009955294,0.34953785
2470342812,0.20783085,-0.026783276,0.35250562
2470354976,0.19743082,-0.01607456,0.35250562
2470366586,0.21525945,-0.0007763931,0.3628929
2470381275,0.20783085,-0.029842911,0.361409
2470394970,0.20634513,-0.014544744,0.3628929
2470419230,0.19297366,-0.01607456,0.3599251
2470430797,0.212288,-0.014544743,0.34508616
2470442793,0.20931657,-0.028313095,0.35844123
2470466755,0.20634513,-0.005365844,0.35844123
2470478499,0.2197166,-0.026783276,0.37179625
2470490582,0.20337369,-0.029842911,0.361409
2470502432,0.21823087,-0.029842911,0.3599251
2470514849,0.2286309,-0.011485109,0.34805393
2470526790,0.212288,-0.028313095,0.3599251
2470550356,0.20931657,-0.022193827,0.3554734
2470562525,0.20783085,-0.039021812,0.3599251
2470574604,0.22565947,-0.031372726,0.3599251
2470598291,0.2197166,-0.029842911,0.36882848
2470610580,0.20783085,-0.029842911,0.34211835
2470634740,0.2197166,-0.026783276,0.361409
2470646735,0.21377371,-0.029842911,0.3554734
2470682519,0.22268803,-0.031372726,0.33915055
2470694741,0.2197166,-0.032902543,0.35250562
2470706825,0.2286309,-0.03443236,0.35398954
2470730815,0.20931657,-0.043611262,0.34211835
