timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
1430858361,-0.9996926,0.001622677,-0.001941794,0.024663163,0.04367565,-0.0070199235,0.013245962,8.843461,-10.283248,-0.26282567,1.2739175e-05,-1.858241e-05,-2.1037295e-05,0.0002083503,-0.00038729847,-0.0007304348,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,1.1897333e-10,8.770726e-06,0.00061421335,6.8279775e-07,5.5819396e-06,5.5827677e-06,3.692814e-05,0.011902305,0.011902149,0.009602083,0.046490032,0.04649003,0.05692975,1.0447993e-11,1.0448124e-11,1.829949e-11,5.2925e-08,5.2925063e-08,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3049263,0.23859955,0.040115483,0.022886146,0.01525759,0.018068595,0.0,0.0,0.0,0.004058,0,0,0,831,0,0,0,0
1431062656,-0.9996918,0.0015379536,-0.002034539,0.024694137,0.04068265,-0.0008974779,0.0030744257,8.850563,-10.277575,-0.29360053,1.2721523e-05,-1.8594068e-05,-2.1017597e-05,0.00020833961,-0.00038727923,-0.0007192832,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,1.1969888e-10,8.866841e-06,0.00048146307,6.827818e-07,5.5743512e-06,5.5751684e-06,3.6949772e-05,0.011847959,0.011847806,0.00953355,0.046318352,0.046318352,0.056284785,1.0443601e-11,1.0443738e-11,1.8304969e-11,5.2925913e-08,5.2925976e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30436277,0.23724414,0.049703438,0.023720413,0.016781915,0.0066081323,0.0,0.0,0.0,0.004357,0,0,0,831,0,0,0,0
1431263180,-0.9996858,0.0016226658,-0.0020892683,0.024925228,0.035592664,0.00763879,0.0078611355,8.853946,-10.267185,-0.28090045,1.2684965e-05,-1.8623365e-05,-2.0939653e-05,0.0002083508,-0.00038728007,-0.00072287745,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,1.9063744e-08,0.00013131951,0.0026279048,6.8290814e-07,5.5771584e-06,5.57802e-06,3.697026e-05,0.011863799,0.011863644,0.009549218,0.046369884,0.046369873,0.05643494,1.0444763e-11,1.0444906e-11,1.8308575e-11,5.2926815e-08,5.292688e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30453202,0.23756039,0.13063264,0.021734634,0.017711475,0.0006348399,0.0,0.0,0.0,0.004084,0,0,0,831,0,0,0,0
1431464236,-0.9996814,0.0012018783,-0.002201638,0.02511898,0.043567345,0.026825525,0.008308295,8.854167,-10.258166,-0.25860587,1.2671797e-05,-1.8659422e-05,-2.0903566e-05,0.00020836125,-0.00038728677,-0.00072878407,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,3.5067856e-08,0.00025330656,0.005139924,6.8310425e-07,5.5853566e-06,5.586123e-06,3.7011643e-05,0.011932369,0.011932166,0.009520991,0.0466922,0.046692178,0.056109156,1.0450519e-11,1.0450667e-11,1.8318081e-11,5.2927764e-08,5.2927827e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30558857,0.23687372,0.020963738,0.024272325,0.020015808,0.0064995685,0.0,0.0,0.0,0.0043409998,0,0,0,831,0,0,0,0
1431665039,-0.99966735,0.0018356185,-0.0011337465,0.02569961,0.048362847,0.027955955,0.026914947,8.858886,-10.245588,-0.23160464,1.26471605e-05,-1.865595e-05,-2.0934998e-05,0.0002083674,-0.00038730184,-0.00073552725,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,2.5038e-08,0.00019500878,0.0045203413,6.84299e-07,5.5847845e-06,5.5857977e-06,3.6967253e-05,0.011911669,0.011911561,0.009532724,0.046596944,0.046596926,0.056153987,1.0447414e-11,1.0447572e-11,1.8305432e-11,5.2928634e-08,5.2928698e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30527672,0.23696832,0.008980884,0.012088551,0.022823235,0.037575617,0.0,0.0,0.0,0.004331,0,0,0,831,0,0,0,0
1431869774,-0.99968773,0.0021435758,-0.0020313158,0.024816407,0.010198933,0.02921231,0.019670459,8.853646,-10.234376,-0.22722197,1.2646844e-05,-1.8709354e-05,-2.088786e-05,0.00020837331,-0.00038729527,-0.00073496957,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,1.9600241e-08,0.00017742054,0.004509297,6.8258043e-07,5.5864066e-06,5.5874893e-06,3.698962e-05,0.011925809,0.011925713,0.009552103,0.046623155,0.046623133,0.05634969,1.0449069e-11,1.0449231e-11,1.8310697e-11,5.2929543e-08,5.2929607e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30536255,0.23738089,0.0155003145,0.037685588,0.024500877,0.029908251,0.0,0.0,0.0,0.004281,0,0,0,831,0,0,0,0
1432074690,-0.9997022,0.0028413418,-0.0031397427,0.024033392,0.012940107,0.034569655,0.011965386,8.852608,-10.220274,-0.18546282,1.2634016e-05,-1.8724211e-05,-2.0922515e-05,0.0002083829,-0.00038731485,-0.0007455486,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,5.8504685e-07,0.0006953183,0.013706817,6.814776e-07,5.594394e-06,5.5956143e-06,3.7031063e-05,0.012001543,0.012001447,0.0095260935,0.046934642,0.0469346,0.05604204,1.0454575e-11,1.04547464e-11,1.8319806e-11,5.29305e-08,5.2930563e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30638087,0.236732,0.079881884,0.023876974,0.023655716,0.083221994,0.0,0.0,0.0,0.004398,0,0,0,831,0,0,0,0
1432274551,-0.99948126,0.008542222,-0.024378741,0.01923429,-0.14054966,0.0022103176,-0.15797867,8.843826,-10.199968,-0.16599897,1.2604801e-05,-1.8729048e-05,-2.117455e-05,0.00020834012,-0.00038734628,-0.0007552304,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,5.408403e-07,0.0008660758,0.014217349,6.783693e-07,5.446473e-06,5.4318334e-06,3.7039204e-05,0.010775329,0.01077829,0.009388663,0.040308967,0.040308926,0.055705484,1.035258e-11,1.0352761e-11,1.832476e-11,5.2931334e-08,5.2931405e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.2839329,0.23602009,0.08316499,0.023231793,0.021212853,0.009964108,0.0,0.0,0.0,0.004259,0,0,0,831,0,0,0,0
1432475400,-0.9998095,0.008751609,-0.011252454,0.013338544,-0.2033642,-0.09161143,-0.86143047,8.813757,-10.207564,-0.30539083,1.26049335e-05,-1.872854e-05,-2.1309865e-05,0.00020828267,-0.00038733918,-0.0007460282,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,7.3908865e-07,0.001231522,0.017385026,6.695296e-07,5.5973564e-06,5.5988307e-06,3.70799e-05,0.012573322,0.012577211,0.009568368,0.04710885,0.047108985,0.056442264,1.045689e-11,1.0457071e-11,1.832975e-11,5.2932222e-08,5.2932318e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30694923,0.23757581,0.04290569,0.023231793,0.021212853,0.019727036,0.0,0.0,0.0,0.004308,0,0,0,831,0,0,0,0
1432675918,-0.99994636,0.006829305,-0.00067667593,0.0077688424,-0.23703192,-0.116816685,-1.0304844,8.776919,-10.222805,-0.5284386,1.26423265e-05,-1.8652125e-05,-2.1344029e-05,0.00020877688,-0.00038759847,-0.00073737325,0.1840634,0.04931962,0.436957,0.0,0.0,0.0,0.0,0.0,0.0,9.137616e-07,0.0013995111,0.01814349,6.642602e-07,5.406238e-06,5.4095176e-06,3.704417e-05,0.011220989,0.011225115,0.009421237,0.040465146,0.040465325,0.056027737,1.0343121e-11,1.03432705e-11,1.831989e-11,5.292983e-08,5.2929934e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.2844828,0.23670179,0.06147049,0.09945931,0.014290269,0.026106361,0.0,0.0,0.0,0.00405,0,0,0,831,0,0,0,0
