timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1430858361,37.10258039874985,-76.38812415558412,1.3033884,-0.0,0.046257343,-0.0040262723,0.008373968,-0.04929676,1.028253,1.2176065,0.0,2,0,0,0
1431062656,37.10258044169295,-76.38812408633108,1.2985609,-0.0,0.041779365,0.0026462236,0.010427964,-0.049298584,1.028086,1.2173417,0.0,2,0,0,0
1431263180,37.1025804635634,-76.3881239645682,1.3014503,-0.0,0.03850636,-7.495843e-05,0.0113136,-0.04915237,1.0281361,1.2174034,0.0,2,0,0,0
1431464236,37.10258045411212,-76.38812382899766,1.2918011,-0.0,0.034643408,0.0019477187,0.0058855372,-0.051369518,1.0284495,1.2172695,0.0,2,0,0,0
1431665039,37.102580464644326,-76.38812367341473,1.2718492,-0.0,0.0217618,0.024179932,0.017866507,-0.04977048,1.0283569,1.2172879,0.0,2,0,0,0
1431869774,37.10258042684741,-76.38812351472393,1.2502679,-0.0,0.020334495,0.038201,0.012780288,-0.0488358,1.0283824,1.2173684,0.0,2,0,0,0
1432074690,37.102580368655346,-76.38812335086061,1.2391087,-0.0,-0.07893801,0.01749959,-0.09742935,-0.04140989,1.0286852,1.217242,0.0,2,0,0,0
1432274551,37.10258007323439,-76.3881233378053,1.298545,-0.0,-0.19042172,-0.05945376,-0.8015372,-0.030335346,1.0222241,1.2171037,0.0,2,0,0,0
1432479170,37.1025796443443,-76.38812343960889,1.4839239,-0.0,-0.2371245,-0.11695924,-1.0244405,-0.017648831,1.0288546,1.2174064,0.0,2,0,0,0
1432679977,37.102579148041976,-76.38812371796485,1.6975069,-0.0,-0.2357669,-0.17319758,-1.0056614,-0.011681493,1.0225244,1.2173052,0.0,2,0,0,0
1432880745,37.10257884688276,-76.38812423777144,1.9026284,-0.0,-0.16320978,-0.30244836,-0.95994973,-0.008258344,1.0226192,1.217373,0.0,2,0,0,0
1433081780,37.10257869053057,-76.38812504939847,2.0945375,-0.0,-0.052291732,-0.39879635,-0.95510775,-0.007911704,1.0226884,1.2171096,0.0,2,0,0,0
1433282613,37.10257874928784,-76.38812607502227,2.2733655,-0.0,0.041229997,-0.40270126,-0.95168334,-0.010447827,1.0227951,1.2171848,0.0,2,0,0,0
1433483449,37.10257897996306,-76.38812706704138,2.4330444,-0.0,0.08316077,-0.39515063,-0.92461526,-0.012927796,1.022836,1.2172636,0.0,2,0,0,0
1433688222,37.10257927763882,-76.38812790444547,2.59369,-0.0,0.102434,-0.32324317,-0.9219661,-0.016731052,1.0231292,1.2171354,0.0,2,0,0,0
1433888757,37.10257956050291,-76.38812863286189,2.7694488,-0.0,0.09964141,-0.2786332,-0.92361015,-0.01774009,1.0230529,1.2171488,0.0,2,0,0,0
1434092939,37.102579811453644,-76.38812918741422,2.9658368,-0.0,0.08406975,-0.20030028,-0.9285196,-0.01732393,1.023122,1.2172226,0.0,2,0,0,0
1434294619,37.10258002797816,-76.38812948579447,3.1643896,-0.0,0.037606932,-0.115988545,-0.90776736,-0.020141812,1.0231776,1.2172997,0.0,2,0,0,0
1434498643,37.102580152810404,-76.3881296409152,3.3684788,-0.0,-0.009550255,-0.043913517,-0.91360146,-0.025372809,1.0234525,1.217168,0.0,2,0,0,0
1434699453,37.10258014026283,-76.38812965347537,3.5721924,-0.0,-0.057336412,-0.0050931056,-0.9211826,-0.030426165,1.0233852,1.2172282,0.0,2,0,0,0
