timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
1430857713,0.0038663757,-0.0023024906,-0.0019741685,4032,0,0.05205672,-0.011257053,-9.901187,4032
1430985755,0.0014457726,-0.0023114674,-0.0004250536,4053,0,0.066668145,-0.009791824,-9.925367,4053
1431025712,0.00048659457,0.0013024141,-0.0008133915,4009,0,0.057732087,0.012938795,-9.868333,4009
1431069702,-0.0031375173,0.0008837657,-0.005625058,4000,0,0.04847195,0.0043740603,-9.9314375,4000
1431113732,-0.0009744783,-0.0043352842,-0.004207873,4022,0,0.04214718,0.016468363,-9.899515,4022
1431154503,0.0014418123,-0.0054834033,-0.0050155474,4000,0,0.04534904,0.005280584,-9.887115,4000
1431198509,-0.005550972,-0.012540621,-0.048245437,3974,0,0.2926385,-1.1019695,-10.469588,3974
1431238511,-0.05556424,-0.0555575,0.06493164,3988,0,0.6921202,2.6350098,-11.498747,3988
1431282503,-0.10177192,0.026218915,0.024621913,4001,0,-0.24840005,2.0645914,-9.262823,4001
1431327309,-0.11459585,-0.020690879,0.037218593,4797,0,0.6310903,-0.50290436,-9.802411,4797
1431367323,0.044466242,-2.7765947e-05,-0.047136277,4045,0,0.021371119,2.1917145,-10.824168,4045
1431411278,0.017030045,0.025592476,-0.026873471,4000,0,-0.9521109,-0.02393437,-10.477333,4000
1431451321,-0.06603314,-0.026339803,0.0043125176,4043,0,1.9574397,-0.91439533,-9.918038,4043
1431495280,-0.045687485,-0.030775106,-0.0074512633,3995,0,0.53941417,-0.3107048,-9.788258,3995
1431535295,-0.027381899,0.006493654,-0.0035435904,3970,0,-2.0449855,0.5545207,-10.012281,3970
1431579278,-0.0022320352,0.019635048,0.014600501,4000,0,1.7024599,0.12056301,-9.92673,4000
1431620103,0.004182873,0.007913846,-0.0026896154,4000,0,0.87135524,-0.5942729,-9.421321,4000
1431664118,0.057995677,-0.007372929,0.022088073,4016,0,-1.1763597,-0.05618576,-9.969039,4016
1431708102,0.026640262,0.011005712,0.010533671,3993,0,-0.68698984,0.78145486,-10.407012,3993
1431752148,-0.013042384,-0.032483175,-0.0058069183,4028,0,1.2275923,-1.0080655,-9.102393,4028
1431792149,-0.011191003,-0.033801567,0.0013203651,4047,0,-0.41517597,-0.69026357,-9.903675,4047
1431832902,-0.027157025,0.018539568,-0.0007940878,3981,0,-1.5046104,0.07484536,-11.255315,3981
1431876903,-0.030877916,0.101036035,0.02502615,4000,0,0.59411055,-0.21372384,-9.773347,4000
1431916909,0.041343886,0.12332567,0.014214152,3993,0,0.6237326,1.371524,-8.970172,3993
1431960903,-0.3811481,0.37085068,-0.07157982,4001,0,3.231513,-2.645078,-8.167225,4001
1432000902,0.07833433,0.42469805,0.093919136,3992,0,-0.7945206,0.21716098,-14.558386,3992
1432041679,-0.17804953,0.020612296,-0.025395304,3997,0,0.69903207,1.8524916,-4.5735145,3997
1432081702,0.059618317,-0.22926793,0.15867934,4000,0,-2.2056367,-1.430753,-16.7713,4000
1432125711,-0.06484826,-0.15265748,-0.040381968,4009,0,-0.1499143,-2.5670862,-12.565815,4009
1432165702,0.20088753,-0.0708886,0.034218784,4000,0,4.1057935,-0.6137822,-13.472875,4000
1432209708,-0.24190722,-0.03277884,0.09211862,4006,0,-0.7012419,-0.2506272,-15.464623,4006
1432249703,-0.088735946,-0.056821197,0.08054335,4001,0,-1.8337464,-0.35853246,-13.892346,4001
1432293702,0.050392978,-0.41365984,0.104177944,4000,0,0.8547783,-0.31227776,-11.37059,4000
1432334502,0.12636563,-0.2091656,0.14793761,4000,0,1.1312455,-0.5711574,-12.457537,4000
1432378529,0.04392569,-0.17758359,0.12715805,4020,0,-1.8504941,1.6676686,-12.942563,4020
1432422509,0.3309574,0.04600767,0.19944434,4006,0,-0.41800398,-0.25738615,-12.510723,4006
1432462503,0.18222833,-0.067996256,0.1607857,4000,0,-0.24539696,1.5037663,-12.051912,4000
1432502502,-0.38979167,-0.3320312,-0.07506654,3999,0,-0.99575114,1.922503,-6.1827693,3999
1432543320,-0.553612,-0.12028926,-0.05767129,4042,0,0.8959989,1.044886,-7.199625,4042
1432587288,0.07832911,-0.062651396,0.22214715,4010,0,0.47299346,0.23347315,-11.6564455,4010
1432627304,0.112830415,-0.1571355,0.066898264,4025,0,-0.11333424,1.4952816,-9.823943,4025
1432667278,-0.06052771,-0.04250594,-0.005996406,4000,0,-0.54789543,-0.02659863,-9.872511,4000
1432708142,-0.01710612,-0.10194092,0.03495452,4040,0,0.65806514,-0.019331632,-10.751983,4040
1432752148,0.25535178,0.044502784,0.18728444,4039,0,0.012252617,0.013178523,-12.052472,4039
1432792148,-0.106056765,-0.056932706,-0.0012442693,4046,0,-1.4322612,0.4762466,-11.500989,4046
1432836122,-0.039995633,-0.16450185,-0.06280716,3973,0,-0.26109934,2.6777606,-9.319683,3973
1432876109,-0.11661378,-0.20627026,-0.1153138,3961,0,-1.5640486,0.8135445,-8.534872,3961
1432920102,0.032032922,-0.20543931,0.023201425,4000,0,0.95316964,1.1892294,-8.700326,4000
1432960910,0.4579848,0.14275026,0.16566178,4000,0,-0.85709774,-0.31717238,-15.274463,4000
1433000910,0.39430732,-0.014575673,0.11866632,4000,0,-0.45226145,-0.47359005,-13.2009325,4000
1433040917,0.38948357,0.22103809,0.02551839,4007,0,-0.80414236,-1.7502464,-12.428995,4007
1433080916,0.5785805,0.13461365,0.19586666,4006,0,-0.45030782,-0.18822473,-11.862027,4006
1433124910,0.10727339,0.0805928,-0.06380987,4000,0,1.7285461,-2.276514,-7.5202065,4000
1433169678,0.07313674,-0.13065872,0.04082755,3973,0,0.0897175,0.91006094,-10.21302,3973
1433209687,0.25102335,-0.005481686,-0.07655811,4002,0,0.7865344,-0.23167628,-8.726762,4002
1433253742,0.4114702,0.18262358,0.07232258,4031,0,-0.1844079,-1.3295176,-11.54035,4031
1433293751,0.148049,0.073363185,0.033467684,4041,0,0.00041197074,0.37398708,-8.859728,4041
1433337716,-0.12792742,-0.05769712,-0.17728241,4000,0,1.1822113,-1.9660367,-6.365563,4000
1433381738,-0.04572051,0.020225413,0.044406317,4020,0,-1.3179443,1.0539407,-9.918355,4020
1433421730,0.034421105,0.1651001,0.026663695,4020,0,-0.32690412,-0.697329,-12.832714,4020
1433466503,0.02268114,0.113732345,-0.06582936,3995,0,-1.3999735,-0.47798064,-11.355902,3995
1433510508,0.35236606,0.17729242,0.1328497,3999,0,0.4738863,-0.92595863,-12.145689,3999
1433554509,-0.048732597,0.14457902,-0.076308884,4007,0,1.0128635,-1.7530228,-7.457393,4007
1433594509,0.08371999,0.006824144,0.014141387,3995,0,0.5781743,-0.8574239,-8.553859,3995
1433634509,0.23273742,0.09553775,0.122151,3947,0,0.8649004,0.5275324,-9.232098,3947
1433679302,-0.14558105,-0.06823222,-0.23134379,4000,0,0.014351802,-0.0207858,-4.5702977,4000
