timestamp,load,ram_usage
1430310266,0.786734,0.928586
1431312768,0.856547,0.97052217
1432312479,0.819265,0.9706583
1433316566,0.805701,0.9707945
1434317435,0.807802,0.9707945
1435320435,0.811359,0.9707945
1436322907,0.815505,0.9707945
1437322596,0.812391,0.9707945
1438326255,0.812593,0.9707945
1439329284,0.805582,0.9707945
1440330226,0.82817,0.9707945
1441333458,0.806423,0.9707945
1442336560,0.817816,0.9707945
1443339948,0.819135,0.9707945
1444342099,0.820331,0.9707945
1445341864,0.812858,0.9707945
1446342571,0.823072,0.9707945
1447345897,0.824236,0.9707945
1448348403,0.804135,0.9707945
1449352275,0.814113,0.9707945
1450357210,0.819356,0.9707945
1451360523,0.818684,0.9707945
1452366314,0.825225,0.9707945
1453371051,0.820485,0.9707945
1454374553,0.829006,0.9707945
1455378367,0.829334,0.9707945
1456381008,0.819135,0.9707945
1457383817,0.815436,0.9707945
1458384445,0.809875,0.9707945
1459396695,0.878749,0.9707945
1460408341,0.898332,0.9707945
1461423538,0.895318,0.9707945
1462430721,0.901614,0.9707945
1463438657,0.879833,0.9707945
1464449513,0.8915,0.9707945
1465453525,0.892422,0.9707945
1466461206,0.889956,0.9707945
1467464325,0.898421,0.9707945
1468468452,0.898878,0.9707945
1469498357,0.867259,0.9707945
1470499570,0.851894,0.9707945
1471502073,0.859313,0.9707945
1472505291,0.857777,0.9707945
1473509056,0.85849,0.9707945
1474508517,0.863818,0.9707945
1475512141,0.863452,0.9707945
1476512435,0.859111,0.9707945
1477518901,0.858771,0.9707945
1478523388,0.850697,0.9707945
1479526681,0.857138,0.9707945
1480529069,0.857162,0.9707945
1481529438,0.857341,0.9707945
1482532604,0.856521,0.9707945
1483536774,0.846141,0.9707945
1484540435,0.859942,0.9707945
1485542875,0.85588,0.9707945
1486547348,0.868493,0.9707945
1487550213,0.85844,0.9707945
1488553125,0.864763,0.9707945
1489554021,0.853871,0.9707945
1490557114,0.882896,0.9707945
1491576758,0.911296,0.9707945
1492583764,0.897049,0.9707945
1493586206,0.895419,0.9707945
1494590708,0.89701,0.9707945
1495642222,0.906563,0.9707945
1496646856,0.886901,0.9707945
1497654218,0.858032,0.9707945
1498660575,0.86185503,0.9707945
1499661530,0.865024,0.9707945
1500668478,0.854319,0.9707945
1501695910,0.865235,0.9707945
1502699657,0.868104,0.9707945
1503702956,0.856663,0.9707945
1504713985,0.853134,0.9707945
1505717438,0.857124,0.9707945
1506724550,0.865374,0.9707945
1507733413,0.850427,0.9707945
1508736646,0.855301,0.9707945
1509740267,0.867086,0.9707945
1510746921,0.864389,0.9707945
1511750637,0.863915,0.9707945
1512754216,0.865599,0.9707945
1513757956,0.857404,0.9707945
1514760786,0.868226,0.9707945
1515761513,0.856158,0.9707945
1516765435,0.848935,0.9707945
1517768514,0.860642,0.9707945
1518771714,0.85546,0.9707945
1519775885,0.852644,0.9707945
1520782706,0.866605,0.9707945
1521782571,0.870676,0.9707945
1522786285,0.848274,0.9707945
1523789117,0.854291,0.9707945
1524793195,0.870703,0.9707945
1525796753,0.873274,0.9707945
1526800462,0.861535,0.9707945
