timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
1430376764,0.17178126,0.0044274544,0.08568963
1851966928,0.25810704,0.007084327,0.08132723
1852167842,0.17912932,0.016963022,0.054288045
1852373271,0.1797185,0.009738074,0.05457374
1852573481,0.17838275,0.010601418,0.043537837
1852778940,0.17812902,0.0068353475,0.053268287
