timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
1430858221,25.225876,25.210762,0.049599998,0.0601355,0.0,22.938314,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1431352012,25.124893,25.202665,0.049599998,0.060975533,0.0,22.946733,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1431869554,24.963318,25.188519,0.062,0.061930396,0.0,22.955778,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1432363030,24.741152,24.921747,0.062,0.061427467,0.0,22.96419,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1432868774,24.680561,24.841866,0.062,0.06073363,0.0,22.972612,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1433374222,24.599773,24.777359,0.062,0.059466857,0.0,22.980818,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1433867958,24.61997,24.728678,0.0744,0.060888316,0.0,22.989283,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1434374228,24.579576,24.688004,0.049599998,0.058552492,0.0,22.997393,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1434868164,24.640167,24.665497,0.062,0.059317533,0.0,23.005648,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1435373546,24.579576,24.645586,0.0744,0.061111443,0.0,23.01439,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1435879158,24.599773,24.626423,0.049599998,0.060568776,0.0,23.022892,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1436372710,24.579576,24.599817,0.062,0.06077284,0.0,23.031317,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1436879041,24.498789,24.585035,0.062,0.060921993,0.0,23.03992,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1437384707,24.55938,24.56852,0.062,0.061346106,0.0,23.048553,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1437878330,24.55938,24.56064,0.062,0.061471365,0.0,23.05701,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1438383850,24.498789,24.54806,0.049599998,0.0609201,0.0,23.065619,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1438890366,24.478592,24.537167,0.062,0.061655123,0.0,23.074305,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1439383880,24.478592,24.527802,0.062,0.06145333,0.0,23.082684,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1439889583,24.478592,24.515205,0.049599998,0.058908172,0.0,23.090736,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1440395145,24.478592,24.502964,0.062,0.06018492,0.0,23.099236,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1440888712,24.478592,24.494942,0.062,0.061626635,0.0,23.107862,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1441394365,24.478592,24.493948,0.062,0.06072606,0.0,23.116228,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1441900696,24.518986,24.493687,0.062,0.0598877,0.0,23.124535,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1442394622,24.458397,24.487564,0.062,0.06068758,0.0,23.132957,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1442900149,24.418003,24.47754,0.049599998,0.061074603,0.0,23.141623,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1443405518,24.4382,24.471199,0.062,0.06110804,0.0,23.15024,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
