timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
1430858361,0.058576584,-0.005740068,0.032309577,0.0010738373,-0.047533035,0.1819725,0.0,0.0,0.0,0.031315785,0.0,0.0,0.0,0.0,0.0,0.26203704,0.2620369,0.57207876,0.38822114,0.38822114,4.0571666,0.0,0.0,0.0,0.090147965,0.0,0.0,0.0,0.0,0.0,0.00020503327,0.0066924,0.022064483,0.0,0.0,0.0,0.0,0.0,0.0
1431062656,0.024696484,-0.00026748702,0.089708984,-0.0035142899,-0.05239582,0.06655121,0.0,0.0,0.0,0.038800538,0.0,0.0,0.0,0.0,0.0,0.2623526,0.26235244,0.5721203,0.38991526,0.38991526,4.057088,0.0,0.0,0.0,0.09014797,0.0,0.0,0.0,0.0,0.0,0.00017322182,0.007100329,0.02104428,0.0,0.0,0.0,0.0,0.0,0.0
1431263180,0.055621006,-0.04145649,0.013211183,0.0014152527,-0.055158615,-0.0063934326,0.0,0.0,0.0,0.10197723,0.0,0.0,0.0,0.0,0.0,0.26195878,0.26195863,0.5720979,0.38795125,0.38795125,4.0569515,0.0,0.0,0.0,0.090148054,0.0,0.0,0.0,0.0,0.0,0.00050395355,0.0035871684,0.011658541,0.0,0.0,0.0,0.0,0.0,0.0
1431464236,0.06212372,0.011715375,0.036714107,0.015946388,-0.06236267,-0.06545639,0.0,0.0,0.0,-0.016365174,0.0,0.0,0.0,0.0,0.0,0.2620307,0.26203054,0.57206666,0.38829625,0.38829625,4.056907,0.0,0.0,0.0,0.09014822,0.0,0.0,0.0,0.0,0.0,0.0004815769,0.00494997,0.015981393,0.0,0.0,0.0,0.0,0.0,0.0
1431665039,-0.020389242,-0.002622351,0.04571539,0.015486717,-0.07097912,-0.37842178,0.0,0.0,0.0,-0.007010855,0.0,0.0,0.0,0.0,0.0,0.26198515,0.26198483,0.57205313,0.38687155,0.38687152,4.0569534,0.0,0.0,0.0,0.09014821,0.0,0.0,0.0,0.0,0.0,9.3193696e-05,0.00607625,0.02077551,0.0,0.0,0.0,0.0,0.0,0.0
1431869774,0.0964534,0.046421602,0.045619577,0.020435333,-0.076215744,0.30120087,0.0,0.0,0.0,-0.012100201,0.0,0.0,0.0,0.0,0.0,0.26202607,0.26202598,0.5720971,0.387067,0.38706696,4.056864,0.0,0.0,0.0,0.09014829,0.0,0.0,0.0,0.0,0.0,0.00020483817,0.003552941,0.010630679,0.0,0.0,0.0,0.0,0.0,0.0
1432074690,0.011520497,0.022058941,0.09030079,0.026123047,-0.073589325,-0.8381119,0.0,0.0,0.0,-0.062359206,0.0,0.0,0.0,0.0,0.0,0.26203606,0.26203597,0.5721166,0.38709491,0.3870949,4.0568385,0.0,0.0,0.0,0.09014837,0.0,0.0,0.0,0.0,0.0,0.00011239115,0.008631707,0.029515553,0.0,0.0,0.0,0.0,0.0,0.0
1432274551,-0.03300654,-0.009301332,-0.08785551,0.028386116,-0.06606865,-0.10034561,0.0,0.0,0.0,-0.06492211,0.0,0.0,0.0,0.0,0.0,0.26211846,0.2621217,0.57204807,0.38801876,0.38801873,4.0567656,0.0,0.0,0.0,0.0901483,0.0,0.0,0.0,0.0,0.0,0.0012595942,0.00894453,0.029366279,0.0,0.0,0.0,0.0,0.0,0.0
1432475400,-0.03300654,-0.009301332,-0.08785551,0.028386116,-0.06606865,-0.19867706,0.0,0.0,0.0,0.033494025,0.0,0.0,0.0,0.0,0.0,0.26211846,0.2621217,0.57204807,0.38801876,0.38801873,4.05725,0.0,0.0,0.0,0.09014846,0.0,0.0,0.0,0.0,0.0,0.0013014225,0.0043841447,0.014119355,0.0,0.0,0.0,0.0,0.0,0.0
1432675918,-0.2548563,0.052203238,0.04407823,-0.0023679733,-0.04458809,0.26292038,0.0,0.0,0.0,0.047986507,0.0,0.0,0.0,0.0,0.0,0.26263934,0.26264402,0.57208174,0.3894184,0.3894188,4.0571012,0.0,0.0,0.0,0.09014845,0.0,0.0,0.0,0.0,0.0,0.0005729095,0.0144424355,0.03430886,0.0,0.0,0.0,0.0,0.0,0.0
