timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
1184323143,1184323143,0,0,0,0,0,0,0,0,0,0,0
1185212509,1185212509,0,0,0,0,0,0,0,0,0,0,0
1186225615,1186225615,0,0,0,0,0,0,0,0,0,0,0
1187221359,1187221359,0,0,0,0,0,0,0,0,0,0,0
1188218456,1188218456,0,0,0,0,0,0,0,0,0,0,0
1189218477,1189218477,0,0,0,0,0,0,0,0,0,0,0
1190219314,1190219314,0,0,0,0,0,0,0,0,0,0,0
1191219171,1191219171,0,0,0,0,0,0,0,0,0,0,0
1192219281,1192219281,0,0,0,0,0,0,0,0,0,0,0
1193218886,1193218886,0,0,0,0,0,0,0,0,0,0,0
1194219579,1194219579,0,0,0,0,0,0,0,0,0,0,0
1195217601,1195217601,0,0,0,0,0,0,0,0,0,0,0
1196217539,1196217539,0,0,0,0,0,0,0,0,0,0,0
1197217641,1197217641,0,0,0,0,0,0,0,0,0,0,0
1198220436,1198220436,0,0,0,0,0,0,0,0,0,0,0
1199219459,1199219459,0,0,0,0,0,0,0,0,0,0,0
1200219459,1200219459,0,0,0,0,0,0,0,0,0,0,0
1201219494,1201219494,0,0,0,0,0,0,0,0,0,0,0
1202219476,1202219476,0,0,0,0,0,0,0,0,0,0,0
1203219511,1203219511,0,0,0,0,0,0,0,0,0,0,0
1204220550,1204220550,0,0,0,0,0,0,0,0,0,0,0
1205220492,1205220492,0,0,0,0,0,0,0,0,0,0,0
1206219623,1206219623,0,0,0,0,0,0,0,0,0,0,0
1207220014,1207220014,0,0,0,0,0,0,0,0,0,0,0
1208218515,1208218515,0,0,0,0,0,0,0,0,0,0,0
1209218476,1209218476,0,0,0,0,0,0,0,0,0,0,0
1210218462,1210218462,0,0,0,0,0,0,0,0,0,0,0
1211213581,1211213581,0,0,0,0,0,0,0,0,0,0,0
1212220454,1212220454,0,0,0,0,0,0,0,0,0,0,0
1213222516,1213222516,0,0,0,0,0,0,0,0,0,0,0
1214214844,1214214844,0,0,0,0,0,0,0,0,0,0,0
1215223314,1215223314,0,0,0,0,0,0,0,0,0,0,0
1216220451,1216220451,0,0,0,0,0,0,0,0,0,0,0
1217220747,1217220747,0,0,0,0,0,0,0,0,0,0,0
1218220616,1218220616,0,0,0,0,0,0,0,0,0,0,0
