timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
1184860409,0.2286309,-0.03443236,0.34805393
1184885101,0.22268803,-0.037491996,0.35844123
1184896715,0.2197166,-0.016074559,0.34211835
1184908853,0.20783085,-0.029842911,0.3554734
1184935167,0.2197166,-0.055849794,0.34657004
1184947959,0.2286309,-0.028313093,0.33321497
1184960490,0.2197166,-0.039021812,0.34657004
1184972887,0.21525945,-0.03443236,0.34805393
1184984725,0.21377371,-0.022193827,0.35250562
1184996717,0.212288,-0.025253462,0.3510217
1185008609,0.20040226,-0.026783278,0.34953785
1185021972,0.23903093,-0.031372722,0.34508616
1185035942,0.21823087,-0.03443236,0.35844123
1185048327,0.21823087,-0.03443236,0.34805393
1185072780,0.20783085,-0.016074559,0.33618277
1185087449,0.21823087,-0.026783276,0.34953785
1185100845,0.23903093,-0.028313093,0.34508616
1185124711,0.2197166,-0.032902543,0.35250562
1185136575,0.23011662,-0.02984291,0.34953785
1185149232,0.23011662,-0.02984291,0.3554734
1185160612,0.21823087,-0.039021812,0.3554734
1185172879,0.22268803,-0.028313095,0.35844123
1185196840,0.20931657,-0.028313095,0.34805393
1185208705,0.22417374,-0.037491996,0.34657004
1185221385,0.21823087,-0.02066401,0.33915055
1185245383,0.21823087,-0.032902543,0.3599251
1185256590,0.22268803,-0.02066401,0.34805393
1185268921,0.21377371,-0.032902543,0.361409
1185280813,0.212288,-0.028313095,0.3510217
1185293272,0.19594511,-0.031372726,0.35844123
1185317279,0.2197166,-0.037491996,0.34953785
1185328771,0.24497381,-0.037491992,0.34211835
1185356802,0.22565947,-0.02525346,0.3510217
1185368585,0.20931657,-0.032902543,0.3554734
1185392606,0.22268803,-0.025253462,0.35844123
1185416723,0.22268803,-0.025253462,0.35398954
1185440364,0.20931657,-0.029842911,0.361409
1185452924,0.2286309,-0.020664008,0.35398954
1185464587,0.23457377,-0.049730524,0.34953785
1185476800,0.20783085,-0.043611262,0.34953785
1185488322,0.23011662,-0.02984291,0.361409
1185501059,0.21525945,-0.025253462,0.3510217
