timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
1184725528,1184725528,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1184858350,1184858350,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1184899241,1184899241,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1184923154,1184923154,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1184971130,1184971130,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185011253,1185011253,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185059178,1185059178,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185107169,1185107169,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185147213,1185147213,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185195121,1185195121,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185235170,1185235170,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185259136,1185259136,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185303154,1185303154,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185347249,1185347249,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185391235,1185391235,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185435123,1185435123,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185479188,1185479188,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185527017,1185527017,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185571187,1185571187,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185595018,1185595018,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1185637141,1185637141,18,255,0,0,0,1510,1514,1375,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
